median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
1.1108,41,3221,853,1959,720,37.82,-122.27,False
4.7019,48,1740,360,748,357,34.07,-118.36,True
4.5673,45,1132,269,654,264,33.99,-118.45,True
3.1146,36,2696,713,905,659,34.15,-118.39,True
2.6384,16,2653,606,1693,586,38.46,-122.75,False
2.9583,34,1471,423,995,386,34.18,-118.36,True
4.1667,48,1527,295,589,286,34.09,-118.27,True
4.2011,41,1865,392,825,369,38.01,-122.68,True
4.4609,16,4082,666,1912,652,38.71,-121.27,False
5.1509,42,3677,627,1779,622,34.11,-118.05,True
5.3774,22,3650,527,1637,520,37.38,-121.79,True
5.3311,34,3718,676,2510,632,37.68,-122.49,True
4.6406,34,1069,217,601,212,33.87,-118.34,True
3.0,11,2403,497,890,344,37.64,-120.31,False
2.9591,2,3129,707,1606,698,37.99,-121.96,True
3.4899,14,3305,841,2272,769,33.68,-117.99,True
3.0197,28,256,66,214,60,36.67,-121.64,False
3.163,40,2108,526,1922,544,33.98,-118.34,False
6.2319,10,6531,1036,2975,1018,34.01,-118.03,True
3.1827,21,1161,282,724,186,33.88,-115.58,False
2.101,21,1024,218,890,232,33.12,-115.51,False
4.0614,8,1841,409,1243,394,34.05,-117.72,False
4.7663,38,1475,269,827,265,33.9,-118.13,True
4.5659,5,8352,1555,3723,1389,34.67,-118.17,False
5.444,37,1534,258,751,259,34.0,-118.4,True
6.0,34,2377,362,1055,362,34.23,-118.23,True
2.9564,34,3659,897,2479,903,37.67,-122.1,False
1.5268,30,1041,275,877,270,33.94,-118.27,False
5.0756,52,3084,595,1324,571,37.58,-122.36,True
11.1768,52,2113,332,800,327,34.04,-118.41,True
3.6591,52,1475,238,736,260,37.96,-121.3,False
6.776,21,7010,1063,3331,1038,34.37,-118.55,True
4.5615,8,4454,1058,2595,1027,37.27,-121.83,True
2.1573,28,2857,619,1614,592,36.79,-119.74,False
6.6049,16,2169,262,877,245,37.93,-121.93,True
2.5263,34,2486,560,2443,557,36.67,-121.63,False
4.0686,18,2060,563,1144,600,37.43,-122.14,True
2.5469,38,1214,254,723,236,34.0,-117.35,False
5.0544,29,2644,464,1372,450,38.24,-122.67,True
9.3603,51,2713,396,1090,401,37.75,-122.47,True
4.4464,34,2180,424,906,429,34.17,-118.43,True
4.6852,34,2421,475,1232,454,34.23,-118.25,True
3.0139,45,2264,504,1076,472,38.23,-122.63,True
2.325,24,1421,291,588,274,39.5,-123.79,False
6.5004,16,2411,420,1671,442,37.41,-121.86,True
3.9395,33,3429,681,1798,694,37.67,-122.12,True
6.276,17,2895,439,1588,450,33.67,-117.82,True
4.1719,5,2229,543,1010,474,38.02,-121.36,True
5.9055,24,4879,756,1777,754,33.65,-117.88,True
4.1429,33,1560,315,1467,313,34.05,-117.98,False
5.3254,24,534,88,249,74,33.7,-117.88,True
2.2368,38,1400,376,1139,315,34.03,-118.36,False
8.4889,40,2662,379,1151,387,34.14,-118.06,True
3.7426,19,2323,397,963,379,39.18,-121.08,False
2.619,52,241,69,385,64,37.34,-121.9,True
2.4049,31,3388,1059,3558,957,33.97,-118.17,False
3.7794,17,1668,307,888,277,35.87,-118.96,False
5.2527,25,3304,493,1464,488,38.28,-122.04,False
7.5674,14,4340,741,1505,670,33.61,-117.85,True
1.7167,24,1107,261,768,205,39.1,-121.59,False
3.235,18,7334,1332,3339,1271,38.7,-121.3,False
0.8478,39,2065,532,2015,535,33.93,-118.23,False
7.1997,13,4867,718,780,250,34.28,-117.17,True
1.8571,39,2467,529,1433,502,39.91,-122.19,False
5.8324,17,3610,593,1734,559,36.9,-121.29,True
2.0,17,605,159,416,83,37.31,-120.35,False
6.5571,10,4355,716,2030,674,34.13,-118.76,True
0.9166,42,705,173,739,140,33.95,-118.23,False
3.2552,51,2107,471,1173,438,37.77,-122.18,False
4.8088,32,4498,862,1818,851,37.9,-122.05,True
2.303,27,1448,404,978,338,34.43,-119.73,True
1.7227,14,4773,1133,2101,1072,40.61,-122.38,False
3.5164,32,2734,654,2209,610,34.2,-118.41,True
5.0155,19,946,182,474,173,38.68,-121.47,False
4.9432,4,1262,216,622,199,36.81,-119.67,False
2.0216,18,2158,413,1461,395,36.38,-119.21,False
5.0962,17,6488,1102,3199,1070,34.28,-118.68,True
2.1667,37,1551,501,2173,474,34.02,-118.26,False
2.9974,26,2335,669,1986,645,34.21,-118.59,False
3.2583,32,2033,394,989,389,32.84,-117.2,True
5.3733,8,3567,543,1133,419,34.5,-117.27,True
3.3208,47,1723,389,1216,399,37.72,-122.46,True
2.3314,29,2259,482,1099,463,38.74,-120.81,False
3.0682,43,2104,393,1132,394,33.94,-118.31,False
4.2135,36,1554,273,974,264,33.87,-118.2,False
2.875,18,3631,947,2357,757,37.26,-121.8,True
5.5673,7,6100,1185,2710,1040,32.81,-117.09,True
5.0371,25,4719,745,1857,739,38.5,-121.51,True
3.0101,12,3851,857,2169,811,34.58,-118.08,False
3.2396,25,2059,659,1349,588,34.03,-118.44,True
6.1628,31,1070,155,426,153,32.77,-117.08,True
4.0057,38,2662,498,1132,496,32.78,-117.2,True
2.6667,52,351,81,308,75,37.76,-122.41,True
9.532,50,1430,186,620,201,34.19,-118.11,True
3.9617,6,13724,2269,5860,1986,33.57,-117.23,True
2.3603,17,3646,1035,1987,895,34.1,-117.59,False
4.5673,26,1750,284,962,278,34.26,-118.76,True
4.3456,18,1859,375,913,372,34.58,-118.38,False
2.8614,30,3306,629,1623,648,38.56,-121.73,False
4.7917,40,2362,468,992,425,37.58,-122.33,True
4.9643,11,1089,198,230,90,34.25,-116.88,False
2.2148,38,3495,1100,1939,994,34.11,-118.33,True
2.8261,24,893,209,342,197,33.75,-117.82,False
2.6133,49,2365,504,1131,458,38.11,-122.25,False
2.6781,33,2880,836,1416,736,34.05,-118.35,True
6.5308,27,3230,449,1193,448,33.76,-117.82,True
4.7105,41,2237,597,938,523,33.86,-118.4,True
5.0203,47,2600,490,1149,465,37.43,-122.15,True
2.8493,23,3100,603,1515,609,35.31,-120.84,True
4.6976,36,2381,419,1669,444,33.92,-118.09,False
3.6797,20,2428,473,1145,454,36.97,-122.05,True
3.0147,30,1842,476,1491,420,33.91,-118.3,False
3.4943,40,1076,193,406,180,36.63,-121.92,True
3.1528,21,2271,376,1145,372,36.13,-119.08,False
4.9516,3,39320,6210,16305,5358,38.43,-121.44,False
4.1451,26,2711,508,1372,459,33.72,-118.31,True
2.4135,48,568,145,559,135,34.18,-118.16,False
3.5357,26,1617,279,2745,250,32.63,-117.17,False
5.1582,26,3084,505,1557,501,37.94,-121.96,True
5.2949,33,45,11,34,10,33.85,-117.87,True
5.09,14,6665,1231,2026,1001,33.03,-117.07,True
