median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
2.319,41,2227,462,1129,415,36.78,-119.79,False
5.3243,29,1285,193,460,206,38.59,-121.35,True
2.3056,25,287,57,118,50,37.86,-120.35,False
4.5,52,65,17,24,10,36.96,-122.06,True
4.8295,18,3593,661,1992,626,32.96,-117.05,False
2.2146,31,1832,444,1669,463,33.11,-117.08,False
3.0795,36,1083,218,557,210,33.88,-118.12,True
0.8246,18,279,59,188,60,34.55,-117.32,False
2.5833,23,954,390,804,373,33.81,-118.19,True
2.983,45,1397,253,555,248,37.72,-122.14,True
3.5882,21,3460,711,658,255,33.71,-116.68,False
7.2574,52,1467,190,496,177,37.85,-122.24,True
11.2093,42,777,102,284,113,34.17,-118.43,True
3.3924,14,1258,245,752,264,34.07,-117.18,False
5.0528,26,2256,360,937,372,38.13,-121.3,False
3.7031,36,1111,184,444,177,33.81,-118.1,True
5.3254,24,534,88,249,74,33.7,-117.88,True
2.489,51,1637,463,1543,393,37.78,-122.22,False
5.0374,30,1337,253,838,247,36.74,-121.62,False
0.7068,49,658,318,467,316,37.33,-121.89,True
1.9727,21,1653,419,737,308,38.9,-120.0,False
5.37,26,3266,491,1222,533,37.76,-122.13,True
4.7953,26,6960,1454,4367,1437,33.84,-118.06,True
0.536,16,19,19,166,9,37.67,-121.04,False
3.6729,52,1777,368,624,350,38.56,-121.49,False
4.1528,15,2638,429,1289,357,36.76,-121.34,True
3.0724,45,173,42,230,57,33.98,-118.24,False
3.0341,11,4670,1007,2430,962,38.43,-122.74,False
2.8941,39,2702,646,1136,491,36.97,-122.0,True
2.0224,41,1087,272,462,219,38.62,-121.42,False
2.6667,52,351,81,308,75,37.76,-122.41,True
5.3737,26,2553,405,1337,411,33.71,-117.97,True
1.4766,23,3800,1003,3786,917,36.76,-119.76,False
2.2165,32,4202,986,2309,956,35.3,-120.67,True
4.5278,32,1607,253,778,262,32.84,-116.94,False
2.8971,37,1525,363,1075,374,37.36,-121.89,True
5.2595,20,3214,446,1360,463,36.83,-119.76,False
10.0825,52,2003,250,658,244,37.9,-122.28,True
