median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
1.6887,44.0,1103.0,265.0,760.0,247.0,33.94,-118.26,False
1.6452,35.0,1819.0,499.0,1666.0,482.0,34.03,-118.36,False
6.2513,14.0,2323.0,373.0,1057.0,372.0,33.05,-117.26,True
2.5313,37.0,338.0,109.0,231.0,100.0,36.63,-121.86,False
4.375,16.0,108.0,18.0,54.0,22.0,37.91,-120.32,False
3.9227,33.0,3659.0,590.0,1773.0,615.0,34.08,-117.66,False
2.625,13.0,1722.0,325.0,712.0,269.0,37.29,-119.6,False
4.7,36.0,2396.0,421.0,1064.0,398.0,34.21,-118.51,True
6.5322,14.0,2028.0,255.0,781.0,251.0,38.76,-121.17,True
5.3016,33.0,2382.0,404.0,1339.0,389.0,33.94,-118.02,True
3.4219,35.0,2469.0,522.0,2151.0,537.0,33.92,-118.04,False
4.45,37.0,1887.0,353.0,895.0,359.0,37.95,-122.32,True
3.6176,24.0,745.0,116.0,300.0,115.0,38.35,-122.0,False
5.3377,40.0,3092.0,549.0,1457.0,536.0,34.14,-118.09,True
6.0,36.0,1450.0,235.0,568.0,234.0,37.92,-122.29,True
4.2583,35.0,4276.0,767.0,3295.0,708.0,34.17,-119.19,True
2.3594,16.0,1536.0,298.0,646.0,208.0,39.32,-120.19,False
2.7361,14.0,1527.0,357.0,1224.0,363.0,32.57,-117.07,False
5.1641,33.0,3808.0,623.0,1784.0,615.0,34.18,-118.64,True
4.0625,31.0,1960.0,380.0,1356.0,356.0,33.82,-118.01,True
1.5357,52.0,1059.0,281.0,627.0,273.0,38.44,-122.72,False
3.2889,32.0,4474.0,929.0,2177.0,884.0,38.0,-121.33,False
9.2858,6.0,6525.0,826.0,3146.0,806.0,32.9,-117.04,True
2.375,26.0,48.0,8.0,13.0,8.0,35.87,-120.13,False
6.5755,23.0,1829.0,331.0,891.0,356.0,33.87,-118.37,True
3.6875,13.0,4859.0,1293.0,3351.0,1200.0,34.2,-118.4,True
6.7974,33.0,797.0,125.0,385.0,133.0,36.98,-122.04,True
5.5277,30.0,2492.0,406.0,1250.0,431.0,32.84,-117.19,True
3.5588,50.0,2159.0,437.0,1111.0,417.0,37.78,-122.48,True
3.6875,38.0,2492.0,381.0,1003.0,369.0,34.04,-117.18,False
3.1364,38.0,1729.0,394.0,801.0,395.0,34.44,-119.73,True
2.0699,24.0,3442.0,1168.0,4625.0,1097.0,34.22,-118.45,True
2.0221,20.0,1511.0,328.0,791.0,320.0,39.9,-120.93,False
2.7226,31.0,2846.0,727.0,2120.0,672.0,34.04,-118.38,True
4.2212,27.0,1035.0,229.0,782.0,222.0,34.18,-119.2,True
3.5199,33.0,2581.0,623.0,1598.0,628.0,37.36,-121.96,True
2.5474,13.0,2267.0,601.0,756.0,276.0,35.47,-118.61,False
3.1375,11.0,1613.0,335.0,1617.0,342.0,36.86,-121.45,False
1.3801,25.0,1137.0,414.0,604.0,240.0,33.78,-116.46,False
0.8984,32.0,1063.0,282.0,992.0,253.0,33.93,-118.24,False
2.3,25.0,1696.0,279.0,909.0,291.0,36.25,-119.4,False
3.9934,20.0,2355.0,467.0,1198.0,428.0,34.94,-116.96,False
4.5721,24.0,2077.0,383.0,1488.0,389.0,37.6,-122.03,True
1.9063,52.0,1642.0,570.0,1432.0,513.0,37.8,-122.4,True
3.9336,18.0,2562.0,500.0,1128.0,414.0,38.38,-122.93,True
8.0074,18.0,5252.0,686.0,1870.0,657.0,37.85,-122.12,True
7.2909,14.0,1087.0,165.0,365.0,176.0,36.82,-119.83,False
8.8742,31.0,5488.0,1055.0,1938.0,964.0,33.6,-117.88,True
4.7027,14.0,4412.0,924.0,2698.0,891.0,37.32,-121.8,True
4.3958,38.0,2172.0,403.0,945.0,384.0,37.94,-122.31,True
4.4474,25.0,2239.0,361.0,928.0,353.0,38.03,-122.26,True
3.1364,18.0,2700.0,937.0,1042.0,744.0,36.59,-121.89,False
1.7301,5.0,2706.0,925.0,3148.0,855.0,32.56,-117.06,False
1.4224,33.0,151.0,83.0,380.0,83.0,33.98,-118.19,True
5.3849,30.0,3615.0,760.0,2813.0,752.0,33.82,-118.28,True
2.7036,24.0,3988.0,1098.0,2909.0,1034.0,34.08,-118.14,False
2.7092,35.0,1835.0,435.0,774.0,418.0,33.8,-118.12,True
1.0714,27.0,418.0,163.0,332.0,141.0,36.19,-119.33,False
7.3141,15.0,2102.0,295.0,1060.0,303.0,33.71,-117.77,True
3.0909,31.0,2536.0,603.0,2625.0,576.0,33.9,-118.18,False
11.7794,39.0,308.0,38.0,59.0,21.0,34.35,-119.5,True
3.3472,19.0,1265.0,228.0,755.0,218.0,38.65,-121.95,False
2.83,22.0,2731.0,632.0,1215.0,483.0,38.93,-119.96,False
1.7083,41.0,812.0,168.0,375.0,158.0,34.83,-114.59,False
