median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
3.8036,14.0,2715.0,500.0,1540.0,464.0,33.83,-117.11,False
1.4856,33.0,1980.0,488.0,1626.0,428.0,32.7,-117.11,False
2.3929,30.0,144.0,52.0,220.0,48.0,32.59,-117.08,False
4.7813,36.0,1664.0,326.0,963.0,322.0,37.67,-122.45,True
5.8914,26.0,5321.0,889.0,2932.0,896.0,33.79,-118.03,True
2.2843,28.0,1546.0,465.0,974.0,408.0,34.12,-118.23,True
4.506,26.0,4065.0,741.0,1960.0,739.0,33.74,-117.99,True
5.4533,33.0,2265.0,366.0,986.0,388.0,33.73,-118.31,True
2.1719,17.0,1573.0,272.0,142.0,55.0,36.86,-121.82,True
2.1759,35.0,1387.0,272.0,610.0,237.0,39.93,-122.18,False
5.0,42.0,1301.0,280.0,539.0,249.0,33.61,-117.89,True
2.1705,36.0,499.0,115.0,451.0,124.0,37.92,-121.28,False
2.52,24.0,4232.0,1092.0,2688.0,1035.0,33.88,-118.15,False
4.8304,27.0,2229.0,365.0,1297.0,355.0,37.77,-122.14,True
4.226,11.0,1283.0,390.0,718.0,345.0,37.33,-121.9,False
5.3119,6.0,7383.0,1095.0,3415.0,1059.0,35.37,-119.2,False
2.25,16.0,4552.0,1166.0,2737.0,1051.0,33.14,-117.05,False
3.1781,23.0,2744.0,588.0,1493.0,557.0,38.34,-122.71,False
5.8891,37.0,3457.0,544.0,1344.0,530.0,34.1,-117.73,True
3.1719,14.0,3287.0,793.0,1601.0,716.0,37.95,-122.03,True
2.1779,36.0,1437.0,331.0,1073.0,320.0,37.6,-120.98,False
4.2096,37.0,1898.0,359.0,973.0,340.0,38.54,-122.48,True
1.0375,35.0,1405.0,326.0,1086.0,273.0,33.95,-118.25,False
4.8224,27.0,1998.0,353.0,970.0,343.0,38.67,-121.31,False
1.5417,18.0,414.0,86.0,98.0,54.0,32.69,-115.9,False
2.5398,47.0,1782.0,338.0,1003.0,329.0,33.94,-118.29,False
2.7826,21.0,1824.0,447.0,962.0,431.0,32.77,-117.04,False
3.0977,24.0,4631.0,1164.0,2360.0,1083.0,34.24,-118.54,True
3.9243,44.0,3558.0,839.0,1779.0,832.0,37.42,-122.15,True
2.4632,41.0,1476.0,286.0,1086.0,278.0,33.89,-118.25,False
4.806,20.0,4489.0,800.0,2867.0,765.0,34.41,-119.52,True
2.9219,17.0,2146.0,396.0,862.0,351.0,38.73,-120.71,False
