median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
3.5364,36,3982,1045,2251,995,37.42,-122.13,True
5.8479,25,3319,531,1560,502,37.26,-121.89,True
4.8295,44,2490,430,1305,411,33.95,-118.31,False
4.2768,21,6108,1130,3244,1113,33.87,-118.27,True
6.1464,34,2795,460,1267,443,34.25,-118.35,True
4.0156,35,1214,300,478,265,33.99,-118.46,True
3.9583,42,1667,395,1041,387,37.74,-122.5,True
4.7961,4,1380,322,755,286,33.12,-117.29,False
3.3269,15,2701,576,1245,513,35.65,-117.68,False
2.535,37,2116,503,1109,448,37.68,-122.1,False
1.5625,17,353,112,359,118,33.19,-117.38,False
3.5288,42,4261,840,2013,801,36.66,-121.65,True
4.4271,35,1843,329,1041,317,34.22,-118.56,True
2.2321,46,271,74,150,55,34.15,-118.09,True
1.6929,20,2373,779,1659,676,37.8,-122.26,False
2.6339,41,857,201,934,227,33.93,-118.2,False
2.9167,43,1160,304,393,250,34.01,-118.47,True
4.3269,35,1117,181,496,168,33.82,-117.95,True
2.5172,31,1738,422,746,355,36.97,-121.94,True
2.2431,41,1147,243,583,239,39.13,-121.62,False
4.5375,23,184,44,118,40,37.74,-122.44,True
2.1078,30,2294,508,1753,482,35.36,-118.95,False
1.3371,29,1202,290,383,156,34.2,-116.06,False
1.6875,52,729,160,395,155,37.84,-122.28,False
3.6563,18,1703,360,354,163,39.17,-120.18,False
2.0324,35,1012,245,633,240,36.78,-119.81,False
3.2132,19,2682,518,1134,399,37.39,-118.6,False
3.6053,35,1335,296,635,296,37.3,-121.92,True
3.9647,12,3738,710,2337,664,36.14,-121.2,False
2.875,41,1440,325,1014,322,34.21,-118.44,False
3.775,23,407,108,647,96,33.73,-117.86,False
2.3523,52,1257,257,624,243,36.33,-119.65,False
3.2123,17,3507,696,1867,709,38.14,-121.3,False
3.2614,19,3518,658,2091,610,33.36,-117.1,False
3.0,46,1453,306,817,310,37.72,-122.47,True
5.0497,38,2968,475,1176,454,38.58,-121.38,True
2.2292,45,907,176,463,190,38.79,-121.23,False
4.7381,43,1934,303,847,300,37.61,-122.41,True
3.139,25,6348,1615,4188,1497,33.87,-118.01,True
3.5,49,2290,482,1201,479,39.44,-123.79,False
2.8649,4,2866,648,1311,578,34.93,-120.43,True
6.7612,28,2040,297,848,280,34.2,-118.85,True
3.9408,34,1730,427,1008,393,33.8,-118.34,True
4.2708,52,2082,425,801,411,37.75,-122.44,True
6.981,31,3190,489,1362,480,34.21,-118.33,True
1.2745,15,1635,553,1347,597,32.67,-117.1,False
2.7875,49,2843,880,2004,796,34.1,-118.28,True
2.6111,13,3239,849,2751,813,33.88,-117.59,False
2.6582,15,4799,1209,2554,1057,34.1,-117.63,False
2.9688,42,1597,373,1311,352,34.08,-118.03,False
2.0833,50,1587,448,877,380,38.56,-121.48,False
2.7857,43,1455,300,747,279,40.58,-122.4,False
4.375,35,1309,276,1113,253,34.05,-117.95,False
3.7863,34,2152,430,1516,386,36.95,-121.79,True
5.7652,18,3405,556,1945,509,33.87,-118.07,True
1.5625,22,1665,405,826,382,40.59,-124.14,False
1.6148,16,3331,839,1955,763,36.32,-119.33,False
1.7431,52,1391,287,632,276,34.95,-120.42,False
3.0,35,2248,615,1762,622,34.08,-118.12,True
2.64,45,2225,486,1304,459,37.93,-122.34,False
2.7039,34,2129,350,969,314,38.95,-121.47,False
2.1838,32,1132,266,1211,279,33.89,-118.24,False
3.3056,46,1840,379,866,360,34.18,-118.35,True
1.5417,51,902,320,650,334,34.14,-118.26,True
5.2736,35,2470,416,1386,411,33.93,-118.03,False
1.0,33,1234,373,777,298,33.19,-115.46,False
3.1445,45,1607,331,633,332,34.11,-118.28,True
2.6083,27,2025,565,2189,577,34.06,-118.18,False
5.785,25,5622,998,2537,1009,33.85,-118.37,True
6.5437,14,6239,901,2923,904,33.9,-117.78,True
1.0,45,204,62,133,51,39.2,-121.07,False
4.1875,45,1165,236,845,251,37.57,-122.31,True
3.9864,12,5608,1049,2595,1067,37.71,-121.73,True
1.6435,34,2299,579,1300,536,38.55,-121.74,False
2.8942,27,1004,192,470,192,38.13,-121.3,False
5.3683,26,2503,449,1218,426,34.01,-118.41,True
3.4432,16,1495,292,472,284,38.01,-122.53,False
4.0197,17,2287,390,1330,393,36.59,-119.62,False
6.0531,25,2765,475,1666,474,33.8,-117.81,True
1.875,44,448,116,504,96,33.99,-118.24,False
2.182,15,4203,966,1756,695,34.18,-116.29,False
5.2949,33,1984,289,842,276,38.65,-121.27,False
5.308,33,2005,392,1043,351,34.44,-119.15,True
4.636,33,2383,428,1269,421,34.13,-117.86,True
2.3704,38,2082,532,1592,510,33.85,-117.92,False
0.9227,11,1961,435,113,53,38.9,-120.3,False
3.4091,14,4407,1209,2676,1128,34.23,-118.59,False
5.7157,26,2989,479,1596,475,33.75,-118.02,True
2.7474,43,1772,422,1573,401,37.58,-122.33,True
5.2001,16,3757,650,1291,614,33.75,-118.04,True
1.942,31,2712,628,1519,629,33.74,-116.97,False
3.6832,20,4126,1031,2079,975,37.58,-121.98,True
3.2083,34,2856,555,1627,522,32.78,-115.56,False
3.3715,52,2994,821,1240,779,37.8,-122.43,True
2.0132,35,2624,1116,3548,1008,34.09,-118.29,True
2.5104,38,2005,385,882,353,38.73,-120.81,False
2.5488,42,1619,340,906,339,37.96,-121.33,False
3.5972,26,2145,471,1150,429,33.9,-118.14,True
6.0321,17,2143,324,1073,330,34.44,-119.92,True
2.4583,29,749,185,708,196,33.92,-118.18,False
6.5847,23,3318,408,1124,393,37.92,-122.03,True
3.0833,50,3518,812,1724,758,34.05,-118.36,True
1.6725,47,3038,1533,4225,1472,34.06,-118.31,True
2.6842,28,2616,630,2218,621,34.07,-118.18,False
4.1111,10,2769,619,1045,469,38.03,-121.88,False
2.0417,39,2073,566,1246,547,34.01,-118.31,False
1.2276,21,2442,719,1916,646,33.75,-118.28,True
6.2778,36,1561,252,740,253,33.84,-118.34,True
6.0609,25,8110,1264,3613,1232,33.74,-118.01,True
4.1645,32,4308,717,2002,695,37.28,-121.89,True
4.7222,36,1915,316,850,319,33.84,-118.1,True
4.005,48,1266,234,539,222,34.05,-118.37,True
0.9589,47,552,161,593,174,32.7,-117.14,False
2.35,15,2199,453,899,347,37.7,-118.45,False
2.6333,33,1591,461,794,425,32.76,-117.13,False
3.7462,15,6243,1273,3163,1274,37.59,-122.05,True
3.8029,35,2454,458,1110,435,34.11,-118.02,True
4.0968,30,5915,1750,2136,1503,33.74,-118.18,True
4.733,36,1928,361,1008,368,34.1,-118.02,True
1.95,19,280,84,483,87,34.25,-118.41,False
3.7188,37,1709,278,744,274,34.16,-117.25,False
2.6528,45,727,168,520,175,34.03,-118.45,True
3.25,38,544,89,240,91,40.55,-124.13,False
5.5289,43,2216,375,918,388,32.74,-117.24,True
4.3397,21,3052,624,1588,568,33.86,-118.1,True
3.0441,20,3960,1027,1729,978,34.15,-118.25,True
7.203,19,5130,741,1887,712,37.83,-122.11,True
4.4432,35,2049,390,1286,385,34.23,-118.43,True
1.755,47,1486,335,765,329,40.8,-124.15,False
6.148,34,1903,293,887,306,33.97,-118.02,True
10.6868,30,6373,854,2149,798,37.41,-122.29,True
3.2847,35,1648,285,792,265,36.09,-119.56,False
1.3922,23,1731,363,1210,341,36.7,-119.79,False
4.5491,43,1185,207,657,198,34.12,-118.01,True
2.2813,15,2514,482,1166,503,38.72,-121.3,False
3.7768,5,3986,737,1887,687,38.54,-122.79,True
2.2401,24,2578,580,1217,529,33.83,-118.0,True
2.517,30,3626,834,1577,806,38.63,-121.4,False
5.7979,52,2255,410,823,377,37.88,-122.26,True
4.5375,18,1284,193,621,190,36.72,-119.59,False
3.4459,21,1839,324,871,307,33.9,-117.55,True
5.3693,26,1352,202,654,217,32.86,-117.21,True
5.8659,52,1875,303,735,293,34.11,-118.31,True
2.6111,13,9444,1997,4166,1482,34.15,-116.09,False
2.6364,39,322,82,319,90,34.01,-118.18,False
4.2471,4,13315,2424,6420,2289,37.68,-120.94,False
2.8906,16,1743,333,652,322,32.85,-116.89,False
15.0001,52,955,100,457,120,34.06,-118.32,True
5.2129,34,3592,616,2138,605,33.79,-117.93,True
3.1908,15,2102,358,957,371,40.26,-122.2,False
2.81,43,1004,236,839,235,32.66,-117.08,False
2.1515,6,1186,234,1135,218,36.72,-119.55,False
4.0125,28,1433,270,1001,278,34.97,-120.43,False
3.0982,18,1846,419,1581,387,33.21,-117.24,False
