median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
1.4113,52.0,945.0,243.0,576.0,220.0,37.82,-122.28,False
2.4786,14.0,1508.0,347.0,1679.0,345.0,36.49,-120.22,False
2.7457,37.0,1549.0,301.0,863.0,275.0,38.16,-122.41,True
2.9386,23.0,3075.0,860.0,1584.0,806.0,33.74,-118.3,True
6.0994,25.0,2237.0,331.0,1121.0,365.0,34.18,-118.95,True
3.8571,24.0,3756.0,681.0,1586.0,739.0,36.8,-119.83,False
4.6779,16.0,1081.0,181.0,792.0,184.0,38.25,-122.01,False
1.3365,23.0,1724.0,576.0,1336.0,542.0,34.01,-118.1,True
1.8355,34.0,842.0,186.0,635.0,165.0,39.36,-121.69,False
1.2387,42.0,4219.0,1125.0,3549.0,993.0,37.72,-122.42,True
2.4674,31.0,2450.0,559.0,1459.0,478.0,37.99,-121.18,False
4.175,18.0,4813.0,849.0,2333.0,843.0,38.4,-121.36,False
3.1711,35.0,3295.0,560.0,1454.0,536.0,38.59,-121.31,False
2.625,34.0,431.0,85.0,391.0,77.0,38.67,-121.63,True
3.6,44.0,3494.0,635.0,693.0,415.0,36.55,-121.92,True
5.5922,35.0,2183.0,363.0,988.0,351.0,34.45,-119.71,True
7.8252,10.0,9467.0,1181.0,3819.0,1122.0,34.16,-117.59,True
3.5673,17.0,1827.0,348.0,766.0,335.0,34.65,-118.23,False
4.4,18.0,2377.0,414.0,1359.0,424.0,36.28,-119.16,False
1.2413,11.0,3071.0,911.0,2812.0,774.0,32.69,-117.1,False
3.4817,15.0,2966.0,558.0,1687.0,527.0,38.02,-121.91,False
3.125,11.0,1214.0,228.0,633.0,199.0,38.01,-120.24,False
4.5938,17.0,3523.0,669.0,2150.0,666.0,37.64,-122.46,True
1.65,52.0,1494.0,610.0,1630.0,590.0,37.76,-122.42,True
2.5,52.0,1009.0,231.0,929.0,210.0,37.33,-121.9,False
4.3542,42.0,2304.0,442.0,862.0,429.0,34.16,-118.36,True
15.0001,37.0,2716.0,302.0,809.0,291.0,34.09,-118.41,True
6.3249,15.0,10860.0,1653.0,4178.0,1581.0,34.26,-118.62,True
1.3801,39.0,2062.0,588.0,1933.0,570.0,33.98,-118.27,False
8.4476,21.0,3837.0,578.0,1509.0,509.0,34.04,-118.85,True
3.155,25.0,3642.0,726.0,1729.0,673.0,35.11,-120.59,True
6.0062,17.0,2123.0,341.0,1067.0,339.0,37.24,-121.78,True
4.7266,38.0,1862.0,319.0,975.0,305.0,33.98,-118.06,False
3.0068,23.0,6010.0,1116.0,2710.0,1149.0,39.76,-121.82,False
4.7132,50.0,2113.0,398.0,793.0,418.0,34.1,-118.27,True
2.0875,13.0,3801.0,1116.0,1986.0,1078.0,34.19,-118.31,True
3.5,49.0,2290.0,482.0,1201.0,479.0,39.44,-123.79,False
1.6435,25.0,2581.0,528.0,1642.0,509.0,36.72,-119.82,False
8.1844,22.0,3205.0,429.0,1083.0,410.0,32.81,-117.23,True
7.0897,52.0,1389.0,191.0,514.0,202.0,37.86,-122.25,True
1.7679,39.0,45.0,8.0,22.0,9.0,37.63,-120.92,True
2.0242,52.0,1384.0,295.0,561.0,244.0,38.55,-121.47,False
0.8836,30.0,1821.0,738.0,1648.0,684.0,37.8,-122.41,True
2.125,37.0,1038.0,222.0,521.0,211.0,37.8,-121.22,False
3.6818,35.0,1813.0,393.0,1093.0,374.0,37.65,-122.08,False
