median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
3.4659,31.0,2567.0,507.0,1198.0,499.0,32.78,-117.02,False
4.9808,28.0,1321.0,240.0,652.0,239.0,36.99,-122.01,True
4.8073,11.0,1554.0,260.0,793.0,233.0,38.28,-121.29,False
3.0197,26.0,1906.0,408.0,1325.0,427.0,33.21,-117.26,False
3.8542,15.0,2485.0,434.0,1296.0,434.0,37.66,-120.96,False
2.5743,9.0,2536.0,499.0,832.0,385.0,34.59,-120.14,True
3.6953,26.0,2678.0,702.0,3262.0,685.0,33.76,-117.9,False
1.6607,16.0,975.0,219.0,337.0,155.0,38.99,-122.52,False
3.6106,18.0,2825.0,660.0,1590.0,643.0,33.92,-117.95,False
3.0208,32.0,1020.0,215.0,421.0,198.0,41.06,-124.14,False
1.675,5.0,111.0,26.0,58.0,25.0,37.93,-120.13,False
5.9617,26.0,2714.0,390.0,1232.0,409.0,37.97,-121.98,True
2.5187,18.0,1837.0,388.0,727.0,336.0,34.04,-117.33,False
3.8611,18.0,1894.0,319.0,846.0,317.0,35.4,-119.05,False
4.0909,52.0,2090.0,466.0,1219.0,390.0,34.14,-118.2,True
3.2154,20.0,17377.0,4457.0,7450.0,4204.0,34.17,-118.52,True
4.0781,36.0,1491.0,259.0,699.0,266.0,33.85,-118.15,True
3.3188,32.0,2915.0,492.0,1292.0,454.0,38.66,-121.3,False
5.1784,12.0,1600.0,251.0,685.0,256.0,33.87,-117.86,True
1.4375,17.0,871.0,379.0,955.0,351.0,32.75,-117.1,False
2.6951,44.0,2748.0,715.0,2962.0,703.0,33.97,-118.23,False
3.575,44.0,1449.0,291.0,676.0,282.0,37.33,-121.93,True
4.084,7.0,17579.0,3479.0,3581.0,1820.0,33.74,-116.38,True
3.5125,38.0,2263.0,522.0,1027.0,509.0,37.9,-122.3,True
4.3426,11.0,3127.0,706.0,1594.0,694.0,33.92,-117.95,False
2.6485,18.0,5527.0,1446.0,2883.0,1305.0,38.59,-121.41,False
4.2813,17.0,2385.0,372.0,1118.0,369.0,33.13,-117.05,False
7.7197,16.0,70.0,7.0,17.0,4.0,33.97,-118.43,True
1.1957,19.0,1393.0,367.0,915.0,355.0,37.74,-121.42,False
5.0915,31.0,2030.0,337.0,867.0,341.0,37.98,-122.0,True
2.85,22.0,5175.0,1213.0,2804.0,1091.0,37.95,-122.05,False
2.4286,34.0,2807.0,768.0,2217.0,744.0,33.82,-118.2,True
3.625,28.0,2453.0,648.0,1082.0,617.0,32.79,-117.23,True
2.444,17.0,4874.0,1349.0,5032.0,1243.0,33.71,-116.23,False
4.1053,5.0,2618.0,539.0,1320.0,512.0,33.14,-117.13,False
3.2222,6.0,1485.0,318.0,894.0,308.0,38.54,-121.96,False
5.6611,42.0,967.0,175.0,481.0,163.0,33.75,-118.3,True
1.5735,18.0,2123.0,606.0,1576.0,599.0,38.51,-121.46,False
3.024,36.0,1002.0,250.0,1312.0,249.0,34.27,-118.43,False
3.2321,20.0,2462.0,496.0,1117.0,458.0,34.09,-117.66,False
1.815,52.0,408.0,143.0,313.0,143.0,32.73,-117.17,False
4.0795,33.0,3507.0,669.0,1697.0,660.0,37.6,-122.49,True
2.8795,44.0,2060.0,414.0,819.0,355.0,36.33,-119.3,False
1.7266,21.0,1728.0,417.0,731.0,334.0,38.76,-120.59,False
