median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
4.7941,37.0,1184.0,178.0,529.0,192.0,32.78,-117.05,False
5.343,17.0,5781.0,924.0,2585.0,915.0,33.7,-117.95,True
2.4464,36.0,2914.0,562.0,1236.0,509.0,37.81,-122.28,False
2.8043,16.0,2445.0,469.0,721.0,474.0,37.99,-122.06,False
1.5326,31.0,1982.0,495.0,1052.0,467.0,40.88,-124.09,False
5.3224,17.0,4535.0,762.0,1562.0,743.0,38.0,-121.36,True
4.1411,43.0,2665.0,556.0,1015.0,506.0,34.06,-118.41,True
2.5568,44.0,617.0,131.0,378.0,135.0,37.75,-122.16,False
5.1315,17.0,1851.0,344.0,764.0,339.0,33.89,-117.97,True
3.0114,47.0,1453.0,356.0,787.0,345.0,34.16,-118.27,True
4.665,11.0,2520.0,401.0,397.0,165.0,39.35,-120.27,False
3.215,36.0,959.0,204.0,446.0,210.0,34.19,-118.22,True
5.1435,22.0,2331.0,359.0,1086.0,340.0,37.99,-121.81,False
3.2344,36.0,2433.0,585.0,1565.0,563.0,34.08,-118.12,True
7.4323,16.0,2312.0,303.0,1158.0,295.0,37.26,-121.85,True
3.4359,21.0,1718.0,308.0,1194.0,312.0,33.23,-117.24,False
3.5878,43.0,1381.0,278.0,1494.0,298.0,33.91,-118.2,False
4.1552,34.0,1740.0,387.0,1249.0,375.0,33.89,-118.35,True
2.8125,28.0,3998.0,765.0,1614.0,698.0,38.37,-120.87,False
8.3956,18.0,2808.0,337.0,1038.0,337.0,37.92,-122.01,True
6.2953,26.0,2170.0,347.0,849.0,318.0,37.92,-122.49,True
3.8611,32.0,965.0,183.0,568.0,188.0,38.7,-121.46,False
1.1563,26.0,2001.0,582.0,2044.0,557.0,34.02,-118.29,False
4.7,37.0,1866.0,300.0,822.0,305.0,37.61,-122.42,True
1.9338,44.0,658.0,218.0,869.0,212.0,32.7,-117.14,False
1.8495,23.0,1864.0,937.0,2795.0,858.0,34.08,-118.29,True
2.5909,31.0,2567.0,624.0,1255.0,582.0,32.76,-117.09,False
9.3198,38.0,3383.0,456.0,1203.0,465.0,37.44,-122.19,True
5.3275,5.0,6529.0,997.0,3464.0,1006.0,33.69,-117.39,False
2.1766,24.0,2591.0,739.0,3243.0,702.0,36.68,-121.63,False
3.9097,52.0,2684.0,574.0,1395.0,549.0,37.76,-122.48,True
3.625,13.0,1348.0,258.0,719.0,246.0,36.61,-119.46,False
