median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
3.1731,47.0,1734.0,453.0,1272.0,438.0,34.03,-118.32,False
2.8828,26.0,2312.0,525.0,1273.0,437.0,33.76,-117.85,True
2.295,32.0,1116.0,328.0,1265.0,302.0,33.95,-118.21,False
3.8615,26.0,1563.0,286.0,1145.0,313.0,32.61,-117.05,False
4.8958,33.0,1121.0,231.0,1038.0,236.0,34.25,-118.44,False
5.0091,33.0,2683.0,436.0,1520.0,456.0,33.77,-118.02,True
3.5529,43.0,3889.0,711.0,1466.0,663.0,32.76,-117.09,True
2.5313,38.0,870.0,205.0,1065.0,222.0,34.26,-118.41,False
3.2279,34.0,4314.0,878.0,2361.0,831.0,34.44,-119.29,True
5.0151,33.0,2921.0,652.0,1124.0,608.0,34.05,-118.42,True
1.746,19.0,1056.0,248.0,611.0,226.0,39.36,-123.1,False
2.9485,7.0,1347.0,301.0,799.0,276.0,34.07,-117.18,False
3.4792,34.0,1748.0,386.0,917.0,378.0,33.94,-118.03,False
1.8357,24.0,2493.0,693.0,1420.0,643.0,32.8,-116.96,False
2.1875,28.0,801.0,399.0,936.0,406.0,34.05,-118.45,True
3.8828,34.0,1347.0,212.0,676.0,201.0,33.82,-117.94,True
3.6359,33.0,2824.0,523.0,1797.0,493.0,34.08,-117.75,False
2.4667,33.0,2070.0,469.0,1851.0,467.0,33.98,-117.36,False
2.29,23.0,3967.0,766.0,1518.0,698.0,34.04,-117.05,False
3.9032,19.0,3516.0,710.0,1810.0,703.0,37.7,-122.13,True
3.6979,34.0,1565.0,296.0,1142.0,328.0,33.95,-117.46,False
4.4,51.0,2095.0,410.0,1126.0,429.0,37.75,-122.48,True
0.9437,52.0,188.0,62.0,301.0,72.0,38.44,-122.72,False
4.1951,32.0,2342.0,570.0,1445.0,453.0,33.77,-117.89,True
5.3124,52.0,1979.0,359.0,648.0,370.0,37.79,-122.44,True
2.6607,9.0,2268.0,594.0,1311.0,585.0,38.46,-122.74,False
2.8348,22.0,2101.0,514.0,1304.0,511.0,38.01,-121.31,False
3.1477,52.0,2583.0,672.0,1335.0,613.0,37.8,-122.41,True
2.375,26.0,162.0,27.0,86.0,25.0,37.65,-122.12,False
10.9508,52.0,1803.0,257.0,683.0,259.0,37.46,-122.15,True
1.775,29.0,1045.0,311.0,1245.0,273.0,36.51,-121.45,False
3.053,50.0,1152.0,341.0,519.0,225.0,33.52,-117.8,True
3.5288,11.0,1851.0,352.0,1049.0,369.0,38.78,-121.24,False
3.7232,31.0,3039.0,739.0,1199.0,697.0,33.78,-118.13,True
6.7644,19.0,3754.0,588.0,1692.0,550.0,37.0,-121.68,True
3.775,47.0,737.0,126.0,370.0,136.0,37.7,-122.47,True
2.4741,8.0,3937.0,1404.0,2691.0,1142.0,33.91,-118.34,True
8.4196,21.0,3856.0,547.0,1422.0,535.0,34.15,-118.58,True
