median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
5.1242,52.0,1532.0,292.0,631.0,275.0,34.17,-118.25,True
4.1325,13.0,6963.0,1426.0,3892.0,1375.0,33.85,-117.95,True
5.5224,24.0,630.0,172.0,257.0,147.0,34.09,-118.37,True
3.1768,30.0,3166.0,607.0,1857.0,579.0,38.51,-121.49,False
5.0947,12.0,4161.0,731.0,1609.0,615.0,35.48,-120.56,True
5.0704,15.0,14058.0,2486.0,8997.0,2497.0,34.02,-117.9,True
3.9519,50.0,1300.0,263.0,691.0,239.0,38.01,-122.12,False
5.9225,18.0,3179.0,526.0,1663.0,507.0,37.23,-121.8,True
2.5588,35.0,365.0,98.0,463.0,112.0,32.7,-117.13,False
4.2219,24.0,1380.0,339.0,1472.0,304.0,33.75,-117.93,False
4.2019,37.0,1286.0,255.0,1047.0,249.0,34.11,-117.9,False
6.86,33.0,1809.0,261.0,808.0,219.0,37.75,-122.12,True
5.062,32.0,1997.0,317.0,866.0,281.0,34.87,-120.41,False
4.9234,25.0,1328.0,209.0,691.0,228.0,34.21,-118.85,True
4.6964,31.0,2034.0,335.0,966.0,322.0,36.59,-121.91,True
6.5284,16.0,1426.0,216.0,652.0,226.0,33.9,-117.89,True
3.4868,27.0,3410.0,1156.0,2314.0,1086.0,37.4,-122.1,False
10.6514,33.0,370.0,42.0,153.0,53.0,37.39,-122.25,True
2.4444,20.0,95.0,13.0,31.0,15.0,37.88,-122.22,True
4.5625,36.0,3908.0,732.0,1688.0,725.0,34.16,-118.05,True
4.9,5.0,4944.0,1164.0,1727.0,948.0,33.6,-117.75,True
3.9917,35.0,908.0,194.0,413.0,197.0,37.96,-122.53,True
2.3173,25.0,2379.0,540.0,1482.0,484.0,36.82,-119.7,False
5.2557,25.0,3548.0,639.0,2653.0,664.0,34.02,-118.06,True
4.1667,46.0,38.0,8.0,66.0,14.0,33.81,-117.99,False
2.1722,12.0,7626.0,1704.0,2823.0,1554.0,33.76,-116.99,False
2.625,16.0,50.0,10.0,20.0,6.0,37.9,-121.24,False
4.3571,51.0,937.0,348.0,527.0,333.0,34.11,-118.34,True
5.1028,42.0,1541.0,280.0,753.0,264.0,34.23,-118.24,True
2.6538,31.0,1034.0,319.0,997.0,308.0,34.41,-119.71,True
2.8135,52.0,3452.0,784.0,2987.0,753.0,37.76,-122.41,True
3.915,28.0,1922.0,382.0,1565.0,340.0,34.08,-117.48,False
2.3199,15.0,3315.0,1042.0,2749.0,1059.0,37.37,-121.84,False
4.5332,5.0,9601.0,1639.0,4449.0,1575.0,37.69,-121.04,True
6.2924,27.0,3142.0,509.0,1520.0,503.0,33.93,-117.98,True
5.6945,36.0,291.0,48.0,124.0,47.0,37.59,-120.59,False
5.6651,31.0,2573.0,474.0,1898.0,475.0,37.43,-121.88,True
4.5221,16.0,2969.0,514.0,1594.0,465.0,32.92,-117.15,False
3.875,31.0,371.0,74.0,208.0,84.0,38.73,-122.0,False
6.8419,16.0,8726.0,1317.0,3789.0,1279.0,34.39,-118.55,True
2.0221,20.0,1511.0,328.0,791.0,320.0,39.9,-120.93,False
1.2069,47.0,1648.0,432.0,1308.0,385.0,34.12,-117.29,False
8.3252,41.0,880.0,129.0,322.0,126.0,37.88,-122.23,True
3.4426,7.0,4956.0,941.0,3006.0,915.0,37.73,-121.16,False
1.8485,48.0,542.0,150.0,571.0,114.0,34.02,-118.24,False
2.6181,24.0,807.0,174.0,585.0,166.0,37.78,-121.43,False
3.5294,12.0,1736.0,352.0,330.0,123.0,37.8,-119.07,False
5.4548,35.0,782.0,144.0,425.0,140.0,34.19,-118.56,True
5.742,25.0,4650.0,849.0,2503.0,790.0,33.76,-118.03,True
4.4559,21.0,1835.0,427.0,1038.0,384.0,33.81,-118.19,True
2.0476,41.0,438.0,201.0,690.0,161.0,34.09,-118.23,True
1.424,29.0,2793.0,722.0,1583.0,626.0,33.93,-116.97,False
1.5328,36.0,2288.0,1033.0,3030.0,890.0,34.1,-118.31,True
4.1518,22.0,2101.0,399.0,1551.0,371.0,32.58,-117.05,False
5.5608,34.0,1632.0,263.0,690.0,268.0,33.94,-117.97,True
1.375,26.0,1474.0,417.0,1065.0,401.0,39.13,-123.2,False
4.3145,31.0,1959.0,318.0,1021.0,303.0,34.13,-117.85,True
4.2273,18.0,1830.0,313.0,905.0,361.0,38.67,-121.26,False
3.8167,21.0,4723.0,882.0,2210.0,768.0,34.07,-117.87,True
9.2858,6.0,6525.0,826.0,3146.0,806.0,32.9,-117.04,True
7.0913,23.0,2023.0,309.0,678.0,340.0,33.03,-117.06,True
1.8917,43.0,1258.0,381.0,1276.0,358.0,34.0,-118.27,False
6.3066,17.0,4333.0,947.0,1650.0,919.0,37.87,-122.5,True
2.4792,26.0,2231.0,421.0,987.0,364.0,40.71,-122.95,False
4.0417,34.0,878.0,160.0,372.0,167.0,38.22,-122.63,True
3.5878,31.0,6854.0,1578.0,4131.0,1524.0,34.14,-118.02,True
3.1768,31.0,2766.0,604.0,1441.0,552.0,38.11,-122.21,False
3.5492,25.0,1375.0,267.0,1032.0,278.0,32.73,-117.04,False
1.8723,46.0,1347.0,282.0,854.0,267.0,36.73,-119.76,False
3.5781,44.0,1421.0,298.0,609.0,270.0,37.71,-122.13,True
5.4886,6.0,6719.0,1016.0,2699.0,997.0,38.54,-122.75,True
3.4706,20.0,2827.0,554.0,1822.0,536.0,32.8,-117.17,False
1.9063,52.0,1272.0,322.0,984.0,353.0,34.09,-118.29,True
4.875,15.0,1613.0,303.0,702.0,240.0,32.91,-117.15,False
2.7179,35.0,1814.0,367.0,1076.0,372.0,38.66,-121.43,False
5.0962,17.0,6488.0,1102.0,3199.0,1070.0,34.28,-118.68,True
2.1074,24.0,1494.0,494.0,814.0,459.0,33.65,-117.91,True
3.6953,26.0,2678.0,702.0,3262.0,685.0,33.76,-117.9,False
4.1597,16.0,1215.0,223.0,787.0,233.0,38.47,-121.44,False
3.7813,37.0,663.0,127.0,293.0,132.0,37.34,-121.96,True
