median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
5.1242,52,1532,292,631,275,34.17,-118.25,True
4.1325,13,6963,1426,3892,1375,33.85,-117.95,True
5.5224,24,630,172,257,147,34.09,-118.37,True
3.1768,30,3166,607,1857,579,38.51,-121.49,False
5.0947,12,4161,731,1609,615,35.48,-120.56,True
5.0704,15,14058,2486,8997,2497,34.02,-117.9,True
3.9519,50,1300,263,691,239,38.01,-122.12,False
5.9225,18,3179,526,1663,507,37.23,-121.8,True
2.5588,35,365,98,463,112,32.7,-117.13,False
4.2219,24,1380,339,1472,304,33.75,-117.93,False
4.2019,37,1286,255,1047,249,34.11,-117.9,False
6.86,33,1809,261,808,219,37.75,-122.12,True
5.062,32,1997,317,866,281,34.87,-120.41,False
4.9234,25,1328,209,691,228,34.21,-118.85,True
4.6964,31,2034,335,966,322,36.59,-121.91,True
6.5284,16,1426,216,652,226,33.9,-117.89,True
3.4868,27,3410,1156,2314,1086,37.4,-122.1,False
10.6514,33,370,42,153,53,37.39,-122.25,True
2.4444,20,95,13,31,15,37.88,-122.22,True
4.5625,36,3908,732,1688,725,34.16,-118.05,True
4.9,5,4944,1164,1727,948,33.6,-117.75,True
3.9917,35,908,194,413,197,37.96,-122.53,True
2.3173,25,2379,540,1482,484,36.82,-119.7,False
5.2557,25,3548,639,2653,664,34.02,-118.06,True
4.1667,46,38,8,66,14,33.81,-117.99,False
2.1722,12,7626,1704,2823,1554,33.76,-116.99,False
2.625,16,50,10,20,6,37.9,-121.24,False
4.3571,51,937,348,527,333,34.11,-118.34,True
5.1028,42,1541,280,753,264,34.23,-118.24,True
2.6538,31,1034,319,997,308,34.41,-119.71,True
2.8135,52,3452,784,2987,753,37.76,-122.41,True
3.915,28,1922,382,1565,340,34.08,-117.48,False
2.3199,15,3315,1042,2749,1059,37.37,-121.84,False
4.5332,5,9601,1639,4449,1575,37.69,-121.04,True
6.2924,27,3142,509,1520,503,33.93,-117.98,True
5.6945,36,291,48,124,47,37.59,-120.59,False
5.6651,31,2573,474,1898,475,37.43,-121.88,True
4.5221,16,2969,514,1594,465,32.92,-117.15,False
3.875,31,371,74,208,84,38.73,-122.0,False
6.8419,16,8726,1317,3789,1279,34.39,-118.55,True
2.0221,20,1511,328,791,320,39.9,-120.93,False
1.2069,47,1648,432,1308,385,34.12,-117.29,False
8.3252,41,880,129,322,126,37.88,-122.23,True
3.4426,7,4956,941,3006,915,37.73,-121.16,False
1.8485,48,542,150,571,114,34.02,-118.24,False
2.6181,24,807,174,585,166,37.78,-121.43,False
3.5294,12,1736,352,330,123,37.8,-119.07,False
5.4548,35,782,144,425,140,34.19,-118.56,True
5.742,25,4650,849,2503,790,33.76,-118.03,True
4.4559,21,1835,427,1038,384,33.81,-118.19,True
2.0476,41,438,201,690,161,34.09,-118.23,True
1.424,29,2793,722,1583,626,33.93,-116.97,False
1.5328,36,2288,1033,3030,890,34.1,-118.31,True
4.1518,22,2101,399,1551,371,32.58,-117.05,False
5.5608,34,1632,263,690,268,33.94,-117.97,True
1.375,26,1474,417,1065,401,39.13,-123.2,False
4.3145,31,1959,318,1021,303,34.13,-117.85,True
4.2273,18,1830,313,905,361,38.67,-121.26,False
3.8167,21,4723,882,2210,768,34.07,-117.87,True
9.2858,6,6525,826,3146,806,32.9,-117.04,True
7.0913,23,2023,309,678,340,33.03,-117.06,True
1.8917,43,1258,381,1276,358,34.0,-118.27,False
6.3066,17,4333,947,1650,919,37.87,-122.5,True
2.4792,26,2231,421,987,364,40.71,-122.95,False
4.0417,34,878,160,372,167,38.22,-122.63,True
3.5878,31,6854,1578,4131,1524,34.14,-118.02,True
3.1768,31,2766,604,1441,552,38.11,-122.21,False
3.5492,25,1375,267,1032,278,32.73,-117.04,False
1.8723,46,1347,282,854,267,36.73,-119.76,False
3.5781,44,1421,298,609,270,37.71,-122.13,True
5.4886,6,6719,1016,2699,997,38.54,-122.75,True
3.4706,20,2827,554,1822,536,32.8,-117.17,False
1.9063,52,1272,322,984,353,34.09,-118.29,True
4.875,15,1613,303,702,240,32.91,-117.15,False
2.7179,35,1814,367,1076,372,38.66,-121.43,False
5.0962,17,6488,1102,3199,1070,34.28,-118.68,True
2.1074,24,1494,494,814,459,33.65,-117.91,True
3.6953,26,2678,702,3262,685,33.76,-117.9,False
4.1597,16,1215,223,787,233,38.47,-121.44,False
3.7813,37,663,127,293,132,37.34,-121.96,True
3.2813,33,2396,452,1391,465,37.96,-121.7,False
6.0199,49,1789,288,848,311,34.12,-118.15,True
2.46,14,1781,346,734,287,39.56,-120.23,False
12.542,10,3663,409,1179,371,34.21,-118.69,True
4.8816,38,983,185,513,170,34.25,-118.38,True
2.1658,29,1947,383,925,337,39.5,-121.58,False
1.6509,17,720,174,333,117,33.69,-114.56,False
4.6611,16,2599,430,1417,445,36.95,-121.82,True
4.3008,37,1964,315,915,335,38.02,-121.33,False
5.1824,32,1179,250,369,209,33.72,-118.07,True
4.6964,35,1235,227,875,220,33.86,-117.94,True
3.4063,33,939,284,1309,250,33.94,-118.36,False
2.4348,31,1489,664,1793,556,34.07,-118.3,True
4.3687,33,1329,266,683,233,37.75,-121.42,False
2.7143,38,1235,390,891,376,34.0,-118.47,True
3.2052,21,4559,1163,5124,1124,37.32,-121.83,False
5.7239,26,1786,306,771,279,37.61,-121.62,True
4.8269,25,990,166,522,185,37.0,-121.97,True
7.8347,45,2966,415,1231,409,34.12,-118.09,True
4.1514,10,5777,1112,2917,1056,34.32,-118.46,True
3.0687,32,3661,787,1613,706,35.63,-117.67,False
2.1667,42,538,107,200,104,36.96,-122.04,True
3.0833,34,2104,388,1578,365,34.11,-117.35,False
1.7137,16,2595,606,1046,367,32.74,-116.35,False
1.0469,42,530,123,390,124,34.06,-117.33,False
6.0132,25,7784,1145,3445,1166,38.12,-122.59,True
3.0042,18,5009,1108,2948,963,34.06,-117.25,False
2.8906,43,1281,287,534,231,36.13,-118.82,False
4.2109,14,1946,463,1205,390,32.93,-117.14,False
8.4889,40,2662,379,1151,387,34.14,-118.06,True
4.9769,14,1870,348,1214,347,37.3,-121.81,True
2.975,34,1422,237,716,222,36.64,-119.89,False
2.8214,13,3163,725,1675,629,33.2,-117.26,False
4.337,37,1828,460,1075,453,33.99,-118.46,True
4.8224,27,1998,353,970,343,38.67,-121.31,False
4.0,37,1871,321,806,294,39.25,-121.71,False
4.375,29,2396,452,2000,481,37.35,-121.81,True
6.3433,15,5799,842,2314,787,33.94,-117.91,True
