age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
37,management,married,tertiary,no,1403,yes,no,cellular,10,jul,91,15,client was not previously contacted,0,unknown,False
43,services,single,secondary,no,532,yes,no,unknown,9,jun,216,2,client was not previously contacted,0,unknown,False
48,blue-collar,married,unknown,no,439,yes,no,cellular,2,feb,212,1,249,2,other,False
45,blue-collar,married,primary,no,1227,no,no,unknown,5,jun,127,3,client was not previously contacted,0,unknown,False
23,entrepreneur,single,secondary,no,1128,yes,no,cellular,18,may,77,3,client was not previously contacted,0,unknown,False
55,services,divorced,tertiary,no,1983,yes,no,telephone,19,nov,123,1,client was not previously contacted,0,unknown,False
49,blue-collar,single,secondary,no,-367,yes,no,cellular,2,feb,98,1,207,1,failure,False
36,admin.,divorced,secondary,no,307,yes,no,unknown,13,may,121,2,client was not previously contacted,0,unknown,False
33,services,married,secondary,no,293,yes,no,cellular,20,nov,834,3,client was not previously contacted,0,unknown,False
29,technician,single,tertiary,no,910,yes,no,cellular,11,may,278,1,client was not previously contacted,0,unknown,False
60,retired,divorced,tertiary,no,4,yes,no,cellular,26,may,400,3,358,2,failure,False
28,blue-collar,married,secondary,no,-95,yes,no,unknown,13,may,200,1,client was not previously contacted,0,unknown,False
44,technician,married,secondary,no,56,no,no,cellular,22,aug,148,8,client was not previously contacted,0,unknown,False
50,blue-collar,married,secondary,no,326,no,no,cellular,28,aug,157,9,client was not previously contacted,0,unknown,False
38,admin.,married,secondary,no,-295,no,no,cellular,14,jul,356,3,client was not previously contacted,0,unknown,False
52,retired,married,secondary,no,1956,no,no,unknown,6,jun,384,2,client was not previously contacted,0,unknown,False
42,services,married,primary,no,473,yes,no,cellular,30,jan,54,1,client was not previously contacted,0,unknown,False
64,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,nov,201,1,client was not previously contacted,0,unknown,True
33,management,single,tertiary,no,1304,yes,no,cellular,18,may,536,2,client was not previously contacted,0,unknown,True
28,management,single,tertiary,no,207,no,no,cellular,28,aug,129,1,94,4,failure,False
