age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
25,technician,single,secondary,no,-80,yes,yes,unknown,3,jun,89,1,client was not previously contacted,0,unknown,False
37,technician,single,tertiary,no,6889,yes,no,cellular,17,apr,108,2,147,1,failure,False
50,admin.,married,secondary,no,-79,no,yes,cellular,6,aug,138,7,client was not previously contacted,0,unknown,False
39,management,single,primary,no,375,no,no,telephone,31,jul,80,2,client was not previously contacted,0,unknown,False
36,blue-collar,married,primary,no,300,yes,no,cellular,12,may,57,1,342,1,failure,False
46,admin.,divorced,secondary,no,1198,yes,yes,cellular,7,apr,837,1,307,1,other,False
59,retired,divorced,secondary,no,5583,yes,no,cellular,30,apr,720,1,client was not previously contacted,0,unknown,True
43,blue-collar,married,secondary,no,388,yes,yes,cellular,6,may,644,1,355,2,failure,False
43,technician,divorced,secondary,no,1413,yes,no,telephone,28,jul,75,3,client was not previously contacted,0,unknown,False
31,admin.,single,secondary,no,-182,yes,no,cellular,7,jul,181,2,client was not previously contacted,0,unknown,False
46,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,127,1,client was not previously contacted,0,unknown,False
38,admin.,married,secondary,no,1,yes,no,cellular,11,may,63,7,client was not previously contacted,0,unknown,False
34,housemaid,married,primary,no,87,yes,no,unknown,15,may,139,2,client was not previously contacted,0,unknown,False
27,blue-collar,married,secondary,no,102,no,yes,cellular,7,jul,159,2,client was not previously contacted,0,unknown,False
48,admin.,married,primary,no,607,no,no,unknown,20,jun,29,2,client was not previously contacted,0,unknown,False
38,admin.,married,secondary,no,1,no,no,unknown,6,may,76,1,client was not previously contacted,0,unknown,False
25,management,single,tertiary,no,490,no,no,cellular,7,sep,394,1,client was not previously contacted,0,unknown,False
32,technician,single,secondary,no,234,no,no,cellular,27,mar,166,2,client was not previously contacted,0,unknown,False
45,services,married,secondary,no,1306,no,no,unknown,11,jun,125,3,client was not previously contacted,0,unknown,False
32,admin.,married,secondary,no,337,no,no,cellular,15,may,51,3,368,1,failure,False
44,entrepreneur,divorced,tertiary,no,134,yes,no,cellular,12,may,78,5,client was not previously contacted,0,unknown,False
33,blue-collar,divorced,secondary,no,60,no,no,unknown,6,may,190,3,client was not previously contacted,0,unknown,False
30,services,single,tertiary,no,1,no,no,cellular,4,feb,66,2,client was not previously contacted,0,unknown,False
43,management,divorced,tertiary,no,36,no,no,cellular,4,aug,79,1,client was not previously contacted,0,unknown,False
40,admin.,married,secondary,no,367,yes,no,telephone,5,feb,89,1,274,1,failure,False
38,technician,single,secondary,no,46,no,no,cellular,25,aug,90,2,client was not previously contacted,0,unknown,False
25,technician,single,secondary,no,1298,no,no,cellular,2,sep,206,7,94,2,other,False
44,services,married,secondary,no,26,yes,no,unknown,2,jun,119,9,client was not previously contacted,0,unknown,False
28,blue-collar,single,secondary,no,-208,yes,no,cellular,15,may,136,3,359,2,failure,False
39,technician,married,secondary,no,1385,yes,yes,telephone,9,jul,446,1,client was not previously contacted,0,unknown,False
46,self-employed,divorced,tertiary,no,926,yes,no,cellular,19,nov,168,2,153,1,other,False
52,entrepreneur,married,primary,no,657,no,no,telephone,7,dec,91,2,217,1,other,False
42,technician,single,secondary,no,275,no,no,cellular,29,jul,522,3,client was not previously contacted,0,unknown,False
33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,1,client was not previously contacted,0,unknown,True
87,retired,married,primary,no,2190,no,no,telephone,12,jan,512,2,client was not previously contacted,0,unknown,True
58,technician,married,secondary,no,1,no,no,cellular,28,jan,536,2,client was not previously contacted,0,unknown,False
32,management,single,tertiary,no,887,yes,no,cellular,24,jul,53,5,client was not previously contacted,0,unknown,False
55,entrepreneur,married,secondary,no,204,no,no,cellular,14,jul,455,13,client was not previously contacted,0,unknown,False
25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,other,True
71,retired,married,primary,no,2600,no,no,cellular,7,aug,212,1,client was not previously contacted,0,unknown,True
90,retired,divorced,primary,no,712,no,no,telephone,3,mar,557,1,client was not previously contacted,0,unknown,True
51,unemployed,married,secondary,no,425,yes,no,unknown,14,may,286,14,client was not previously contacted,0,unknown,False
40,blue-collar,divorced,primary,no,21,yes,no,unknown,9,may,584,1,client was not previously contacted,0,unknown,False
57,entrepreneur,married,primary,no,1153,yes,yes,unknown,9,jun,238,6,client was not previously contacted,0,unknown,False
36,management,married,tertiary,no,6641,no,no,cellular,30,jul,105,4,client was not previously contacted,0,unknown,False
56,self-employed,divorced,secondary,no,0,no,no,cellular,18,nov,348,1,client was not previously contacted,0,unknown,False
28,management,single,tertiary,no,890,yes,no,cellular,7,sep,201,1,client was not previously contacted,0,unknown,True
46,blue-collar,divorced,primary,no,-35,yes,no,cellular,13,may,69,1,client was not previously contacted,0,unknown,False
53,admin.,divorced,secondary,no,28,yes,yes,cellular,12,may,673,4,client was not previously contacted,0,unknown,False
28,technician,single,secondary,no,981,yes,no,cellular,24,jul,225,1,client was not previously contacted,0,unknown,False
31,blue-collar,single,secondary,no,823,no,no,unknown,26,may,174,3,client was not previously contacted,0,unknown,False
42,blue-collar,married,primary,no,-97,yes,no,cellular,3,feb,216,4,271,5,failure,False
49,blue-collar,married,primary,no,418,no,no,cellular,18,aug,1559,7,client was not previously contacted,0,unknown,False
34,blue-collar,married,secondary,no,1235,yes,yes,cellular,9,apr,464,1,client was not previously contacted,0,unknown,False
54,management,married,tertiary,no,4112,no,no,unknown,19,jun,86,1,client was not previously contacted,0,unknown,False
50,management,married,tertiary,no,463,no,yes,cellular,17,nov,141,3,client was not previously contacted,0,unknown,False
31,management,married,tertiary,no,917,yes,no,cellular,27,aug,100,9,client was not previously contacted,0,unknown,False
29,student,single,secondary,no,948,yes,no,unknown,6,may,75,2,client was not previously contacted,0,unknown,False
