age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
28.0,management,single,tertiary,no,882.0,no,yes,cellular,29.0,jan,94.0,1.0,205.0,2.0,failure,False
46.0,blue-collar,married,secondary,no,2173.0,yes,no,unknown,21.0,may,98.0,5.0,-1.0,0.0,unknown,False
51.0,retired,single,secondary,no,5885.0,no,no,telephone,3.0,feb,134.0,6.0,-1.0,0.0,unknown,False
41.0,management,married,tertiary,no,5.0,no,no,unknown,5.0,jun,178.0,1.0,-1.0,0.0,unknown,False
35.0,management,married,tertiary,no,36.0,no,yes,cellular,16.0,jul,1656.0,5.0,-1.0,0.0,unknown,True
32.0,admin.,married,secondary,no,340.0,yes,no,unknown,29.0,may,665.0,1.0,-1.0,0.0,unknown,False
34.0,technician,married,tertiary,no,7050.0,no,no,cellular,7.0,aug,130.0,1.0,-1.0,0.0,unknown,True
34.0,management,single,tertiary,no,26575.0,no,no,cellular,18.0,nov,93.0,1.0,-1.0,0.0,unknown,False
37.0,blue-collar,single,secondary,no,1127.0,yes,no,cellular,17.0,apr,72.0,2.0,281.0,1.0,failure,False
39.0,blue-collar,single,unknown,no,3583.0,no,no,unknown,5.0,jun,97.0,2.0,-1.0,0.0,unknown,False
22.0,student,single,secondary,no,2488.0,no,no,cellular,8.0,nov,449.0,2.0,38.0,10.0,other,True
43.0,management,divorced,tertiary,no,3327.0,no,no,telephone,28.0,aug,146.0,19.0,-1.0,0.0,unknown,False
55.0,admin.,married,secondary,no,8304.0,no,no,cellular,1.0,sep,193.0,1.0,92.0,1.0,success,True
30.0,unemployed,married,secondary,no,-98.0,yes,no,unknown,27.0,may,173.0,1.0,-1.0,0.0,unknown,False
42.0,blue-collar,married,secondary,no,671.0,yes,no,unknown,20.0,jun,10.0,29.0,-1.0,0.0,unknown,False
47.0,admin.,single,secondary,no,15.0,no,no,unknown,12.0,may,181.0,4.0,-1.0,0.0,unknown,False
50.0,unemployed,divorced,unknown,no,1088.0,no,no,cellular,2.0,feb,749.0,1.0,-1.0,0.0,unknown,True
45.0,technician,married,secondary,no,0.0,no,no,telephone,13.0,aug,99.0,1.0,-1.0,0.0,unknown,False
58.0,retired,married,primary,no,-257.0,yes,yes,cellular,8.0,aug,163.0,2.0,-1.0,0.0,unknown,False
38.0,admin.,married,secondary,no,326.0,yes,no,cellular,17.0,apr,69.0,2.0,-1.0,0.0,unknown,False
