age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
30,admin.,single,secondary,no,983,yes,no,cellular,27,may,189,2,client was not previously contacted,0,unknown,True
28,blue-collar,single,primary,no,1199,yes,no,cellular,30,jul,1011,20,client was not previously contacted,0,unknown,False
46,management,divorced,tertiary,no,461,no,no,cellular,30,dec,369,2,client was not previously contacted,0,unknown,True
36,unknown,married,primary,no,0,no,no,cellular,21,aug,238,2,client was not previously contacted,0,unknown,False
38,management,single,tertiary,no,38,no,no,cellular,20,aug,105,2,client was not previously contacted,0,unknown,False
46,management,married,tertiary,no,39,yes,yes,cellular,21,nov,64,1,client was not previously contacted,0,unknown,False
44,management,married,tertiary,no,7454,no,no,unknown,5,jun,243,1,client was not previously contacted,0,unknown,False
31,management,married,tertiary,no,827,no,no,unknown,20,may,38,1,client was not previously contacted,0,unknown,False
26,services,single,secondary,no,110,no,no,cellular,30,jan,1136,2,client was not previously contacted,0,unknown,True
31,management,single,tertiary,no,9629,no,no,cellular,7,oct,180,2,96,2,failure,False
59,retired,married,secondary,no,-471,no,no,cellular,7,aug,86,6,client was not previously contacted,0,unknown,False
67,retired,married,primary,no,708,no,no,cellular,11,sep,96,2,client was not previously contacted,0,unknown,False
49,management,single,tertiary,no,1093,yes,no,cellular,18,nov,152,1,client was not previously contacted,0,unknown,False
38,management,married,tertiary,no,-34,yes,no,cellular,7,aug,131,2,client was not previously contacted,0,unknown,False
47,blue-collar,married,secondary,no,1230,yes,no,telephone,12,nov,378,1,client was not previously contacted,0,unknown,True
36,technician,divorced,primary,no,-127,yes,no,cellular,5,may,320,1,client was not previously contacted,0,unknown,False
36,self-employed,single,secondary,no,1173,yes,yes,unknown,20,jun,50,5,client was not previously contacted,0,unknown,False
40,blue-collar,divorced,secondary,no,2540,yes,no,unknown,14,may,189,1,client was not previously contacted,0,unknown,False
37,admin.,married,secondary,no,-107,yes,no,unknown,28,may,158,2,client was not previously contacted,0,unknown,False
32,management,married,tertiary,no,514,yes,no,unknown,28,may,497,2,client was not previously contacted,0,unknown,False
54,management,divorced,tertiary,no,0,yes,no,telephone,18,may,17,11,client was not previously contacted,0,unknown,False
34,technician,married,secondary,no,0,no,no,cellular,5,aug,95,2,client was not previously contacted,0,unknown,False
46,admin.,married,secondary,no,-143,yes,no,unknown,23,may,1034,9,client was not previously contacted,0,unknown,False
29,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,247,1,184,3,success,True
37,self-employed,married,tertiary,no,11387,no,no,cellular,14,jan,153,1,225,2,other,False
43,blue-collar,married,secondary,no,0,yes,no,unknown,8,may,187,1,client was not previously contacted,0,unknown,False
39,technician,single,secondary,no,10236,no,no,unknown,20,jun,10,3,client was not previously contacted,0,unknown,False
35,management,married,tertiary,no,126,no,yes,cellular,7,jul,371,2,client was not previously contacted,0,unknown,False
27,services,single,secondary,no,-151,no,no,cellular,8,jul,283,2,client was not previously contacted,0,unknown,False
34,technician,single,secondary,no,2729,yes,no,cellular,18,nov,835,1,client was not previously contacted,0,unknown,True
36,admin.,married,secondary,no,606,yes,no,cellular,2,feb,102,2,client was not previously contacted,0,unknown,False
42,management,divorced,tertiary,no,20,no,no,cellular,25,jul,64,2,client was not previously contacted,0,unknown,False
50,blue-collar,married,secondary,no,810,yes,no,unknown,14,may,19,14,client was not previously contacted,0,unknown,False
41,blue-collar,married,primary,no,1461,yes,no,cellular,18,nov,290,1,165,2,success,False
43,self-employed,married,tertiary,no,2501,no,no,cellular,9,jul,582,2,161,4,failure,False
50,management,married,tertiary,no,258,no,no,cellular,12,aug,246,6,client was not previously contacted,0,unknown,False
26,unemployed,single,secondary,no,4,no,no,unknown,7,sep,8,1,client was not previously contacted,0,unknown,False
37,blue-collar,single,secondary,no,13156,yes,no,unknown,21,may,240,1,client was not previously contacted,0,unknown,False
35,technician,married,secondary,no,0,yes,yes,cellular,17,nov,199,1,client was not previously contacted,0,unknown,False
33,technician,single,secondary,no,374,yes,yes,unknown,2,jun,185,1,client was not previously contacted,0,unknown,False
40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,True
30,services,single,secondary,no,726,yes,yes,cellular,30,jul,109,3,client was not previously contacted,0,unknown,False
47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,292,2,client was not previously contacted,0,unknown,False
25,blue-collar,single,secondary,no,764,yes,no,cellular,18,may,455,1,client was not previously contacted,0,unknown,False
44,services,divorced,secondary,no,0,yes,no,cellular,11,may,151,2,370,2,failure,False
31,blue-collar,married,primary,no,33,yes,no,cellular,24,jul,901,2,client was not previously contacted,0,unknown,True
39,technician,married,tertiary,no,99,no,no,cellular,14,aug,170,2,client was not previously contacted,0,unknown,False
42,unemployed,married,secondary,no,135,yes,no,unknown,13,may,259,6,client was not previously contacted,0,unknown,False
37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,2,92,4,success,True
51,unemployed,married,secondary,no,17418,yes,no,telephone,30,jan,237,2,client was not previously contacted,0,unknown,False
46,management,divorced,tertiary,no,134,no,no,cellular,19,aug,134,2,client was not previously contacted,0,unknown,False
57,retired,married,secondary,no,-418,no,yes,unknown,27,jun,95,1,client was not previously contacted,0,unknown,False
19,student,single,unknown,no,108,no,no,cellular,10,aug,168,1,182,2,success,True
40,admin.,married,secondary,no,67,no,no,cellular,21,nov,199,2,client was not previously contacted,0,unknown,False
56,management,married,tertiary,no,171,no,yes,telephone,17,jul,610,2,client was not previously contacted,0,unknown,False
45,admin.,single,secondary,no,276,no,yes,unknown,9,jun,346,2,client was not previously contacted,0,unknown,False
48,blue-collar,single,secondary,no,-552,no,yes,cellular,21,nov,150,2,client was not previously contacted,0,unknown,False
52,admin.,married,secondary,no,225,yes,no,unknown,15,may,167,1,client was not previously contacted,0,unknown,False
35,technician,married,tertiary,no,703,no,no,cellular,20,apr,169,1,client was not previously contacted,0,unknown,False
57,blue-collar,married,secondary,no,0,no,yes,cellular,22,jul,127,2,client was not previously contacted,0,unknown,False
41,services,married,primary,no,510,no,no,unknown,9,jun,316,2,client was not previously contacted,0,unknown,False
28,management,single,tertiary,no,390,no,no,cellular,29,sep,845,1,232,4,success,True
52,unemployed,married,tertiary,no,1023,no,no,cellular,7,jul,107,6,client was not previously contacted,0,unknown,False
51,housemaid,married,primary,no,289,no,no,unknown,14,may,97,5,client was not previously contacted,0,unknown,False
33,admin.,single,tertiary,no,280,no,no,cellular,12,nov,189,2,client was not previously contacted,0,unknown,False
55,management,married,tertiary,no,2960,yes,no,cellular,31,aug,81,1,98,11,other,False
65,retired,married,primary,no,1760,no,no,cellular,18,aug,855,4,client was not previously contacted,0,unknown,True
33,unknown,married,secondary,no,335,no,no,cellular,11,aug,566,7,client was not previously contacted,0,unknown,False
64,retired,divorced,secondary,no,4833,no,no,cellular,20,oct,621,1,181,3,failure,True
49,blue-collar,divorced,secondary,no,23,no,no,cellular,17,nov,221,2,client was not previously contacted,0,unknown,False
31,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,client was not previously contacted,0,unknown,True
47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,True
44,housemaid,married,primary,no,26,yes,no,cellular,23,jul,952,2,client was not previously contacted,0,unknown,False
43,blue-collar,divorced,primary,no,219,no,no,telephone,13,nov,138,1,client was not previously contacted,0,unknown,False
35,technician,single,tertiary,no,226,yes,yes,unknown,6,may,283,3,client was not previously contacted,0,unknown,False
42,unemployed,married,secondary,no,0,yes,no,cellular,13,may,74,3,client was not previously contacted,0,unknown,False
38,management,single,tertiary,no,427,yes,no,cellular,6,may,17,3,169,2,failure,False
57,housemaid,married,primary,no,473,no,no,unknown,9,jun,87,1,client was not previously contacted,0,unknown,False
45,services,single,secondary,no,359,yes,no,unknown,18,jun,41,8,client was not previously contacted,0,unknown,False
45,technician,married,unknown,no,886,yes,no,cellular,13,oct,75,2,42,1,failure,False
40,management,married,tertiary,no,2487,no,no,cellular,30,apr,126,1,client was not previously contacted,0,unknown,False
46,blue-collar,married,unknown,no,626,yes,no,unknown,19,jun,177,2,client was not previously contacted,0,unknown,False
