age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
46.0,services,married,secondary,no,244.0,no,no,cellular,21.0,aug,139.0,2.0,-1.0,0.0,unknown,False
42.0,management,married,tertiary,no,144.0,no,no,cellular,7.0,dec,143.0,1.0,283.0,3.0,failure,False
37.0,blue-collar,married,primary,no,0.0,yes,no,unknown,26.0,may,24.0,1.0,-1.0,0.0,unknown,False
40.0,services,married,secondary,no,5248.0,yes,yes,cellular,20.0,nov,194.0,4.0,188.0,8.0,other,False
46.0,technician,married,tertiary,no,3941.0,yes,no,cellular,19.0,nov,499.0,1.0,-1.0,0.0,unknown,False
57.0,management,divorced,tertiary,no,6468.0,yes,no,cellular,31.0,mar,684.0,4.0,-1.0,0.0,unknown,False
41.0,technician,married,tertiary,no,91.0,no,yes,cellular,29.0,jul,204.0,3.0,-1.0,0.0,unknown,False
26.0,unemployed,single,secondary,no,632.0,no,no,cellular,12.0,feb,218.0,1.0,-1.0,0.0,unknown,True
50.0,technician,married,secondary,no,3503.0,yes,no,unknown,6.0,jun,103.0,2.0,-1.0,0.0,unknown,False
47.0,entrepreneur,married,secondary,no,8480.0,no,no,cellular,29.0,aug,137.0,9.0,-1.0,0.0,unknown,False
34.0,management,married,tertiary,no,2640.0,yes,no,cellular,6.0,may,181.0,1.0,-1.0,0.0,unknown,False
50.0,admin.,married,secondary,no,-185.0,no,no,cellular,2.0,feb,97.0,1.0,-1.0,0.0,unknown,False
46.0,technician,divorced,secondary,no,256.0,no,no,cellular,11.0,aug,105.0,2.0,-1.0,0.0,unknown,False
58.0,self-employed,divorced,secondary,no,613.0,yes,no,unknown,8.0,may,154.0,2.0,-1.0,0.0,unknown,False
35.0,entrepreneur,single,tertiary,yes,793.0,no,yes,cellular,8.0,jul,163.0,1.0,-1.0,0.0,unknown,False
40.0,management,married,primary,no,395.0,yes,no,cellular,22.0,apr,232.0,4.0,-1.0,0.0,unknown,True
36.0,blue-collar,married,secondary,no,139.0,yes,no,unknown,6.0,may,309.0,2.0,-1.0,0.0,unknown,False
39.0,management,single,tertiary,no,202.0,yes,no,cellular,12.0,may,59.0,1.0,301.0,1.0,other,False
37.0,entrepreneur,divorced,secondary,no,1190.0,yes,no,unknown,9.0,may,268.0,3.0,-1.0,0.0,unknown,False
50.0,technician,married,tertiary,no,5907.0,yes,yes,cellular,12.0,aug,338.0,2.0,-1.0,0.0,unknown,False
34.0,technician,single,tertiary,no,992.0,yes,no,cellular,5.0,feb,71.0,2.0,-1.0,0.0,unknown,True
36.0,admin.,single,tertiary,no,5007.0,yes,no,cellular,8.0,oct,135.0,3.0,331.0,4.0,failure,False
37.0,technician,married,secondary,no,157.0,yes,no,unknown,7.0,may,238.0,2.0,-1.0,0.0,unknown,False
41.0,services,married,secondary,no,1319.0,yes,no,cellular,11.0,may,305.0,1.0,-1.0,0.0,unknown,False
59.0,retired,married,primary,no,3400.0,yes,no,cellular,5.0,aug,515.0,3.0,-1.0,0.0,unknown,True
40.0,admin.,single,secondary,no,664.0,no,no,cellular,19.0,nov,188.0,2.0,121.0,2.0,success,False
36.0,self-employed,married,tertiary,no,15.0,yes,no,unknown,28.0,may,64.0,4.0,-1.0,0.0,unknown,False
38.0,services,single,secondary,no,7695.0,yes,no,unknown,14.0,may,193.0,2.0,-1.0,0.0,unknown,False
59.0,management,divorced,primary,no,13308.0,yes,no,unknown,13.0,may,131.0,1.0,-1.0,0.0,unknown,False
28.0,student,single,tertiary,no,3054.0,no,no,cellular,30.0,apr,384.0,1.0,80.0,6.0,other,True
41.0,services,married,tertiary,no,412.0,yes,no,unknown,3.0,jun,154.0,5.0,-1.0,0.0,unknown,False
24.0,blue-collar,single,secondary,no,6.0,yes,no,cellular,18.0,may,16.0,10.0,-1.0,0.0,unknown,False
