recency,frequency,monetary,time,label
11.0,4.0,1000.0,34.0,False
16.0,6.0,1500.0,50.0,False
12.0,15.0,3750.0,71.0,False
23.0,2.0,500.0,26.0,False
12.0,11.0,2750.0,39.0,False
4.0,2.0,500.0,30.0,False
2.0,3.0,750.0,21.0,False
21.0,1.0,250.0,21.0,False
4.0,14.0,3500.0,40.0,False
9.0,3.0,750.0,34.0,False
16.0,3.0,750.0,46.0,False
21.0,5.0,1250.0,60.0,False
9.0,1.0,250.0,9.0,False
5.0,24.0,6000.0,79.0,False
7.0,9.0,2250.0,89.0,True
4.0,10.0,2500.0,28.0,True
23.0,1.0,250.0,23.0,False
4.0,1.0,250.0,4.0,True
2.0,4.0,1000.0,16.0,False
11.0,2.0,500.0,11.0,False
4.0,7.0,1750.0,52.0,False
11.0,4.0,1000.0,74.0,False
14.0,3.0,750.0,31.0,False
2.0,3.0,750.0,11.0,False
11.0,2.0,500.0,70.0,False
14.0,2.0,500.0,14.0,False
11.0,5.0,1250.0,37.0,True
21.0,2.0,500.0,25.0,False
14.0,7.0,1750.0,45.0,False
2.0,1.0,250.0,2.0,False
2.0,1.0,250.0,2.0,False
2.0,2.0,500.0,14.0,False
