recency,frequency,monetary,time,label
2.0,3.0,750.0,35.0,False
4.0,3.0,750.0,34.0,False
0.0,3.0,750.0,4.0,False
2.0,3.0,750.0,9.0,True
3.0,6.0,1500.0,21.0,False
11.0,1.0,250.0,11.0,True
2.0,1.0,250.0,2.0,False
4.0,5.0,1250.0,23.0,False
25.0,6.0,1500.0,50.0,False
9.0,1.0,250.0,9.0,False
23.0,1.0,250.0,23.0,False
4.0,2.0,500.0,4.0,True
4.0,3.0,750.0,16.0,False
2.0,1.0,250.0,2.0,False
4.0,1.0,250.0,4.0,True
14.0,3.0,750.0,33.0,False
7.0,5.0,1250.0,35.0,False
13.0,4.0,1000.0,21.0,False
4.0,7.0,1750.0,52.0,False
4.0,7.0,1750.0,58.0,False
2.0,1.0,250.0,2.0,True
4.0,19.0,4750.0,69.0,True
2.0,7.0,1750.0,35.0,True
4.0,9.0,2250.0,38.0,True
2.0,34.0,8500.0,77.0,True
16.0,12.0,3000.0,50.0,False
16.0,1.0,250.0,16.0,False
21.0,1.0,250.0,21.0,False
16.0,1.0,250.0,16.0,False
2.0,1.0,250.0,2.0,False
14.0,2.0,500.0,14.0,True
4.0,5.0,1250.0,26.0,True
2.0,3.0,750.0,16.0,True
21.0,16.0,4000.0,64.0,False
4.0,11.0,2750.0,61.0,False
4.0,4.0,1000.0,18.0,False
16.0,6.0,1500.0,35.0,True
4.0,7.0,1750.0,58.0,False
0.0,13.0,3250.0,28.0,True
4.0,5.0,1250.0,58.0,False
11.0,2.0,500.0,14.0,False
14.0,3.0,750.0,31.0,False
16.0,10.0,2500.0,89.0,False
2.0,11.0,2750.0,46.0,False
1.0,13.0,3250.0,47.0,False
74.0,1.0,250.0,74.0,False
2.0,1.0,250.0,2.0,False
16.0,8.0,2000.0,28.0,False
4.0,4.0,1000.0,46.0,False
21.0,3.0,750.0,64.0,False
4.0,6.0,1500.0,52.0,False
9.0,5.0,1250.0,19.0,False
2.0,8.0,2000.0,28.0,True
23.0,3.0,750.0,33.0,False
2.0,10.0,2500.0,28.0,True
2.0,50.0,12500.0,98.0,True
2.0,4.0,1000.0,14.0,True
7.0,11.0,2750.0,89.0,False
4.0,4.0,1000.0,43.0,True
14.0,2.0,500.0,14.0,False
16.0,3.0,750.0,50.0,False
4.0,1.0,250.0,4.0,False
14.0,5.0,1250.0,50.0,False
23.0,1.0,250.0,23.0,True
