recency,frequency,monetary,time,label
16.0,4.0,1000.0,28.0,False
4.0,1.0,250.0,4.0,False
4.0,2.0,500.0,13.0,False
3.0,1.0,250.0,3.0,True
17.0,7.0,1750.0,58.0,True
11.0,5.0,1250.0,18.0,False
21.0,16.0,4000.0,64.0,False
16.0,1.0,250.0,16.0,False
4.0,5.0,1250.0,28.0,False
4.0,1.0,250.0,4.0,False
2.0,1.0,250.0,2.0,False
16.0,7.0,1750.0,39.0,False
16.0,5.0,1250.0,71.0,False
4.0,5.0,1250.0,16.0,True
20.0,14.0,3500.0,69.0,True
14.0,4.0,1000.0,28.0,True
4.0,8.0,2000.0,21.0,False
2.0,2.0,500.0,2.0,False
13.0,3.0,750.0,16.0,False
16.0,2.0,500.0,27.0,False
6.0,22.0,5500.0,28.0,True
11.0,6.0,1500.0,28.0,False
2.0,2.0,500.0,11.0,True
4.0,5.0,1250.0,23.0,False
2.0,4.0,1000.0,26.0,False
11.0,3.0,750.0,76.0,False
23.0,8.0,2000.0,64.0,False
11.0,7.0,1750.0,75.0,False
4.0,33.0,8250.0,98.0,True
2.0,6.0,1500.0,15.0,True
2.0,11.0,2750.0,79.0,True
14.0,5.0,1250.0,14.0,False
11.0,1.0,250.0,11.0,False
4.0,2.0,500.0,4.0,False
3.0,2.0,500.0,23.0,False
11.0,9.0,2250.0,33.0,False
11.0,8.0,2000.0,52.0,True
2.0,6.0,1500.0,22.0,True
4.0,6.0,1500.0,52.0,False
35.0,3.0,750.0,64.0,False
4.0,1.0,250.0,4.0,False
5.0,7.0,1750.0,26.0,True
16.0,1.0,250.0,16.0,False
4.0,4.0,1000.0,14.0,True
11.0,2.0,500.0,24.0,False
4.0,4.0,1000.0,16.0,False
23.0,1.0,250.0,23.0,False
2.0,1.0,250.0,2.0,False
2.0,11.0,2750.0,46.0,True
9.0,2.0,500.0,11.0,False
4.0,1.0,250.0,4.0,True
14.0,5.0,1250.0,28.0,True
2.0,5.0,1250.0,16.0,True
11.0,7.0,1750.0,29.0,False
2.0,2.0,500.0,14.0,False
23.0,1.0,250.0,23.0,False
2.0,2.0,500.0,2.0,False
2.0,13.0,3250.0,32.0,True
4.0,9.0,2250.0,55.0,False
2.0,1.0,250.0,2.0,False
4.0,6.0,1500.0,14.0,False
16.0,1.0,250.0,16.0,False
4.0,5.0,1250.0,58.0,False
23.0,3.0,750.0,48.0,False
11.0,4.0,1000.0,59.0,False
21.0,7.0,1750.0,38.0,False
9.0,3.0,750.0,52.0,False
16.0,16.0,4000.0,77.0,False
14.0,16.0,4000.0,98.0,False
21.0,1.0,250.0,21.0,False
21.0,2.0,500.0,23.0,False
16.0,5.0,1250.0,27.0,False
4.0,1.0,250.0,4.0,False
9.0,8.0,2000.0,38.0,True
11.0,3.0,750.0,76.0,False
13.0,3.0,750.0,14.0,True
16.0,1.0,250.0,16.0,False
14.0,5.0,1250.0,64.0,False
21.0,3.0,750.0,40.0,False
11.0,5.0,1250.0,35.0,False
21.0,3.0,750.0,35.0,False
16.0,7.0,1750.0,28.0,False
3.0,5.0,1250.0,26.0,False
23.0,2.0,500.0,28.0,False
21.0,1.0,250.0,21.0,False
23.0,3.0,750.0,39.0,False
23.0,4.0,1000.0,53.0,False
4.0,14.0,3500.0,40.0,False
6.0,3.0,750.0,14.0,False
2.0,2.0,500.0,14.0,False
4.0,17.0,4250.0,71.0,True
11.0,1.0,250.0,11.0,False
16.0,1.0,250.0,16.0,False
14.0,1.0,250.0,14.0,False
16.0,5.0,1250.0,60.0,False
4.0,7.0,1750.0,62.0,False
4.0,1.0,250.0,4.0,True
4.0,2.0,500.0,46.0,False
2.0,2.0,500.0,4.0,False
4.0,9.0,2250.0,40.0,False
4.0,1.0,250.0,4.0,False
2.0,12.0,3000.0,47.0,True
2.0,5.0,1250.0,63.0,False
2.0,3.0,750.0,75.0,True
4.0,9.0,2250.0,46.0,False
21.0,1.0,250.0,21.0,False
23.0,3.0,750.0,35.0,False
6.0,2.0,500.0,11.0,True
4.0,5.0,1250.0,33.0,True
14.0,2.0,500.0,14.0,False
13.0,8.0,2000.0,26.0,False
2.0,1.0,250.0,2.0,False
4.0,5.0,1250.0,35.0,True
4.0,8.0,2000.0,46.0,True
2.0,2.0,500.0,11.0,False
23.0,38.0,9500.0,98.0,False
4.0,11.0,2750.0,61.0,False
4.0,6.0,1500.0,39.0,False
23.0,2.0,500.0,26.0,False
11.0,2.0,500.0,25.0,False
23.0,4.0,1000.0,87.0,False
2.0,8.0,2000.0,35.0,True
11.0,3.0,750.0,14.0,False
11.0,4.0,1000.0,58.0,False
11.0,3.0,750.0,26.0,False
11.0,4.0,1000.0,34.0,False
14.0,3.0,750.0,33.0,False
21.0,1.0,250.0,21.0,False
