recency,frequency,monetary,time,label
11.0,6.0,1500.0,58.0,False
13.0,4.0,1000.0,21.0,False
9.0,2.0,500.0,16.0,True
23.0,2.0,500.0,23.0,False
4.0,8.0,2000.0,26.0,True
11.0,1.0,250.0,11.0,False
6.0,17.0,4250.0,70.0,False
2.0,5.0,1250.0,11.0,True
0.0,26.0,6500.0,76.0,True
11.0,2.0,500.0,26.0,False
4.0,19.0,4750.0,69.0,True
4.0,6.0,1500.0,30.0,False
2.0,2.0,500.0,23.0,False
2.0,2.0,500.0,11.0,True
2.0,6.0,1500.0,15.0,True
11.0,3.0,750.0,16.0,True
4.0,1.0,250.0,4.0,False
2.0,10.0,2500.0,52.0,False
14.0,2.0,500.0,14.0,False
2.0,1.0,250.0,2.0,False
4.0,7.0,1750.0,58.0,False
4.0,6.0,1500.0,41.0,True
11.0,6.0,1500.0,27.0,False
4.0,1.0,250.0,4.0,False
21.0,1.0,250.0,21.0,False
2.0,2.0,500.0,33.0,False
2.0,6.0,1500.0,26.0,False
11.0,2.0,500.0,17.0,False
6.0,22.0,5500.0,28.0,True
4.0,16.0,4000.0,98.0,True
2.0,13.0,3250.0,53.0,True
9.0,5.0,1250.0,19.0,False
