recency,frequency,monetary,time,label
16.0,3.0,750.0,86.0,False
16.0,7.0,1750.0,93.0,False
23.0,1.0,250.0,23.0,False
1.0,14.0,3500.0,58.0,False
4.0,10.0,2500.0,28.0,True
4.0,6.0,1500.0,47.0,False
2.0,8.0,2000.0,35.0,True
14.0,1.0,250.0,14.0,False
2.0,1.0,250.0,2.0,False
21.0,2.0,500.0,23.0,False
9.0,2.0,500.0,26.0,False
3.0,2.0,500.0,23.0,False
14.0,3.0,750.0,26.0,False
11.0,8.0,2000.0,72.0,False
9.0,9.0,2250.0,16.0,False
2.0,2.0,500.0,11.0,False
4.0,5.0,1250.0,46.0,False
14.0,1.0,250.0,14.0,False
14.0,7.0,1750.0,45.0,False
2.0,6.0,1500.0,26.0,False
11.0,6.0,1500.0,41.0,False
2.0,1.0,250.0,2.0,False
2.0,4.0,1000.0,70.0,False
2.0,2.0,500.0,2.0,False
21.0,5.0,1250.0,60.0,False
11.0,2.0,500.0,24.0,False
14.0,5.0,1250.0,28.0,True
21.0,2.0,500.0,25.0,False
23.0,14.0,3500.0,93.0,False
4.0,1.0,250.0,4.0,False
2.0,5.0,1250.0,16.0,False
13.0,4.0,1000.0,21.0,False
3.0,5.0,1250.0,12.0,True
21.0,6.0,1500.0,86.0,False
23.0,15.0,3750.0,57.0,False
4.0,9.0,2250.0,40.0,False
2.0,2.0,500.0,4.0,True
2.0,12.0,3000.0,52.0,False
2.0,2.0,500.0,2.0,False
14.0,1.0,250.0,14.0,False
14.0,3.0,750.0,28.0,False
2.0,1.0,250.0,2.0,False
4.0,4.0,1000.0,16.0,False
2.0,20.0,5000.0,45.0,True
4.0,5.0,1250.0,28.0,False
9.0,9.0,2250.0,54.0,False
4.0,4.0,1000.0,34.0,True
14.0,3.0,750.0,26.0,False
11.0,7.0,1750.0,64.0,False
23.0,19.0,4750.0,62.0,False
11.0,2.0,500.0,21.0,False
2.0,2.0,500.0,4.0,True
14.0,7.0,1750.0,73.0,False
4.0,5.0,1250.0,11.0,True
23.0,12.0,3000.0,86.0,False
11.0,8.0,2000.0,48.0,False
2.0,3.0,750.0,21.0,False
3.0,16.0,4000.0,74.0,False
14.0,8.0,2000.0,50.0,False
16.0,1.0,250.0,16.0,False
2.0,6.0,1500.0,28.0,True
4.0,8.0,2000.0,48.0,True
2.0,1.0,250.0,2.0,False
2.0,15.0,3750.0,64.0,False
10.0,4.0,1000.0,16.0,False
2.0,10.0,2500.0,52.0,False
11.0,12.0,3000.0,58.0,False
4.0,2.0,500.0,9.0,False
4.0,3.0,750.0,16.0,True
14.0,2.0,500.0,14.0,False
14.0,6.0,1500.0,34.0,False
4.0,5.0,1250.0,16.0,True
2.0,7.0,1750.0,35.0,True
4.0,6.0,1500.0,35.0,True
2.0,7.0,1750.0,29.0,False
11.0,1.0,250.0,11.0,False
4.0,1.0,250.0,4.0,False
4.0,4.0,1000.0,4.0,False
4.0,1.0,250.0,4.0,False
11.0,14.0,3500.0,73.0,True
2.0,6.0,1500.0,16.0,True
11.0,10.0,2500.0,35.0,False
2.0,12.0,3000.0,82.0,False
4.0,8.0,2000.0,46.0,True
14.0,3.0,750.0,79.0,False
14.0,2.0,500.0,14.0,False
2.0,2.0,500.0,14.0,False
11.0,1.0,250.0,11.0,True
21.0,1.0,250.0,21.0,True
2.0,3.0,750.0,35.0,False
2.0,6.0,1500.0,47.0,False
4.0,1.0,250.0,4.0,False
16.0,1.0,250.0,16.0,False
2.0,1.0,250.0,2.0,False
5.0,46.0,11500.0,98.0,True
2.0,6.0,1500.0,22.0,True
11.0,3.0,750.0,76.0,False
23.0,1.0,250.0,23.0,False
2.0,3.0,750.0,14.0,False
3.0,17.0,4250.0,86.0,False
2.0,1.0,250.0,2.0,False
4.0,11.0,2750.0,78.0,False
2.0,1.0,250.0,2.0,False
2.0,9.0,2250.0,22.0,True
4.0,3.0,750.0,16.0,False
11.0,8.0,2000.0,52.0,True
2.0,4.0,1000.0,16.0,False
16.0,15.0,3750.0,87.0,False
4.0,8.0,2000.0,40.0,True
21.0,1.0,250.0,21.0,False
9.0,2.0,500.0,52.0,False
9.0,4.0,1000.0,65.0,False
11.0,17.0,4250.0,79.0,True
8.0,8.0,2000.0,52.0,True
2.0,1.0,250.0,2.0,False
4.0,2.0,500.0,4.0,True
4.0,1.0,250.0,4.0,False
2.0,7.0,1750.0,46.0,True
23.0,2.0,500.0,23.0,False
4.0,6.0,1500.0,28.0,True
16.0,6.0,1500.0,81.0,False
4.0,6.0,1500.0,35.0,False
14.0,8.0,2000.0,50.0,True
2.0,1.0,250.0,2.0,False
21.0,2.0,500.0,21.0,False
21.0,1.0,250.0,21.0,False
4.0,11.0,2750.0,28.0,False
3.0,10.0,2500.0,33.0,True
