recency,frequency,monetary,time,label
4.0,5.0,1250.0,16.0,True
5.0,11.0,2750.0,75.0,False
21.0,2.0,500.0,35.0,False
16.0,6.0,1500.0,50.0,False
11.0,1.0,250.0,11.0,False
2.0,5.0,1250.0,16.0,False
14.0,3.0,750.0,31.0,False
1.0,9.0,2250.0,51.0,False
4.0,5.0,1250.0,26.0,True
2.0,2.0,500.0,33.0,False
4.0,1.0,250.0,4.0,True
16.0,4.0,1000.0,45.0,False
14.0,7.0,1750.0,45.0,False
9.0,2.0,500.0,52.0,False
9.0,2.0,500.0,16.0,True
2.0,2.0,500.0,16.0,False
2.0,13.0,3250.0,32.0,True
16.0,1.0,250.0,16.0,False
2.0,1.0,250.0,2.0,False
7.0,14.0,3500.0,48.0,False
4.0,3.0,750.0,16.0,True
7.0,2.0,500.0,16.0,False
4.0,2.0,500.0,13.0,False
23.0,1.0,250.0,23.0,False
2.0,1.0,250.0,2.0,False
2.0,4.0,1000.0,14.0,False
3.0,2.0,500.0,23.0,False
4.0,17.0,4250.0,71.0,True
16.0,1.0,250.0,16.0,False
1.0,16.0,4000.0,35.0,True
16.0,1.0,250.0,16.0,False
25.0,6.0,1500.0,50.0,False
21.0,2.0,500.0,33.0,False
2.0,3.0,750.0,24.0,False
14.0,1.0,250.0,14.0,False
2.0,2.0,500.0,11.0,True
11.0,22.0,5500.0,98.0,False
1.0,7.0,1750.0,57.0,False
14.0,2.0,500.0,14.0,False
2.0,2.0,500.0,4.0,False
4.0,5.0,1250.0,74.0,False
2.0,4.0,1000.0,14.0,True
4.0,1.0,250.0,4.0,False
4.0,1.0,250.0,4.0,False
2.0,12.0,3000.0,52.0,False
21.0,4.0,1000.0,52.0,False
4.0,3.0,750.0,25.0,True
21.0,6.0,1500.0,48.0,False
14.0,1.0,250.0,14.0,False
20.0,14.0,3500.0,69.0,True
16.0,7.0,1750.0,39.0,False
9.0,3.0,750.0,34.0,False
21.0,1.0,250.0,21.0,False
21.0,1.0,250.0,21.0,False
16.0,1.0,250.0,16.0,False
4.0,16.0,4000.0,98.0,True
14.0,1.0,250.0,14.0,False
11.0,6.0,1500.0,41.0,False
14.0,1.0,250.0,14.0,False
4.0,9.0,2250.0,26.0,True
2.0,2.0,500.0,14.0,False
21.0,3.0,750.0,26.0,True
2.0,6.0,1500.0,22.0,True
14.0,6.0,1500.0,51.0,False
