recency,frequency,monetary,time,label
14.0,3.0,750.0,19.0,True
23.0,2.0,500.0,38.0,False
16.0,7.0,1750.0,87.0,True
4.0,3.0,750.0,16.0,True
21.0,3.0,750.0,26.0,False
21.0,1.0,250.0,21.0,False
4.0,10.0,2500.0,28.0,True
23.0,5.0,1250.0,58.0,False
11.0,4.0,1000.0,59.0,False
11.0,2.0,500.0,38.0,True
16.0,3.0,750.0,21.0,False
2.0,1.0,250.0,2.0,False
23.0,2.0,500.0,26.0,False
4.0,2.0,500.0,4.0,False
2.0,5.0,1250.0,16.0,False
2.0,2.0,500.0,11.0,True
14.0,3.0,750.0,35.0,False
4.0,12.0,3000.0,88.0,False
23.0,5.0,1250.0,33.0,False
21.0,2.0,500.0,25.0,False
2.0,3.0,750.0,9.0,True
11.0,1.0,250.0,11.0,False
9.0,3.0,750.0,14.0,False
2.0,20.0,5000.0,45.0,True
4.0,5.0,1250.0,16.0,True
11.0,2.0,500.0,25.0,False
16.0,4.0,1000.0,23.0,False
11.0,7.0,1750.0,64.0,False
23.0,1.0,250.0,23.0,False
6.0,3.0,750.0,14.0,False
4.0,5.0,1250.0,34.0,False
4.0,7.0,1750.0,82.0,False
14.0,5.0,1250.0,74.0,False
16.0,2.0,500.0,16.0,False
4.0,1.0,250.0,4.0,False
21.0,16.0,4000.0,64.0,False
15.0,5.0,1250.0,33.0,False
4.0,2.0,500.0,9.0,True
4.0,13.0,3250.0,39.0,True
16.0,1.0,250.0,16.0,False
14.0,13.0,3250.0,57.0,False
14.0,4.0,1000.0,28.0,True
7.0,5.0,1250.0,35.0,False
11.0,4.0,1000.0,34.0,False
4.0,6.0,1500.0,41.0,True
5.0,24.0,6000.0,79.0,False
11.0,16.0,4000.0,89.0,False
12.0,15.0,3750.0,71.0,False
2.0,11.0,2750.0,79.0,True
4.0,9.0,2250.0,40.0,False
11.0,1.0,250.0,11.0,False
2.0,4.0,1000.0,16.0,False
14.0,2.0,500.0,21.0,True
4.0,1.0,250.0,4.0,True
4.0,1.0,250.0,4.0,False
2.0,1.0,250.0,2.0,False
4.0,1.0,250.0,4.0,False
11.0,10.0,2500.0,35.0,False
14.0,3.0,750.0,41.0,False
14.0,7.0,1750.0,73.0,False
11.0,22.0,5500.0,98.0,False
16.0,3.0,750.0,46.0,False
2.0,4.0,1000.0,16.0,False
21.0,1.0,250.0,21.0,True
