median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
3.0403,20,4570,906,2125,815,39.08,-120.98,False
3.0909,30,1859,462,1314,418,33.75,-117.99,True
2.2466,30,1694,312,1008,321,36.64,-119.82,False
3.8125,29,3298,804,1509,711,34.27,-119.23,True
2.025,43,1050,252,820,244,34.07,-118.12,True
1.8641,43,2179,682,2624,609,34.01,-118.26,False
4.0625,44,2003,390,1291,392,34.03,-118.14,True
9.8346,13,1822,313,643,303,33.73,-118.07,True
3.1107,26,3242,780,2100,741,37.31,-121.92,True
1.4455,35,2228,476,1567,449,36.21,-119.37,False
2.5603,52,3067,870,2122,850,37.8,-122.42,True
4.7159,9,1114,172,529,174,37.68,-120.97,False
2.4922,24,1306,266,889,276,36.19,-119.37,False
0.75,52,96,31,191,34,37.8,-122.28,False
1.125,18,1756,442,837,320,38.64,-121.44,False
3.4006,22,2362,601,1127,499,34.28,-119.2,True
2.6012,21,1667,303,861,276,36.98,-120.21,False
2.5469,35,2787,587,1431,601,39.12,-121.62,False
1.9066,31,6145,1492,5666,1457,35.26,-118.9,False
4.7097,12,2472,408,1048,380,34.56,-118.21,True
4.0074,30,3826,691,1656,657,34.46,-119.26,True
1.5743,31,1418,306,1219,312,35.36,-118.97,False
2.0521,26,3396,705,2446,694,37.57,-120.91,False
3.1635,11,1280,286,609,248,38.81,-120.84,False
3.8732,21,2667,798,1433,727,37.38,-122.03,True
2.5909,17,2767,584,1275,568,38.66,-121.33,False
3.0,24,2017,416,900,436,33.92,-117.97,True
6.0192,33,2896,455,1116,411,34.16,-118.63,True
3.7206,39,1366,375,1237,370,34.03,-118.39,True
3.3827,30,3919,743,1693,693,38.3,-122.69,True
3.1446,13,4175,1321,2257,1271,34.22,-119.06,False
5.449,16,4196,638,1713,615,38.5,-122.75,True
5.9191,36,1383,207,531,203,38.01,-121.33,False
2.2679,30,509,115,275,115,37.54,-120.89,True
2.5428,31,2431,512,1026,427,39.76,-121.61,False
4.1364,24,2237,491,264,95,39.27,-120.04,False
4.4886,21,2974,495,1313,461,37.5,-120.82,False
6.6579,9,2643,439,1105,467,37.97,-122.08,True
4.4821,15,1278,217,653,185,32.76,-115.56,False
2.5685,20,4867,1015,1725,1015,38.41,-122.4,True
3.3272,35,1872,363,1054,369,36.79,-119.83,False
2.1588,34,1672,359,1059,349,35.37,-118.95,False
4.43,25,2202,390,1415,412,34.15,-119.14,True
2.4878,14,11827,2445,6640,2299,34.1,-117.34,False
2.8039,21,9512,2560,7282,2387,34.21,-118.6,True
3.0184,9,1507,293,761,278,34.87,-118.17,False
3.4861,30,2572,521,1564,501,33.94,-118.03,False
4.425,35,1814,365,1025,384,37.67,-122.44,True
2.6429,52,472,146,415,126,37.78,-122.23,False
3.2446,31,1256,328,785,297,37.63,-122.49,True
3.5652,16,1548,295,605,250,39.05,-122.92,False
4.5659,5,8352,1555,3723,1389,34.67,-118.17,False
3.1821,9,11810,2181,6716,2081,34.44,-117.35,False
2.2054,45,972,249,1288,261,33.98,-118.24,False
4.5568,33,2731,456,1263,445,32.8,-117.13,False
4.119,38,2803,500,1223,509,38.14,-121.28,False
2.2125,52,907,180,479,177,38.56,-121.46,False
3.5469,15,991,277,419,170,38.03,-118.98,False
4.277,11,2513,408,1360,415,36.94,-119.9,False
3.4219,32,1741,373,872,333,34.13,-117.87,True
2.3304,32,1311,410,1792,396,34.02,-118.25,False
3.7802,10,1979,454,1117,389,34.08,-117.7,False
4.0993,5,2613,476,1490,481,36.79,-119.69,False
4.2969,32,1591,320,1818,306,34.29,-118.41,False
4.3819,25,2973,622,1413,595,37.7,-122.1,True
3.7589,26,1705,344,1605,307,34.97,-120.44,False
2.2685,16,5192,1381,3261,1321,32.62,-117.08,False
4.5398,52,2175,510,809,503,37.86,-122.49,True
3.2369,17,4814,1091,3013,1078,32.95,-117.05,False
1.9722,35,1335,440,1586,445,34.07,-118.23,False
4.1473,22,3219,756,1479,667,37.35,-122.02,True
2.3516,21,554,121,426,122,35.97,-119.42,False
3.8897,14,2634,463,1402,432,38.36,-121.2,False
2.6312,52,867,232,1264,227,37.34,-121.88,True
7.1885,37,1275,177,598,174,34.11,-118.04,True
2.9143,27,3046,605,1407,571,40.77,-124.14,False
9.0064,36,4760,610,1511,572,37.9,-122.18,True
2.8036,30,2099,406,1156,401,38.42,-122.72,False
6.4524,25,2244,301,937,324,37.67,-121.88,True
4.4821,33,859,144,421,138,34.15,-117.94,True
1.9107,23,1991,584,1380,535,33.95,-118.17,True
1.4722,27,2127,628,1970,534,34.06,-117.71,False
2.3658,17,3845,1051,3102,944,32.78,-117.17,False
3.5833,39,813,185,344,154,33.98,-118.36,True
10.9237,44,1693,239,498,216,34.14,-118.43,True
3.2798,45,1167,302,773,287,33.85,-118.19,False
2.0307,32,2202,674,2178,635,34.09,-118.3,True
1.6667,30,1211,289,611,230,34.83,-116.96,False
2.4643,27,1297,355,776,337,32.8,-117.23,True
5.62,36,1962,325,786,315,33.81,-118.1,True
5.6441,18,8836,1527,3946,1451,33.91,-117.94,True
3.225,44,1938,399,946,331,37.75,-122.15,False
4.4063,13,2962,546,252,103,38.26,-120.33,False
2.025,52,201,44,130,24,33.98,-117.37,False
4.7083,20,4461,864,2042,808,37.32,-121.99,True
4.6518,24,3571,722,1409,543,33.46,-117.67,True
2.4044,34,1923,379,1101,351,35.5,-119.28,False
6.1628,31,1070,155,426,153,32.77,-117.08,True
2.5401,50,1867,403,1128,378,37.78,-122.2,False
4.0,49,2465,372,1018,359,34.0,-118.34,True
4.3409,40,1104,224,669,215,36.98,-121.99,True
2.3424,31,1054,252,1032,258,34.07,-118.09,True
3.7794,17,1668,307,888,277,35.87,-118.96,False
3.495,49,1852,429,1615,447,37.71,-122.41,True
2.7268,30,4071,1067,2144,970,33.85,-118.15,True
1.2446,27,2190,626,1768,528,34.02,-118.3,False
3.9803,35,1623,331,1462,312,34.03,-117.96,False
3.9375,21,4773,1047,337,130,34.24,-117.07,False
1.8022,9,3904,1042,3688,896,34.1,-117.27,False
3.1949,25,2115,489,1107,477,34.08,-117.89,True
4.6957,13,7731,1360,2543,1249,38.42,-122.61,True
3.6417,28,2612,602,1682,563,33.88,-117.87,True
4.0581,7,9664,1692,3617,1370,35.2,-118.66,False
8.2335,37,2330,434,846,457,34.11,-118.33,True
3.0156,38,4408,1295,1690,1229,34.09,-118.37,True
2.875,13,866,252,369,165,37.69,-120.15,False
2.3156,51,1538,394,1173,388,34.07,-117.76,False
3.2993,25,1305,270,789,235,38.13,-121.25,False
1.7417,46,645,131,410,122,38.85,-121.67,False
2.9,19,2325,430,967,376,38.75,-120.7,False
3.9032,19,3516,710,1810,703,37.7,-122.13,True
1.7153,25,2015,524,746,251,40.48,-123.73,False
4.1958,31,4911,861,2334,843,32.63,-117.05,False
4.0179,42,2065,404,1313,402,34.1,-118.05,True
6.2892,22,3805,596,2118,621,37.43,-121.87,True
4.5179,17,3748,609,1860,612,35.46,-120.66,True
5.3167,21,2052,346,933,351,37.33,-122.05,True
3.9091,44,1792,404,1115,358,33.83,-118.22,False
2.862,21,3904,980,1949,919,37.87,-122.51,True
9.4664,45,3030,433,916,399,34.06,-118.47,True
1.0513,35,853,296,1228,289,36.74,-119.79,False
4.2639,46,118,17,6532,13,35.32,-120.7,True
1.631,34,3184,772,2474,705,34.02,-118.3,False
3.0396,16,2859,668,1946,591,34.03,-117.68,False
1.6759,20,1717,403,1062,401,37.77,-120.83,False
2.2656,47,876,228,872,231,34.03,-118.21,False
3.7734,48,2555,548,1285,482,37.75,-122.48,True
2.9526,24,4125,1020,1699,873,37.9,-122.05,True
1.3569,32,2205,523,1772,479,36.32,-119.64,False
5.3873,18,4438,939,1901,895,37.34,-121.96,True
3.3021,36,2350,499,1105,467,37.69,-122.08,True
3.8409,34,1403,274,977,257,34.04,-117.94,False
3.8984,40,1010,155,488,157,37.64,-120.87,False
3.6875,34,1843,442,861,417,34.18,-118.45,True
3.5532,36,1687,372,950,372,37.68,-121.77,False
4.9063,15,2700,460,1432,449,34.08,-117.6,False
2.6964,21,494,127,489,106,34.2,-119.18,False
6.1898,35,4055,652,1758,639,33.95,-117.98,True
2.8542,44,1918,387,1041,364,33.99,-118.33,False
1.7756,21,2472,523,1238,504,36.07,-119.05,False
3.9673,24,3832,949,1613,893,34.05,-118.43,True
5.3799,4,14348,2145,5839,1806,34.63,-118.22,True
4.0313,39,869,173,406,165,36.62,-121.93,True
3.8029,36,3018,557,1445,556,38.1,-122.21,False
3.0806,8,2027,480,1781,447,34.08,-117.97,False
2.1964,30,2369,753,3259,770,33.98,-118.2,False
5.8673,16,3245,469,1471,450,36.36,-119.25,False
1.7222,18,1260,268,576,263,37.29,-120.44,False
2.4917,43,1320,215,512,197,39.47,-122.1,False
1.6892,52,1542,309,939,276,34.0,-118.31,False
4.3077,31,1893,450,819,426,34.02,-118.38,False
3.9826,25,1787,311,1108,311,33.03,-117.27,True
5.1506,21,8275,1566,3636,1524,37.33,-121.97,True
3.9097,52,2684,574,1395,549,37.76,-122.48,True
2.4583,50,2189,460,1097,469,34.0,-118.32,False
2.0474,5,1922,489,938,439,39.15,-121.59,False
1.8939,28,2159,416,1283,378,37.26,-120.49,False
8.8115,34,5264,771,1738,753,34.14,-118.46,True
4.3472,15,2411,446,1144,407,38.34,-122.47,True
6.5533,34,4624,781,1572,719,34.14,-118.39,True
1.8144,19,1809,477,2051,416,35.79,-119.1,False
4.2375,7,2493,693,951,641,32.71,-117.17,True
2.5769,35,1612,354,887,331,37.95,-122.32,False
3.875,44,2527,518,1434,444,37.74,-122.5,True
5.9175,19,2371,324,944,332,36.78,-121.71,True
3.5164,32,2734,654,2209,610,34.2,-118.41,True
2.6957,23,2850,864,2249,777,34.2,-118.48,True
8.7059,13,1610,198,703,217,37.93,-121.91,True
1.1786,32,1293,317,1109,286,35.35,-118.99,False
3.9792,42,779,145,450,148,34.19,-118.41,True
3.125,23,366,62,265,66,34.33,-118.89,True
2.3667,20,3758,798,1685,757,40.78,-122.93,False
3.7162,16,2768,600,1182,563,33.74,-117.95,True
5.3749,16,2950,387,1228,379,34.17,-118.75,True
2.1838,18,1639,491,2513,458,33.74,-117.92,False
3.2031,16,1443,249,435,181,38.46,-120.55,False
6.1655,52,1945,293,708,275,37.44,-122.15,True
4.54,23,4412,910,2380,825,33.84,-118.09,True
1.7616,52,3126,648,1789,558,38.55,-121.46,False
3.6875,13,4859,1293,3351,1200,34.2,-118.4,True
4.6488,16,3747,586,1817,590,38.7,-121.27,False
3.8333,36,1936,345,861,343,32.79,-117.09,False
4.8917,45,1734,331,797,293,33.83,-118.12,True
1.4853,45,370,84,167,70,37.8,-121.21,False
3.875,35,2263,427,1001,408,32.84,-117.19,False
4.3962,11,4552,639,2006,623,38.75,-121.21,True
2.1058,41,1098,264,1178,245,34.05,-118.19,False
3.9226,19,5268,849,2357,849,38.69,-121.23,False
3.8333,24,172,42,79,30,37.67,-119.81,False
3.0187,24,2642,696,1649,633,34.21,-118.58,True
4.5221,16,1617,306,667,264,37.22,-121.77,True
5.4378,52,3278,775,1279,709,37.8,-122.41,True
3.8095,28,3513,634,1658,598,40.72,-124.02,False
5.3074,18,1339,284,761,290,33.03,-117.08,False
3.0,52,1564,396,1162,374,37.75,-122.42,True
4.5,17,1299,211,825,217,37.3,-121.83,True
2.8208,33,1588,454,739,392,34.17,-118.38,True
5.4288,6,3123,495,1513,480,32.83,-116.83,False
4.1875,35,2053,369,1044,375,34.12,-118.06,True
3.7716,20,6678,1797,3625,1599,33.79,-118.13,True
4.224,43,2607,477,1225,461,37.49,-122.25,True
5.1836,36,2572,421,1318,434,33.84,-118.1,True
4.1339,52,1941,436,955,425,37.78,-122.47,True
2.1652,14,2307,650,5723,615,34.4,-119.85,False
