median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
3.0161,52.0,2650.0,566.0,1468.0,567.0,37.77,-122.25,True
2.7188,26.0,1707.0,308.0,761.0,250.0,41.07,-121.11,False
3.0348,20.0,7003.0,1409.0,3107.0,1315.0,38.63,-121.32,False
2.5847,17.0,2813.0,565.0,1345.0,488.0,33.78,-117.06,False
0.9011,50.0,760.0,190.0,377.0,122.0,37.81,-122.29,False
2.9375,19.0,1241.0,244.0,850.0,237.0,36.33,-119.67,False
4.1115,35.0,2356.0,478.0,1659.0,480.0,33.79,-117.98,False
5.2043,15.0,3253.0,573.0,1408.0,586.0,35.64,-117.68,False
5.3002,8.0,2628.0,428.0,1158.0,393.0,37.98,-121.34,True
4.9375,19.0,2512.0,575.0,1275.0,544.0,33.87,-118.36,True
3.1204,52.0,1722.0,448.0,1122.0,425.0,34.09,-118.16,True
6.5284,16.0,1426.0,216.0,652.0,226.0,33.9,-117.89,True
6.2047,16.0,1049.0,154.0,467.0,160.0,32.83,-117.1,True
2.7708,30.0,2016.0,622.0,1359.0,557.0,34.17,-118.38,True
1.6991,17.0,2556.0,587.0,1005.0,401.0,34.89,-114.65,False
4.1366,10.0,2775.0,717.0,1581.0,633.0,33.71,-117.93,False
1.6094,27.0,1388.0,296.0,1056.0,284.0,36.66,-119.6,False
4.8056,36.0,2649.0,542.0,1111.0,557.0,37.98,-122.56,True
2.05,34.0,1133.0,254.0,495.0,187.0,38.54,-120.79,False
5.282,24.0,1888.0,319.0,950.0,319.0,32.85,-117.0,False
5.1129,14.0,1672.0,295.0,704.0,293.0,33.53,-117.72,True
3.371,42.0,3008.0,659.0,1817.0,664.0,37.72,-122.17,False
5.2405,36.0,1267.0,191.0,640.0,200.0,34.09,-117.87,True
2.1722,12.0,7626.0,1704.0,2823.0,1554.0,33.76,-116.99,False
5.4788,28.0,895.0,127.0,346.0,115.0,33.83,-117.56,True
10.3048,36.0,1025.0,150.0,316.0,126.0,33.61,-117.92,True
1.735,14.0,1527.0,325.0,1453.0,332.0,32.73,-115.53,False
3.625,52.0,20.0,4.0,74.0,9.0,38.51,-121.47,False
8.4411,2.0,556.0,63.0,179.0,54.0,33.97,-117.78,True
10.3345,5.0,2255.0,269.0,876.0,258.0,37.76,-121.93,True
1.5909,44.0,626.0,256.0,572.0,229.0,32.72,-117.17,True
4.1483,25.0,4026.0,791.0,1850.0,709.0,37.95,-121.96,True
3.0721,37.0,2483.0,459.0,1072.0,445.0,37.67,-121.01,False
4.6154,35.0,1185.0,202.0,615.0,191.0,32.78,-115.56,False
10.898,30.0,4402.0,563.0,1582.0,551.0,33.79,-118.39,True
2.5865,14.0,2925.0,625.0,1226.0,437.0,38.6,-120.76,False
2.1354,29.0,2452.0,700.0,3029.0,665.0,34.05,-117.74,False
1.4387,37.0,3009.0,733.0,1513.0,588.0,38.62,-121.44,False
1.7262,18.0,1451.0,278.0,695.0,254.0,40.58,-123.18,False
2.6333,41.0,1445.0,410.0,1052.0,388.0,34.29,-119.3,False
3.6546,30.0,2053.0,368.0,1496.0,391.0,34.16,-119.18,True
2.4539,28.0,1499.0,574.0,3328.0,595.0,33.73,-117.85,False
2.5938,45.0,350.0,62.0,187.0,63.0,37.55,-120.85,True
2.5727,27.0,2475.0,548.0,1703.0,517.0,38.25,-121.3,False
1.3023,17.0,2248.0,535.0,927.0,427.0,35.64,-118.47,False
4.5526,10.0,2086.0,380.0,1073.0,378.0,38.67,-121.8,False
3.1887,16.0,7194.0,1976.0,3687.0,1894.0,34.18,-118.53,True
3.6486,25.0,6082.0,1763.0,2616.0,1644.0,34.16,-118.34,True
4.0801,27.0,2958.0,655.0,1285.0,577.0,37.52,-122.28,True
2.7321,28.0,1049.0,235.0,705.0,208.0,36.85,-121.79,False
1.4871,27.0,1654.0,478.0,1141.0,420.0,38.03,-121.94,False
7.3715,17.0,821.0,163.0,229.0,164.0,34.15,-118.16,True
2.2813,15.0,2514.0,482.0,1166.0,503.0,38.72,-121.3,False
3.0208,44.0,1730.0,343.0,782.0,278.0,35.34,-119.01,False
4.0469,33.0,1903.0,386.0,1187.0,340.0,34.1,-118.22,True
2.8833,19.0,1026.0,205.0,424.0,152.0,39.31,-123.15,False
4.3542,5.0,1998.0,500.0,1185.0,446.0,33.57,-117.65,True
4.5321,14.0,6360.0,1236.0,2876.0,1127.0,38.07,-122.16,True
4.25,27.0,2905.0,587.0,1781.0,561.0,33.76,-118.02,True
1.5553,42.0,3894.0,2293.0,6846.0,2156.0,34.06,-118.29,False
3.9227,33.0,3659.0,590.0,1773.0,615.0,34.08,-117.66,False
3.5819,36.0,1530.0,341.0,703.0,317.0,34.28,-119.25,True
3.4227,26.0,1638.0,457.0,1155.0,437.0,34.11,-118.19,False
2.1199,34.0,2533.0,862.0,2011.0,778.0,32.72,-117.14,False
1.9866,30.0,977.0,264.0,736.0,258.0,34.19,-118.38,False
1.4514,38.0,1156.0,241.0,877.0,200.0,33.97,-117.37,False
3.5625,15.0,4236.0,753.0,703.0,255.0,34.25,-117.17,False
5.7385,28.0,2714.0,502.0,1389.0,490.0,37.25,-121.9,True
3.24,45.0,3046.0,633.0,1448.0,599.0,34.18,-118.34,True
1.5911,29.0,2610.0,597.0,1659.0,571.0,36.07,-119.02,False
