median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
3.8667,37,4368,779,2083,741,38.09,-122.21,False
4.8359,25,7060,1159,3903,1139,33.68,-117.9,True
2.8462,36,2019,369,878,356,38.58,-121.39,False
2.8021,33,1587,374,1159,331,33.84,-117.89,True
2.6136,47,2133,689,2104,662,34.08,-118.25,False
2.4659,45,1778,339,839,319,38.35,-121.99,False
2.0216,17,1118,270,560,244,37.09,-121.02,False
2.7284,26,1225,199,717,204,33.98,-117.6,True
4.0227,19,3225,548,1760,542,36.77,-119.58,False
6.0,25,3112,435,1098,401,33.78,-118.05,True
4.6187,6,6160,993,2997,1029,33.25,-117.25,True
1.6563,37,2351,564,1591,549,37.96,-121.23,False
4.3162,26,3069,518,1524,539,34.7,-120.48,False
3.1053,12,1096,240,1175,278,37.92,-121.29,False
3.0382,23,6114,1623,4088,1521,33.74,-117.83,True
4.0833,33,1770,370,1346,366,33.93,-117.94,False
3.75,27,3997,1073,1901,966,37.77,-122.28,True
3.7175,17,5160,851,2344,781,33.73,-116.94,False
4.0441,45,1818,408,1705,373,33.94,-118.2,False
3.7973,4,5351,1210,2988,1101,34.12,-117.56,True
3.1406,32,3218,739,2368,730,34.0,-118.15,False
2.2746,24,2528,947,2437,861,37.49,-122.21,True
4.625,33,2017,370,949,342,38.21,-122.33,True
1.9787,39,2806,662,1659,638,38.68,-121.78,False
2.2429,26,1855,553,1109,536,34.1,-117.66,False
4.6674,16,4675,834,2188,817,32.84,-116.92,False
5.1068,35,1865,335,1074,337,34.25,-118.48,True
8.1988,16,3574,466,1503,487,37.23,-121.89,True
2.4196,41,1164,211,476,171,36.95,-120.08,False
3.0208,32,1020,215,421,198,41.06,-124.14,False
5.8453,10,1572,232,247,104,40.23,-121.19,True
6.2182,30,3033,540,1440,507,37.32,-122.06,True
3.1875,13,3839,715,1486,532,38.02,-120.27,False
2.2844,27,5693,1487,2334,1387,38.62,-121.39,False
2.625,20,531,126,231,96,38.71,-122.64,False
1.3897,38,238,72,191,67,36.61,-121.85,False
6.0532,12,1678,241,765,281,35.6,-117.68,False
4.1842,34,1706,276,628,243,34.36,-119.71,True
1.9872,48,1766,497,1908,466,33.78,-118.2,False
6.777,23,4911,693,1480,606,36.58,-121.94,True
2.625,36,811,168,514,152,37.95,-121.23,False
2.7625,52,830,200,701,189,34.07,-118.26,True
2.6635,16,3895,896,1762,855,38.57,-121.37,False
3.5227,19,2652,520,1421,491,32.61,-116.79,True
5.253,5,9179,1361,4573,1294,33.96,-117.23,False
6.1642,13,3480,528,1432,532,38.78,-121.18,True
4.504,28,2405,462,1011,378,34.24,-118.7,True
1.7059,26,2481,620,2411,552,33.94,-117.46,False
3.2284,18,3447,857,3663,817,34.25,-118.41,False
4.3456,19,862,167,407,183,37.66,-122.13,False
3.8125,9,1961,595,966,275,33.76,-116.24,False
2.0436,46,1680,453,1570,435,33.98,-117.36,False
1.8933,18,1650,377,675,282,40.85,-123.13,False
1.6955,29,3684,1301,3891,1143,33.78,-118.16,False
5.1626,40,3070,570,1264,506,33.83,-118.38,True
3.9741,28,2831,552,2330,557,34.08,-117.96,False
3.5568,37,2824,633,1619,573,34.26,-118.3,True
5.5248,22,2346,380,1217,382,32.68,-116.98,False
4.1902,42,1036,199,656,215,34.07,-118.14,True
5.2131,48,2124,319,785,319,34.11,-118.12,True
2.9571,18,3821,795,2831,769,33.77,-118.3,True
3.1812,22,765,198,390,176,37.38,-121.95,False
2.785,36,2507,466,1227,474,36.77,-119.76,False
3.83,35,1499,289,1112,268,34.03,-117.94,False
3.7083,43,1426,272,871,276,33.83,-118.22,False
3.155,25,3642,726,1729,673,35.11,-120.59,True
6.1557,35,2556,404,946,399,33.41,-117.61,True
2.3456,12,1893,493,1054,389,34.13,-117.37,False
2.6734,26,3832,1074,2340,904,33.97,-118.35,False
10.7569,52,1207,152,465,162,37.75,-122.46,True
5.2835,33,3296,537,1345,556,32.75,-117.02,True
5.4482,20,563,107,246,123,37.95,-122.05,True
7.5552,39,2040,336,926,351,33.9,-118.41,True
2.1602,14,2985,607,2250,607,36.34,-119.31,False
2.75,32,1821,345,812,299,36.32,-119.25,False
4.3036,35,1818,339,828,319,33.88,-118.32,True
3.5054,33,1278,311,1157,320,33.82,-118.21,False
1.8692,15,1318,296,567,276,38.96,-122.83,False
4.2109,9,1830,353,1515,220,34.45,-119.78,True
2.0702,30,2353,728,1365,718,34.09,-118.36,True
7.0544,25,2496,351,1034,367,37.41,-121.81,True
5.3701,36,1257,205,530,211,33.8,-118.12,True
1.6534,44,1288,295,723,287,36.96,-120.06,False
3.625,31,1007,181,563,185,38.7,-121.47,False
5.6346,36,1317,228,531,214,33.72,-117.6,True
4.2885,31,3089,585,1366,561,38.53,-121.52,False
3.2857,32,1540,324,793,302,37.62,-122.04,True
2.5,15,4472,1079,1837,976,37.99,-121.33,False
3.3295,17,1106,207,466,180,38.92,-120.0,False
1.9309,31,1761,515,1810,468,33.75,-117.86,False
4.9211,52,4985,1355,1848,1255,37.8,-122.42,True
3.625,52,296,63,143,56,39.67,-120.24,False
5.75,2,2239,321,766,219,37.72,-121.45,True
4.6719,17,1824,348,934,305,38.48,-121.99,True
3.215,19,1403,276,901,290,38.26,-121.3,False
2.1078,34,1724,432,1876,416,33.96,-118.24,False
3.1146,36,2696,713,905,659,34.15,-118.39,True
2.3284,30,1328,346,577,328,32.81,-117.26,True
2.7983,16,4928,960,2132,853,33.72,-117.07,False
3.7917,40,1974,410,1039,398,38.24,-122.64,False
2.1793,36,1441,534,1809,500,34.11,-118.2,True
5.3951,37,2607,534,1346,507,37.32,-122.27,True
5.2601,13,2020,535,959,486,37.78,-122.27,True
5.3339,19,2968,503,1430,459,33.88,-117.81,True
4.3646,9,3415,562,1208,479,39.25,-121.18,True
6.1181,18,4827,718,2471,716,33.7,-117.94,True
2.1667,36,1124,184,504,171,39.18,-121.43,False
5.9088,5,6698,1254,2834,1139,33.53,-117.7,True
1.6348,15,2206,648,2511,648,32.55,-117.04,False
3.1475,28,2522,616,991,574,34.06,-118.38,True
2.465,40,2261,579,903,525,32.75,-117.15,True
3.8194,25,1607,280,899,260,32.58,-117.07,False
4.3533,35,2853,588,1761,572,37.69,-121.78,False
2.9783,19,3377,669,2426,663,37.66,-120.9,False
13.3036,50,2597,340,964,339,34.04,-118.49,True
3.445,8,4942,1173,3012,1033,34.27,-119.2,True
5.9508,16,2573,427,1273,426,34.64,-118.21,True
5.7057,27,1890,303,889,314,37.53,-122.01,True
8.798,10,4814,643,1808,588,33.63,-117.64,True
3.6734,34,2047,347,888,352,35.38,-118.96,False
3.2361,28,676,177,543,185,34.1,-118.07,True
4.8382,52,2074,366,909,394,37.74,-122.44,True
2.589,27,2820,730,1511,745,36.98,-122.01,True
4.21,45,2397,488,1569,471,34.12,-118.18,False
3.3929,31,2447,465,1313,352,37.21,-120.24,False
6.9238,25,2366,417,1076,398,37.3,-122.04,True
3.9917,17,6745,1547,2688,1535,33.63,-117.95,True
15.0001,52,8,1,13,1,37.79,-122.5,True
5.3989,52,1978,293,723,272,37.89,-122.27,True
6.9223,23,7480,1084,3037,1058,34.2,-118.65,True
3.2305,35,1380,248,730,264,34.08,-117.34,False
6.4333,16,3552,575,2120,573,34.02,-117.87,True
5.1999,20,4600,1018,1675,932,34.06,-118.43,True
2.25,41,1171,334,1479,334,34.06,-117.65,False
2.3203,21,1283,278,684,289,32.83,-116.93,False
6.1949,26,3135,480,1474,458,34.19,-118.86,True
3.6833,33,1550,277,638,254,37.91,-122.07,True
2.9097,31,1616,372,739,379,37.72,-122.15,True
2.1912,23,790,137,365,152,39.8,-121.57,False
2.9803,45,2110,494,1404,454,33.87,-118.17,False
3.25,37,775,179,726,183,34.08,-118.03,False
1.7388,18,2281,520,1425,465,37.36,-118.42,False
4.285,34,1599,296,938,307,33.87,-117.95,True
5.2034,29,2755,508,2046,488,33.81,-118.28,True
4.9375,44,1462,240,562,237,33.97,-118.42,True
3.2917,30,701,131,356,125,33.87,-117.58,False
4.6076,6,5221,1217,2597,1119,33.66,-117.64,True
4.5743,28,4603,993,2191,943,33.93,-118.42,True
5.5981,10,5509,969,3002,959,34.45,-118.53,True
7.5349,33,2423,322,998,346,37.89,-122.04,True
1.4091,35,1649,424,1786,388,33.9,-118.22,False
4.6875,20,1896,456,1069,436,37.41,-122.08,True
2.8258,37,1403,369,1587,331,37.47,-122.2,True
2.1715,36,2210,634,2341,553,33.93,-118.2,False
6.6343,52,2501,362,748,349,34.06,-118.4,True
6.5587,27,2298,340,1071,369,34.12,-117.65,True
7.6144,34,2840,395,1127,396,33.79,-118.08,True
4.3235,25,2707,464,1423,490,38.61,-121.3,False
1.8571,31,1540,452,1079,444,38.63,-121.4,False
2.7159,25,1549,269,819,272,36.37,-119.83,False
2.7961,10,2050,473,1302,471,33.2,-117.25,False
4.9821,21,4151,1018,2054,925,33.87,-118.38,True
7.1754,52,2318,328,779,312,37.9,-122.28,True
2.8175,22,4266,1010,2766,985,32.81,-116.94,False
7.7785,13,1841,237,833,231,34.25,-118.78,True
5.615,27,10839,1637,4406,1623,38.08,-122.58,True
2.3077,40,1083,319,1843,349,34.2,-119.17,False
2.2969,16,1739,478,1235,420,33.88,-117.58,False
2.5523,36,3066,797,3097,780,34.09,-118.17,False
3.2301,23,2870,653,1680,598,33.84,-117.93,True
2.4932,35,2524,749,2487,679,34.12,-118.19,False
4.601,34,3078,477,1226,487,37.51,-120.83,False
2.543,46,3022,696,1293,675,37.87,-122.28,True
3.815,37,1336,251,680,231,38.25,-122.05,False
2.85,15,3061,1079,2173,1078,34.19,-118.58,True
9.3586,32,1433,199,498,201,37.36,-122.1,True
6.0889,22,5507,841,2785,848,37.23,-121.83,True
15.0001,40,1777,207,577,207,37.46,-122.21,True
2.5391,12,807,199,246,102,34.91,-115.53,False
5.0969,4,7999,1611,3596,1396,38.06,-122.32,False
2.0357,34,2090,478,896,426,36.64,-118.05,False
2.7292,24,2403,590,2103,547,34.0,-118.11,True
2.2264,31,1783,382,1266,358,36.2,-119.35,False
2.375,42,2050,434,1073,416,38.42,-122.74,False
2.9018,22,2486,608,709,523,34.23,-119.29,True
5.4631,35,2985,474,1614,453,33.8,-117.97,True
4.775,24,3403,656,2829,612,37.29,-121.84,True
2.5938,48,828,182,392,133,37.81,-122.3,False
3.8864,27,3160,627,1628,612,32.73,-117.11,False
2.8088,18,2481,756,1763,675,34.15,-118.26,True
7.1322,35,2987,391,1244,387,34.17,-118.56,True
2.4348,44,1626,383,1063,334,34.07,-118.15,True
6.2924,39,3018,501,1223,489,37.89,-122.08,True
3.183,33,3099,839,2025,750,33.97,-118.12,True
8.3792,15,5468,676,2221,675,37.21,-121.84,True
3.1131,25,1321,295,396,278,33.6,-117.7,False
4.2333,32,2590,607,1132,555,33.92,-118.41,True
3.0777,17,2223,544,2008,512,33.89,-118.07,False
