median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
3.0403,20.0,4570.0,906.0,2125.0,815.0,39.08,-120.98,False
3.0909,30.0,1859.0,462.0,1314.0,418.0,33.75,-117.99,True
2.2466,30.0,1694.0,312.0,1008.0,321.0,36.64,-119.82,False
3.8125,29.0,3298.0,804.0,1509.0,711.0,34.27,-119.23,True
2.025,43.0,1050.0,252.0,820.0,244.0,34.07,-118.12,True
1.8641,43.0,2179.0,682.0,2624.0,609.0,34.01,-118.26,False
4.0625,44.0,2003.0,390.0,1291.0,392.0,34.03,-118.14,True
9.8346,13.0,1822.0,313.0,643.0,303.0,33.73,-118.07,True
3.1107,26.0,3242.0,780.0,2100.0,741.0,37.31,-121.92,True
1.4455,35.0,2228.0,476.0,1567.0,449.0,36.21,-119.37,False
2.5603,52.0,3067.0,870.0,2122.0,850.0,37.8,-122.42,True
4.7159,9.0,1114.0,172.0,529.0,174.0,37.68,-120.97,False
2.4922,24.0,1306.0,266.0,889.0,276.0,36.19,-119.37,False
0.75,52.0,96.0,31.0,191.0,34.0,37.8,-122.28,False
1.125,18.0,1756.0,442.0,837.0,320.0,38.64,-121.44,False
3.4006,22.0,2362.0,601.0,1127.0,499.0,34.28,-119.2,True
2.6012,21.0,1667.0,303.0,861.0,276.0,36.98,-120.21,False
2.5469,35.0,2787.0,587.0,1431.0,601.0,39.12,-121.62,False
1.9066,31.0,6145.0,1492.0,5666.0,1457.0,35.26,-118.9,False
4.7097,12.0,2472.0,408.0,1048.0,380.0,34.56,-118.21,True
4.0074,30.0,3826.0,691.0,1656.0,657.0,34.46,-119.26,True
1.5743,31.0,1418.0,306.0,1219.0,312.0,35.36,-118.97,False
2.0521,26.0,3396.0,705.0,2446.0,694.0,37.57,-120.91,False
3.1635,11.0,1280.0,286.0,609.0,248.0,38.81,-120.84,False
3.8732,21.0,2667.0,798.0,1433.0,727.0,37.38,-122.03,True
2.5909,17.0,2767.0,584.0,1275.0,568.0,38.66,-121.33,False
3.0,24.0,2017.0,416.0,900.0,436.0,33.92,-117.97,True
6.0192,33.0,2896.0,455.0,1116.0,411.0,34.16,-118.63,True
3.7206,39.0,1366.0,375.0,1237.0,370.0,34.03,-118.39,True
3.3827,30.0,3919.0,743.0,1693.0,693.0,38.3,-122.69,True
3.1446,13.0,4175.0,1321.0,2257.0,1271.0,34.22,-119.06,False
5.449,16.0,4196.0,638.0,1713.0,615.0,38.5,-122.75,True
5.9191,36.0,1383.0,207.0,531.0,203.0,38.01,-121.33,False
2.2679,30.0,509.0,115.0,275.0,115.0,37.54,-120.89,True
2.5428,31.0,2431.0,512.0,1026.0,427.0,39.76,-121.61,False
4.1364,24.0,2237.0,491.0,264.0,95.0,39.27,-120.04,False
4.4886,21.0,2974.0,495.0,1313.0,461.0,37.5,-120.82,False
6.6579,9.0,2643.0,439.0,1105.0,467.0,37.97,-122.08,True
4.4821,15.0,1278.0,217.0,653.0,185.0,32.76,-115.56,False
2.5685,20.0,4867.0,1015.0,1725.0,1015.0,38.41,-122.4,True
3.3272,35.0,1872.0,363.0,1054.0,369.0,36.79,-119.83,False
2.1588,34.0,1672.0,359.0,1059.0,349.0,35.37,-118.95,False
4.43,25.0,2202.0,390.0,1415.0,412.0,34.15,-119.14,True
2.4878,14.0,11827.0,2445.0,6640.0,2299.0,34.1,-117.34,False
2.8039,21.0,9512.0,2560.0,7282.0,2387.0,34.21,-118.6,True
3.0184,9.0,1507.0,293.0,761.0,278.0,34.87,-118.17,False
3.4861,30.0,2572.0,521.0,1564.0,501.0,33.94,-118.03,False
4.425,35.0,1814.0,365.0,1025.0,384.0,37.67,-122.44,True
2.6429,52.0,472.0,146.0,415.0,126.0,37.78,-122.23,False
3.2446,31.0,1256.0,328.0,785.0,297.0,37.63,-122.49,True
3.5652,16.0,1548.0,295.0,605.0,250.0,39.05,-122.92,False
4.5659,5.0,8352.0,1555.0,3723.0,1389.0,34.67,-118.17,False
3.1821,9.0,11810.0,2181.0,6716.0,2081.0,34.44,-117.35,False
2.2054,45.0,972.0,249.0,1288.0,261.0,33.98,-118.24,False
4.5568,33.0,2731.0,456.0,1263.0,445.0,32.8,-117.13,False
4.119,38.0,2803.0,500.0,1223.0,509.0,38.14,-121.28,False
2.2125,52.0,907.0,180.0,479.0,177.0,38.56,-121.46,False
3.5469,15.0,991.0,277.0,419.0,170.0,38.03,-118.98,False
4.277,11.0,2513.0,408.0,1360.0,415.0,36.94,-119.9,False
3.4219,32.0,1741.0,373.0,872.0,333.0,34.13,-117.87,True
2.3304,32.0,1311.0,410.0,1792.0,396.0,34.02,-118.25,False
3.7802,10.0,1979.0,454.0,1117.0,389.0,34.08,-117.7,False
4.0993,5.0,2613.0,476.0,1490.0,481.0,36.79,-119.69,False
4.2969,32.0,1591.0,320.0,1818.0,306.0,34.29,-118.41,False
4.3819,25.0,2973.0,622.0,1413.0,595.0,37.7,-122.1,True
3.7589,26.0,1705.0,344.0,1605.0,307.0,34.97,-120.44,False
2.2685,16.0,5192.0,1381.0,3261.0,1321.0,32.62,-117.08,False
4.5398,52.0,2175.0,510.0,809.0,503.0,37.86,-122.49,True
3.2369,17.0,4814.0,1091.0,3013.0,1078.0,32.95,-117.05,False
1.9722,35.0,1335.0,440.0,1586.0,445.0,34.07,-118.23,False
4.1473,22.0,3219.0,756.0,1479.0,667.0,37.35,-122.02,True
2.3516,21.0,554.0,121.0,426.0,122.0,35.97,-119.42,False
3.8897,14.0,2634.0,463.0,1402.0,432.0,38.36,-121.2,False
2.6312,52.0,867.0,232.0,1264.0,227.0,37.34,-121.88,True
7.1885,37.0,1275.0,177.0,598.0,174.0,34.11,-118.04,True
2.9143,27.0,3046.0,605.0,1407.0,571.0,40.77,-124.14,False
9.0064,36.0,4760.0,610.0,1511.0,572.0,37.9,-122.18,True
2.8036,30.0,2099.0,406.0,1156.0,401.0,38.42,-122.72,False
6.4524,25.0,2244.0,301.0,937.0,324.0,37.67,-121.88,True
4.4821,33.0,859.0,144.0,421.0,138.0,34.15,-117.94,True
1.9107,23.0,1991.0,584.0,1380.0,535.0,33.95,-118.17,True
1.4722,27.0,2127.0,628.0,1970.0,534.0,34.06,-117.71,False
2.3658,17.0,3845.0,1051.0,3102.0,944.0,32.78,-117.17,False
3.5833,39.0,813.0,185.0,344.0,154.0,33.98,-118.36,True
10.9237,44.0,1693.0,239.0,498.0,216.0,34.14,-118.43,True
3.2798,45.0,1167.0,302.0,773.0,287.0,33.85,-118.19,False
2.0307,32.0,2202.0,674.0,2178.0,635.0,34.09,-118.3,True
1.6667,30.0,1211.0,289.0,611.0,230.0,34.83,-116.96,False
2.4643,27.0,1297.0,355.0,776.0,337.0,32.8,-117.23,True
5.62,36.0,1962.0,325.0,786.0,315.0,33.81,-118.1,True
5.6441,18.0,8836.0,1527.0,3946.0,1451.0,33.91,-117.94,True
3.225,44.0,1938.0,399.0,946.0,331.0,37.75,-122.15,False
4.4063,13.0,2962.0,546.0,252.0,103.0,38.26,-120.33,False
2.025,52.0,201.0,44.0,130.0,24.0,33.98,-117.37,False
4.7083,20.0,4461.0,864.0,2042.0,808.0,37.32,-121.99,True
4.6518,24.0,3571.0,722.0,1409.0,543.0,33.46,-117.67,True
2.4044,34.0,1923.0,379.0,1101.0,351.0,35.5,-119.28,False
6.1628,31.0,1070.0,155.0,426.0,153.0,32.77,-117.08,True
2.5401,50.0,1867.0,403.0,1128.0,378.0,37.78,-122.2,False
4.0,49.0,2465.0,372.0,1018.0,359.0,34.0,-118.34,True
4.3409,40.0,1104.0,224.0,669.0,215.0,36.98,-121.99,True
2.3424,31.0,1054.0,252.0,1032.0,258.0,34.07,-118.09,True
3.7794,17.0,1668.0,307.0,888.0,277.0,35.87,-118.96,False
3.495,49.0,1852.0,429.0,1615.0,447.0,37.71,-122.41,True
2.7268,30.0,4071.0,1067.0,2144.0,970.0,33.85,-118.15,True
1.2446,27.0,2190.0,626.0,1768.0,528.0,34.02,-118.3,False
3.9803,35.0,1623.0,331.0,1462.0,312.0,34.03,-117.96,False
3.9375,21.0,4773.0,1047.0,337.0,130.0,34.24,-117.07,False
1.8022,9.0,3904.0,1042.0,3688.0,896.0,34.1,-117.27,False
3.1949,25.0,2115.0,489.0,1107.0,477.0,34.08,-117.89,True
4.6957,13.0,7731.0,1360.0,2543.0,1249.0,38.42,-122.61,True
3.6417,28.0,2612.0,602.0,1682.0,563.0,33.88,-117.87,True
4.0581,7.0,9664.0,1692.0,3617.0,1370.0,35.2,-118.66,False
8.2335,37.0,2330.0,434.0,846.0,457.0,34.11,-118.33,True
3.0156,38.0,4408.0,1295.0,1690.0,1229.0,34.09,-118.37,True
2.875,13.0,866.0,252.0,369.0,165.0,37.69,-120.15,False
2.3156,51.0,1538.0,394.0,1173.0,388.0,34.07,-117.76,False
3.2993,25.0,1305.0,270.0,789.0,235.0,38.13,-121.25,False
1.7417,46.0,645.0,131.0,410.0,122.0,38.85,-121.67,False
2.9,19.0,2325.0,430.0,967.0,376.0,38.75,-120.7,False
3.9032,19.0,3516.0,710.0,1810.0,703.0,37.7,-122.13,True
1.7153,25.0,2015.0,524.0,746.0,251.0,40.48,-123.73,False
4.1958,31.0,4911.0,861.0,2334.0,843.0,32.63,-117.05,False
4.0179,42.0,2065.0,404.0,1313.0,402.0,34.1,-118.05,True
6.2892,22.0,3805.0,596.0,2118.0,621.0,37.43,-121.87,True
4.5179,17.0,3748.0,609.0,1860.0,612.0,35.46,-120.66,True
5.3167,21.0,2052.0,346.0,933.0,351.0,37.33,-122.05,True
3.9091,44.0,1792.0,404.0,1115.0,358.0,33.83,-118.22,False
2.862,21.0,3904.0,980.0,1949.0,919.0,37.87,-122.51,True
9.4664,45.0,3030.0,433.0,916.0,399.0,34.06,-118.47,True
1.0513,35.0,853.0,296.0,1228.0,289.0,36.74,-119.79,False
4.2639,46.0,118.0,17.0,6532.0,13.0,35.32,-120.7,True
1.631,34.0,3184.0,772.0,2474.0,705.0,34.02,-118.3,False
3.0396,16.0,2859.0,668.0,1946.0,591.0,34.03,-117.68,False
1.6759,20.0,1717.0,403.0,1062.0,401.0,37.77,-120.83,False
2.2656,47.0,876.0,228.0,872.0,231.0,34.03,-118.21,False
3.7734,48.0,2555.0,548.0,1285.0,482.0,37.75,-122.48,True
2.9526,24.0,4125.0,1020.0,1699.0,873.0,37.9,-122.05,True
1.3569,32.0,2205.0,523.0,1772.0,479.0,36.32,-119.64,False
5.3873,18.0,4438.0,939.0,1901.0,895.0,37.34,-121.96,True
3.3021,36.0,2350.0,499.0,1105.0,467.0,37.69,-122.08,True
3.8409,34.0,1403.0,274.0,977.0,257.0,34.04,-117.94,False
3.8984,40.0,1010.0,155.0,488.0,157.0,37.64,-120.87,False
3.6875,34.0,1843.0,442.0,861.0,417.0,34.18,-118.45,True
3.5532,36.0,1687.0,372.0,950.0,372.0,37.68,-121.77,False
4.9063,15.0,2700.0,460.0,1432.0,449.0,34.08,-117.6,False
2.6964,21.0,494.0,127.0,489.0,106.0,34.2,-119.18,False
6.1898,35.0,4055.0,652.0,1758.0,639.0,33.95,-117.98,True
2.8542,44.0,1918.0,387.0,1041.0,364.0,33.99,-118.33,False
1.7756,21.0,2472.0,523.0,1238.0,504.0,36.07,-119.05,False
3.9673,24.0,3832.0,949.0,1613.0,893.0,34.05,-118.43,True
5.3799,4.0,14348.0,2145.0,5839.0,1806.0,34.63,-118.22,True
4.0313,39.0,869.0,173.0,406.0,165.0,36.62,-121.93,True
3.8029,36.0,3018.0,557.0,1445.0,556.0,38.1,-122.21,False
3.0806,8.0,2027.0,480.0,1781.0,447.0,34.08,-117.97,False
2.1964,30.0,2369.0,753.0,3259.0,770.0,33.98,-118.2,False
5.8673,16.0,3245.0,469.0,1471.0,450.0,36.36,-119.25,False
1.7222,18.0,1260.0,268.0,576.0,263.0,37.29,-120.44,False
2.4917,43.0,1320.0,215.0,512.0,197.0,39.47,-122.1,False
1.6892,52.0,1542.0,309.0,939.0,276.0,34.0,-118.31,False
4.3077,31.0,1893.0,450.0,819.0,426.0,34.02,-118.38,False
3.9826,25.0,1787.0,311.0,1108.0,311.0,33.03,-117.27,True
5.1506,21.0,8275.0,1566.0,3636.0,1524.0,37.33,-121.97,True
3.9097,52.0,2684.0,574.0,1395.0,549.0,37.76,-122.48,True
2.4583,50.0,2189.0,460.0,1097.0,469.0,34.0,-118.32,False
2.0474,5.0,1922.0,489.0,938.0,439.0,39.15,-121.59,False
1.8939,28.0,2159.0,416.0,1283.0,378.0,37.26,-120.49,False
8.8115,34.0,5264.0,771.0,1738.0,753.0,34.14,-118.46,True
4.3472,15.0,2411.0,446.0,1144.0,407.0,38.34,-122.47,True
6.5533,34.0,4624.0,781.0,1572.0,719.0,34.14,-118.39,True
1.8144,19.0,1809.0,477.0,2051.0,416.0,35.79,-119.1,False
4.2375,7.0,2493.0,693.0,951.0,641.0,32.71,-117.17,True
2.5769,35.0,1612.0,354.0,887.0,331.0,37.95,-122.32,False
3.875,44.0,2527.0,518.0,1434.0,444.0,37.74,-122.5,True
5.9175,19.0,2371.0,324.0,944.0,332.0,36.78,-121.71,True
3.5164,32.0,2734.0,654.0,2209.0,610.0,34.2,-118.41,True
2.6957,23.0,2850.0,864.0,2249.0,777.0,34.2,-118.48,True
