median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
3.475,24.0,4411.0,776.0,2038.0,732.0,38.16,-121.22,False
2.8994,34.0,3426.0,623.0,1938.0,647.0,36.8,-119.78,False
4.775,52.0,2111.0,310.0,772.0,323.0,38.11,-122.24,False
3.1629,33.0,1829.0,512.0,1345.0,500.0,34.18,-118.37,True
3.0119,22.0,1671.0,480.0,1005.0,443.0,34.15,-118.12,False
3.58,10.0,5156.0,941.0,2294.0,747.0,33.7,-117.25,False
8.0,28.0,26.0,3.0,29.0,9.0,34.25,-119.23,True
2.6397,23.0,1414.0,365.0,889.0,345.0,34.39,-119.52,True
3.6181,35.0,1395.0,264.0,756.0,253.0,37.58,-120.76,False
2.706,19.0,1673.0,318.0,1298.0,343.0,36.22,-119.37,False
4.2386,27.0,2512.0,506.0,1861.0,511.0,33.76,-117.94,True
4.125,12.0,3900.0,977.0,1690.0,892.0,32.98,-117.26,True
1.4427,43.0,1763.0,389.0,1623.0,390.0,36.72,-119.77,False
3.6987,42.0,1213.0,269.0,628.0,229.0,33.87,-118.19,False
5.7579,17.0,4313.0,717.0,2629.0,721.0,37.58,-122.01,True
3.8646,38.0,3229.0,636.0,1599.0,609.0,34.1,-118.06,True
6.0722,4.0,1318.0,218.0,673.0,225.0,33.66,-117.59,True
7.1674,26.0,3535.0,748.0,1322.0,666.0,34.07,-118.44,True
4.0208,8.0,40.0,10.0,309.0,16.0,34.22,-119.09,False
1.4103,52.0,1511.0,390.0,901.0,403.0,37.83,-122.28,False
4.2214,14.0,5548.0,941.0,2815.0,935.0,35.4,-118.94,False
2.7137,17.0,6440.0,1204.0,3266.0,1142.0,39.15,-121.99,False
2.3578,41.0,1413.0,261.0,1070.0,259.0,32.8,-117.15,False
11.2979,24.0,4394.0,535.0,1443.0,528.0,34.13,-118.49,True
3.4107,29.0,630.0,145.0,378.0,148.0,34.13,-117.86,False
6.7058,44.0,3022.0,473.0,1235.0,477.0,37.47,-122.27,True
4.8583,28.0,3231.0,524.0,1665.0,540.0,34.28,-119.19,True
5.1896,14.0,2382.0,377.0,1278.0,386.0,36.31,-119.29,False
1.3569,32.0,2205.0,523.0,1772.0,479.0,36.32,-119.64,False
7.8139,9.0,2153.0,316.0,954.0,324.0,33.72,-117.77,True
4.1995,34.0,2159.0,386.0,1443.0,385.0,34.13,-117.89,False
2.582,28.0,3528.0,816.0,2304.0,764.0,33.81,-117.98,True
3.3155,27.0,3858.0,1062.0,2321.0,873.0,33.43,-117.62,True
8.3931,9.0,10484.0,1603.0,4005.0,1419.0,33.84,-117.79,True
3.2993,25.0,1305.0,270.0,789.0,235.0,38.13,-121.25,False
3.6429,28.0,3104.0,811.0,1488.0,754.0,37.31,-121.91,True
6.6257,39.0,2056.0,381.0,939.0,371.0,34.46,-119.19,True
2.4706,28.0,1108.0,284.0,1498.0,289.0,33.9,-118.23,False
1.6214,17.0,1926.0,410.0,1054.0,321.0,37.33,-121.01,False
6.256,36.0,2416.0,394.0,1115.0,386.0,33.82,-118.37,True
6.5778,46.0,2198.0,352.0,839.0,335.0,33.97,-118.39,True
2.1875,34.0,1354.0,325.0,922.0,304.0,35.35,-119.01,False
2.3241,42.0,1743.0,388.0,889.0,341.0,38.11,-122.24,False
2.6083,38.0,3115.0,622.0,1238.0,606.0,36.21,-119.33,False
2.0307,32.0,2202.0,674.0,2178.0,635.0,34.09,-118.3,True
3.9485,23.0,3204.0,644.0,2295.0,614.0,34.15,-119.16,True
8.3695,37.0,2260.0,322.0,941.0,303.0,34.22,-118.21,True
5.2692,4.0,5998.0,1092.0,3182.0,1042.0,34.02,-117.58,False
3.6641,25.0,2769.0,566.0,1201.0,545.0,34.16,-118.42,True
4.0,37.0,5257.0,1360.0,2128.0,1264.0,37.45,-122.18,True
3.3924,14.0,1258.0,245.0,752.0,264.0,34.07,-117.18,False
5.0814,25.0,4177.0,832.0,2123.0,789.0,33.8,-118.34,True
3.6791,37.0,1545.0,341.0,1909.0,352.0,34.25,-118.42,False
1.179,23.0,1450.0,642.0,1258.0,607.0,34.42,-119.86,True
2.1667,37.0,1551.0,501.0,2173.0,474.0,34.02,-118.26,False
3.0197,28.0,256.0,66.0,214.0,60.0,36.67,-121.64,False
3.4896,24.0,3217.0,689.0,1196.0,684.0,37.4,-121.99,True
2.8583,19.0,1144.0,268.0,365.0,279.0,33.62,-117.72,False
6.1359,14.0,388.0,108.0,35.0,17.0,40.12,-121.78,False
1.3485,26.0,1953.0,446.0,1284.0,414.0,34.06,-117.18,False
4.7069,27.0,1683.0,288.0,873.0,258.0,38.0,-120.97,False
1.7402,34.0,2028.0,522.0,1797.0,464.0,32.7,-117.11,False
5.259,13.0,4491.0,689.0,1657.0,667.0,38.64,-121.24,True
3.5265,11.0,2521.0,521.0,1390.0,477.0,38.8,-121.22,False
2.5568,44.0,617.0,131.0,378.0,135.0,37.75,-122.16,False
2.3214,48.0,1769.0,429.0,993.0,405.0,34.04,-118.36,False
8.6963,33.0,1606.0,254.0,727.0,271.0,37.43,-122.21,True
5.5843,31.0,3533.0,729.0,1647.0,679.0,33.85,-118.38,True
4.7344,29.0,2481.0,383.0,1188.0,385.0,34.04,-117.31,False
5.5845,26.0,1775.0,295.0,1004.0,323.0,34.22,-118.86,True
1.3375,18.0,4289.0,1021.0,2707.0,939.0,39.13,-121.54,False
6.9135,52.0,2010.0,286.0,908.0,326.0,34.17,-118.27,True
4.8611,15.0,5115.0,776.0,2540.0,794.0,38.45,-121.83,False
1.9799,28.0,1457.0,397.0,672.0,342.0,32.76,-117.11,False
2.7301,16.0,3431.0,721.0,1777.0,701.0,35.13,-120.61,True
7.9184,19.0,3487.0,686.0,2782.0,584.0,34.05,-118.74,True
2.6014,15.0,3595.0,964.0,1839.0,877.0,34.14,-117.97,False
5.3057,26.0,1471.0,348.0,1089.0,320.0,37.44,-121.88,True
3.225,21.0,2429.0,579.0,1011.0,538.0,32.8,-117.23,True
1.2575,26.0,2177.0,638.0,1971.0,560.0,38.52,-121.47,False
5.5061,17.0,10267.0,1683.0,4956.0,1483.0,34.46,-118.5,True
2.4583,29.0,1599.0,459.0,1143.0,438.0,34.19,-118.44,True
2.1378,39.0,2953.0,878.0,1379.0,785.0,33.77,-118.17,True
4.0,38.0,1471.0,329.0,1207.0,335.0,33.8,-118.28,False
5.6921,45.0,2170.0,401.0,1043.0,394.0,34.13,-118.24,True
4.2167,52.0,982.0,197.0,653.0,171.0,37.72,-122.45,True
5.6013,35.0,2828.0,487.0,1439.0,490.0,33.83,-118.36,True
6.1655,52.0,1945.0,293.0,708.0,275.0,37.44,-122.15,True
4.2386,44.0,2795.0,496.0,1235.0,469.0,34.16,-118.1,True
2.6812,34.0,1367.0,288.0,1183.0,286.0,33.89,-118.25,False
2.6667,14.0,2807.0,868.0,2729.0,803.0,34.21,-118.39,False
4.1447,11.0,2838.0,498.0,1701.0,504.0,38.55,-121.34,False
3.5649,23.0,3200.0,907.0,2029.0,866.0,37.38,-122.05,True
3.776,29.0,2316.0,522.0,1275.0,501.0,33.93,-117.96,True
1.4012,52.0,1087.0,371.0,3337.0,350.0,37.87,-122.26,False
2.7254,41.0,2136.0,549.0,986.0,557.0,34.02,-118.47,True
6.767,52.0,2117.0,353.0,734.0,328.0,37.45,-122.15,True
4.3365,15.0,1486.0,310.0,455.0,296.0,37.29,-121.75,True
4.5938,20.0,1089.0,208.0,531.0,212.0,36.74,-119.5,False
6.128,26.0,3842.0,609.0,1961.0,595.0,33.74,-118.02,True
2.9667,42.0,1811.0,345.0,856.0,352.0,34.15,-117.29,False
4.9079,23.0,1444.0,260.0,792.0,253.0,33.63,-117.69,True
8.7591,4.0,7474.0,1037.0,2969.0,1007.0,33.5,-117.7,True
2.9891,18.0,3278.0,762.0,1338.0,550.0,34.83,-118.95,False
2.8466,29.0,2070.0,452.0,985.0,420.0,38.0,-121.82,False
1.9893,19.0,4108.0,1101.0,2971.0,1006.0,32.79,-116.97,False
2.09,34.0,1144.0,295.0,1271.0,302.0,32.69,-117.11,False
6.8075,18.0,6217.0,858.0,2703.0,834.0,34.17,-118.75,True
2.1348,52.0,1586.0,398.0,1006.0,335.0,37.8,-122.24,False
8.9616,47.0,1956.0,277.0,724.0,277.0,34.04,-118.48,True
2.3214,6.0,3725.0,960.0,2833.0,915.0,33.36,-117.25,True
3.375,4.0,1606.0,498.0,815.0,426.0,33.65,-117.58,True
2.4375,30.0,2345.0,496.0,1897.0,454.0,34.09,-117.73,False
4.5398,20.0,2655.0,432.0,1081.0,379.0,36.85,-119.69,False
2.5938,40.0,930.0,258.0,1203.0,244.0,33.94,-118.22,False
2.7012,36.0,2833.0,720.0,2148.0,709.0,34.12,-118.19,False
4.6904,4.0,9089.0,1413.0,3886.0,1243.0,33.45,-117.15,False
4.35,28.0,60.0,10.0,46.0,13.0,36.72,-119.83,False
5.6051,15.0,4690.0,1002.0,1879.0,974.0,33.76,-118.1,True
5.4544,26.0,1998.0,301.0,874.0,305.0,32.81,-117.02,True
5.3886,15.0,1924.0,262.0,848.0,277.0,36.84,-119.77,False
1.9423,22.0,312.0,107.0,583.0,119.0,33.9,-118.22,False
1.8975,36.0,2294.0,489.0,1430.0,454.0,36.6,-119.45,False
5.2083,36.0,2870.0,529.0,1371.0,565.0,34.11,-118.22,True
2.3851,25.0,2886.0,583.0,2327.0,577.0,33.92,-117.39,False
4.1958,31.0,4911.0,861.0,2334.0,843.0,32.63,-117.05,False
4.4561,28.0,2377.0,469.0,1068.0,435.0,37.92,-122.08,True
3.3021,34.0,2144.0,372.0,899.0,378.0,38.92,-121.05,False
4.267,35.0,2976.0,518.0,1424.0,538.0,37.68,-122.14,True
2.1167,48.0,1379.0,327.0,696.0,304.0,34.69,-118.14,False
4.1083,35.0,1529.0,338.0,688.0,256.0,34.28,-117.53,False
12.2478,10.0,3209.0,379.0,1199.0,392.0,37.85,-121.96,True
2.1991,47.0,886.0,196.0,517.0,188.0,37.97,-121.24,False
1.4552,52.0,1185.0,660.0,1007.0,623.0,37.79,-122.4,True
5.4496,19.0,3073.0,506.0,1773.0,493.0,37.99,-122.09,True
1.564,35.0,1591.0,364.0,1290.0,352.0,37.63,-121.02,False
1.8299,9.0,2436.0,720.0,1780.0,653.0,32.72,-117.13,False
1.5625,5.0,384.0,131.0,410.0,149.0,34.19,-119.18,False
4.0329,16.0,2331.0,450.0,1074.0,400.0,38.34,-121.97,False
2.5733,23.0,2945.0,592.0,1419.0,532.0,36.32,-119.31,False
