age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,client was not previously contacted,0,unknown,True
46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,client was not previously contacted,0,unknown,True
36,blue-collar,married,secondary,no,249,yes,no,cellular,15,may,709,5,client was not previously contacted,0,unknown,True
26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,True
41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,258,1,90,7,success,True
42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,347,3,failure,True
37,services,married,secondary,no,981,no,no,cellular,7,jul,682,2,386,1,success,True
35,blue-collar,divorced,secondary,no,0,yes,no,unknown,20,may,1205,1,client was not previously contacted,0,unknown,True
92,retired,married,unknown,no,775,no,no,cellular,22,oct,313,3,client was not previously contacted,0,unknown,True
51,blue-collar,married,primary,no,603,yes,no,cellular,24,jul,853,2,client was not previously contacted,0,unknown,True
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,True
35,admin.,single,secondary,no,-32,no,yes,cellular,9,feb,63,4,182,5,failure,True
58,retired,divorced,secondary,no,1080,yes,no,cellular,29,jul,1058,2,client was not previously contacted,0,unknown,True
36,management,married,tertiary,no,3949,no,no,cellular,28,jan,130,2,client was not previously contacted,0,unknown,True
22,student,single,unknown,no,1232,no,no,cellular,30,jul,283,1,430,2,other,True
33,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,client was not previously contacted,0,unknown,True
42,technician,divorced,secondary,no,214,no,no,cellular,16,apr,127,1,client was not previously contacted,0,unknown,True
56,management,married,tertiary,no,12356,yes,no,cellular,26,may,410,1,551,5,other,True
26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,client was not previously contacted,0,unknown,True
59,management,married,tertiary,no,0,yes,yes,cellular,20,apr,392,1,client was not previously contacted,0,unknown,True
40,management,married,tertiary,no,3352,yes,no,cellular,19,nov,639,2,27,1,success,True
22,student,single,secondary,no,552,no,no,cellular,1,sep,327,1,client was not previously contacted,0,unknown,True
39,technician,single,secondary,no,391,no,yes,cellular,30,jul,962,4,client was not previously contacted,0,unknown,True
36,technician,divorced,secondary,no,1451,yes,no,cellular,23,jul,192,4,93,17,other,True
26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,105,1,failure,True
53,admin.,single,secondary,no,2892,no,no,cellular,9,apr,527,3,client was not previously contacted,0,unknown,True
33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,328,1,failure,True
43,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,83,1,113,3,success,True
38,management,married,tertiary,no,1223,no,no,cellular,12,aug,1092,5,client was not previously contacted,0,unknown,True
47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,True
47,technician,married,secondary,no,1167,yes,no,cellular,4,aug,505,1,96,6,success,True
38,management,married,tertiary,no,1477,no,no,cellular,15,sep,385,3,769,2,failure,True
25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,client was not previously contacted,0,unknown,True
47,admin.,married,secondary,no,2601,no,no,cellular,24,sep,261,1,client was not previously contacted,0,unknown,True
31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,client was not previously contacted,0,unknown,True
27,student,single,tertiary,no,5169,yes,no,cellular,3,sep,431,1,466,3,success,True
59,management,married,secondary,no,4412,no,no,cellular,2,nov,162,2,client was not previously contacted,0,unknown,True
33,blue-collar,divorced,primary,no,390,yes,no,unknown,9,may,665,2,client was not previously contacted,0,unknown,True
29,student,single,secondary,no,1779,no,no,cellular,4,jun,400,1,client was not previously contacted,0,unknown,True
29,blue-collar,married,secondary,no,940,yes,yes,cellular,15,may,382,1,client was not previously contacted,0,unknown,True
71,retired,divorced,secondary,no,4380,no,no,cellular,22,sep,369,1,client was not previously contacted,0,unknown,True
44,services,divorced,secondary,no,51,yes,yes,unknown,27,may,3094,2,client was not previously contacted,0,unknown,True
38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,True
35,unemployed,single,secondary,no,295,no,no,unknown,17,mar,473,1,client was not previously contacted,0,unknown,True
32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,client was not previously contacted,0,unknown,True
54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,client was not previously contacted,0,unknown,True
48,technician,single,secondary,no,-92,yes,no,cellular,3,feb,1393,1,client was not previously contacted,0,unknown,True
44,admin.,divorced,secondary,no,397,yes,yes,cellular,16,feb,127,1,257,1,other,True
25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,client was not previously contacted,0,unknown,True
