age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
41,management,married,tertiary,no,254,no,no,cellular,9,jun,183,2,294,2,failure,True
26,student,single,secondary,no,100,no,no,cellular,26,may,445,1,client was not previously contacted,0,unknown,True
46,blue-collar,married,primary,no,369,yes,no,unknown,13,may,916,2,client was not previously contacted,0,unknown,True
51,technician,married,tertiary,no,0,no,no,cellular,7,may,662,2,66,2,success,True
55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other,True
42,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617,1,client was not previously contacted,0,unknown,True
38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,client was not previously contacted,0,unknown,True
50,admin.,married,tertiary,no,6574,no,no,cellular,8,sep,495,1,92,3,success,True
32,self-employed,married,tertiary,no,1423,no,no,cellular,6,aug,1249,4,client was not previously contacted,0,unknown,True
30,self-employed,single,tertiary,no,3343,no,no,cellular,1,jun,235,1,client was not previously contacted,0,unknown,True
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,True
49,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,client was not previously contacted,0,unknown,True
69,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,1,267,1,failure,True
68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,2,client was not previously contacted,0,unknown,True
30,blue-collar,single,secondary,no,953,yes,no,unknown,2,jun,747,2,client was not previously contacted,0,unknown,True
40,admin.,single,secondary,no,664,no,no,cellular,21,jul,1342,2,client was not previously contacted,0,unknown,True
36,services,married,secondary,no,394,no,no,cellular,5,aug,324,1,client was not previously contacted,0,unknown,True
52,housemaid,married,secondary,no,3923,yes,no,unknown,14,may,942,3,client was not previously contacted,0,unknown,True
59,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060,2,client was not previously contacted,0,unknown,True
44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other,True
24,student,single,secondary,no,1809,no,no,cellular,11,oct,165,1,95,2,success,True
22,student,single,secondary,no,0,no,no,cellular,6,feb,229,6,client was not previously contacted,0,unknown,True
46,management,divorced,tertiary,no,2166,yes,no,cellular,23,jul,870,1,client was not previously contacted,0,unknown,True
42,services,single,secondary,no,3403,yes,no,cellular,7,aug,215,1,99,1,failure,True
35,technician,single,secondary,no,354,no,no,cellular,11,aug,444,3,client was not previously contacted,0,unknown,True
33,admin.,single,tertiary,no,235,yes,no,cellular,18,may,525,1,client was not previously contacted,0,unknown,True
64,retired,married,secondary,no,466,yes,no,cellular,18,oct,526,1,client was not previously contacted,0,unknown,True
25,services,single,secondary,no,333,no,yes,cellular,15,jul,1056,2,client was not previously contacted,0,unknown,True
47,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,3,client was not previously contacted,0,unknown,True
33,management,single,tertiary,no,952,yes,no,cellular,29,apr,1241,5,client was not previously contacted,0,unknown,True
