age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
48,blue-collar,married,secondary,no,1000,yes,no,unknown,12,jun,1268,2,client was not previously contacted,0,unknown,True
35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure,True
70,retired,married,primary,no,324,no,no,cellular,11,aug,632,1,308,6,other,True
32,management,married,tertiary,no,169,no,no,telephone,14,aug,698,2,client was not previously contacted,0,unknown,True
37,services,single,tertiary,no,1189,no,no,cellular,13,sep,323,9,199,4,other,True
27,blue-collar,single,secondary,no,513,yes,yes,cellular,18,may,351,1,client was not previously contacted,0,unknown,True
69,retired,divorced,tertiary,no,247,no,no,cellular,22,apr,138,2,client was not previously contacted,0,unknown,True
40,technician,married,primary,no,284,yes,no,cellular,20,apr,1332,2,client was not previously contacted,0,unknown,True
71,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,client was not previously contacted,0,unknown,True
39,management,married,tertiary,no,0,yes,no,cellular,5,may,811,2,client was not previously contacted,0,unknown,True
32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,client was not previously contacted,0,unknown,True
31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,client was not previously contacted,0,unknown,True
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,238,1,181,2,success,True
54,admin.,married,unknown,no,140,no,no,telephone,27,apr,473,2,182,2,failure,True
26,blue-collar,single,primary,no,941,no,no,cellular,29,jan,1165,1,client was not previously contacted,0,unknown,True
49,services,married,secondary,no,-8,yes,no,unknown,8,may,1119,1,client was not previously contacted,0,unknown,True
47,retired,single,primary,no,3033,no,no,cellular,8,sep,293,1,client was not previously contacted,0,unknown,True
50,management,married,secondary,no,1165,no,no,cellular,16,jul,455,1,client was not previously contacted,0,unknown,True
26,unemployed,single,tertiary,no,814,no,no,cellular,28,jan,1387,1,client was not previously contacted,0,unknown,True
54,management,married,tertiary,no,534,no,no,cellular,1,jun,177,2,client was not previously contacted,0,unknown,True
20,student,single,secondary,no,1819,no,no,cellular,9,apr,245,3,client was not previously contacted,0,unknown,True
85,retired,married,primary,no,12114,no,no,telephone,12,feb,165,2,client was not previously contacted,0,unknown,True
87,retired,married,primary,no,2190,no,no,telephone,12,jan,512,2,client was not previously contacted,0,unknown,True
49,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,772,1,client was not previously contacted,0,unknown,True
39,management,married,tertiary,no,-190,no,yes,unknown,11,jun,893,8,client was not previously contacted,0,unknown,True
55,technician,married,secondary,no,0,yes,yes,cellular,2,mar,116,1,client was not previously contacted,0,unknown,True
41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,549,2,client was not previously contacted,0,unknown,True
27,admin.,married,secondary,no,1293,yes,no,cellular,8,apr,1665,3,client was not previously contacted,0,unknown,True
83,retired,divorced,primary,no,46,no,no,cellular,25,mar,115,1,client was not previously contacted,0,unknown,True
70,retired,married,secondary,no,2626,no,no,cellular,2,sep,140,2,client was not previously contacted,0,unknown,True
34,admin.,married,secondary,no,124,yes,no,telephone,14,may,604,4,366,2,other,True
54,housemaid,married,secondary,no,962,yes,no,cellular,29,oct,288,3,client was not previously contacted,0,unknown,True
39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,2,failure,True
35,blue-collar,married,tertiary,no,2999,no,no,unknown,12,jun,1141,6,client was not previously contacted,0,unknown,True
39,unemployed,single,secondary,no,-114,yes,no,cellular,3,feb,372,1,client was not previously contacted,0,unknown,True
68,retired,married,secondary,no,1146,no,no,cellular,13,may,356,1,71,5,success,True
46,blue-collar,single,tertiary,no,460,yes,no,unknown,7,may,1102,2,client was not previously contacted,0,unknown,True
62,management,married,tertiary,no,2785,no,no,cellular,6,jul,270,3,client was not previously contacted,0,unknown,True
22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,client was not previously contacted,0,unknown,True
50,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180,1,client was not previously contacted,0,unknown,True
60,unemployed,married,secondary,no,957,no,no,cellular,8,sep,246,1,184,3,success,True
52,unemployed,married,secondary,no,94,no,no,cellular,10,nov,293,3,190,10,failure,True
35,blue-collar,married,secondary,no,262,no,no,cellular,15,mar,427,1,181,3,success,True
33,technician,married,secondary,no,180,no,no,cellular,4,aug,561,1,435,3,failure,True
60,management,married,tertiary,no,5041,no,no,telephone,4,nov,399,1,client was not previously contacted,0,unknown,True
46,technician,married,secondary,no,332,yes,no,unknown,9,may,772,1,client was not previously contacted,0,unknown,True
26,technician,single,secondary,no,639,yes,no,unknown,6,jun,709,5,client was not previously contacted,0,unknown,True
28,services,single,secondary,no,340,yes,no,cellular,24,jul,821,2,client was not previously contacted,0,unknown,True
50,admin.,married,secondary,no,4117,no,no,cellular,21,nov,530,1,client was not previously contacted,0,unknown,True
34,technician,married,secondary,no,133,no,no,cellular,12,may,171,2,181,3,success,True
40,management,married,tertiary,no,1308,no,no,telephone,3,feb,1776,2,client was not previously contacted,0,unknown,True
35,management,married,tertiary,no,2161,no,no,cellular,9,sep,569,3,client was not previously contacted,0,unknown,True
34,technician,married,tertiary,no,127,no,no,cellular,3,jun,117,1,client was not previously contacted,0,unknown,True
53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,client was not previously contacted,0,unknown,True
76,housemaid,divorced,primary,no,1411,no,no,telephone,19,oct,233,2,187,3,success,True
60,blue-collar,married,primary,no,5,no,no,cellular,4,may,494,1,95,2,success,True
49,management,married,tertiary,no,85,yes,no,cellular,14,may,590,5,359,1,other,True
34,services,single,tertiary,no,3119,no,no,cellular,16,oct,306,1,client was not previously contacted,0,unknown,True
22,student,single,secondary,no,1522,no,no,cellular,30,oct,368,2,client was not previously contacted,0,unknown,True
33,admin.,divorced,tertiary,no,891,no,no,cellular,8,may,398,2,client was not previously contacted,0,unknown,True
57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,client was not previously contacted,0,unknown,True
47,entrepreneur,married,secondary,no,0,no,no,unknown,5,jun,1446,1,client was not previously contacted,0,unknown,True
47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,True
54,unknown,married,secondary,no,2206,no,no,cellular,11,feb,449,1,91,3,success,True
55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,True
33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,844,1,client was not previously contacted,0,unknown,True
31,unemployed,married,tertiary,no,330,no,no,cellular,13,jan,260,1,194,2,success,True
31,admin.,married,secondary,no,35,no,no,cellular,13,aug,315,2,105,1,success,True
31,admin.,single,secondary,no,190,no,no,cellular,30,apr,514,1,client was not previously contacted,0,unknown,True
54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,client was not previously contacted,0,unknown,True
30,management,single,tertiary,no,697,no,no,cellular,28,apr,545,2,181,8,success,True
27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,1,87,3,success,True
66,technician,married,secondary,no,0,no,no,cellular,6,feb,751,1,client was not previously contacted,0,unknown,True
45,management,single,tertiary,no,2067,yes,no,cellular,13,aug,393,2,462,1,success,True
34,management,single,tertiary,no,1058,yes,no,unknown,28,may,864,2,client was not previously contacted,0,unknown,True
32,management,married,tertiary,no,8929,no,no,cellular,11,mar,126,1,client was not previously contacted,0,unknown,True
31,blue-collar,married,tertiary,no,-35,no,no,cellular,20,nov,952,2,client was not previously contacted,0,unknown,True
30,technician,single,tertiary,no,4060,no,no,cellular,3,feb,179,1,93,1,other,True
33,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,client was not previously contacted,0,unknown,True
35,services,single,tertiary,no,0,no,no,cellular,3,jul,704,1,client was not previously contacted,0,unknown,True
29,management,single,tertiary,no,2531,no,no,cellular,19,aug,634,1,client was not previously contacted,0,unknown,True
38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,696,1,202,2,success,True
45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,oct,676,1,client was not previously contacted,0,unknown,True
29,management,single,tertiary,no,572,no,no,cellular,4,jun,224,1,client was not previously contacted,0,unknown,True
41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,882,1,181,3,success,True
52,housemaid,married,primary,no,10943,no,no,cellular,16,sep,292,1,client was not previously contacted,0,unknown,True
42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,client was not previously contacted,0,unknown,True
34,management,single,tertiary,no,-578,yes,no,cellular,18,may,767,2,client was not previously contacted,0,unknown,True
54,retired,married,secondary,no,1371,no,no,telephone,25,jul,1492,2,client was not previously contacted,0,unknown,True
36,management,married,tertiary,no,93,no,no,cellular,12,jul,262,2,182,7,failure,True
36,technician,married,secondary,no,368,yes,yes,unknown,6,may,1597,2,client was not previously contacted,0,unknown,True
46,housemaid,divorced,primary,no,2084,yes,no,cellular,18,jul,1081,2,client was not previously contacted,0,unknown,True
36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,356,2,success,True
24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,client was not previously contacted,0,unknown,True
