Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
18,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,12,False
28,White,Male,married,Husband,Cambodia,sales sector,private sector employee,0,0,bachelor's degree,45,False
32,White,Male,divorced,Not-in-family,United States,sales sector,private sector employee,0,0,bachelor's degree,45,False
56,White,Male,married,Husband,United States,,,0,0,associate's degree,20,False
30,White,Male,married,Husband,United States,,,0,0,master's degree,46,True
28,White,Male,never married,Not-in-family,United States,,,0,1762,finished 11th class,40,False
37,White,Male,married,Husband,United States,protective services sector,private sector employee,0,0,finished 9th class,16,False
39,White,Female,never married,Unmarried,United States,office and administrative support,federal government,0,0,associate's degree,40,False
66,White,Female,widowed,Not-in-family,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,finished 11th class,84,True
23,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,college for less than one year,30,False
50,White,Male,married,Husband,United States,service sector,private sector employee,0,0,college for less than one year,44,False
39,White,Female,married,Wife,United States,service sector,"owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,15,True
36,White,Female,never married,Own-child,United States,,,0,0,bachelor's degree,40,False
39,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,college for less than one year,84,True
51,White,Female,divorced,Unmarried,United States,service sector,private sector employee,0,0,college for less than one year,56,False
27,White,Male,never married,Other-relative,United States,professional specialty,"owner of a non-incorporated business, professional practice, or farm",0,0,college for one or more years without a degree,30,False
37,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector","owner of a non-incorporated business, professional practice, or farm",0,0,finished 11th class,40,False
52,White,Female,separated,Not-in-family,United States,execution and management,federal government,0,0,college for less than one year,40,False
52,White,Female,married,Wife,United States,service sector,private sector employee,0,0,finished 10th class,35,False
29,White,Male,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,1974,high school graduate,35,False
19,White,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,college for less than one year,35,False
40,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,high school graduate,40,True
18,Black,Female,never married,Other-relative,United States,sales sector,private sector employee,0,0,finished 10th class,40,False
31,White,Male,never married,Not-in-family,United States,technology and support sector,private sector employee,0,0,college for one or more years without a degree,40,False
35,White,Male,never married,Not-in-family,United States,office and administrative support,private sector employee,8614,0,high school graduate,40,True
21,White,Male,never married,Own-child,United States,,,0,0,college for less than one year,40,False
26,White,Male,never married,Not-in-family,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,college for less than one year,48,False
45,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 11th class,42,False
25,White,Female,never married,Other-relative,Guatemala,private household,private sector employee,0,0,finished 8th class,40,False
34,White,Male,never married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,40,False
48,Black,Male,married,Husband,United States,sales sector,private sector employee,0,0,bachelor's degree,40,True
