Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
44,Black,Male,married,Husband,United States,service sector,"owner of a incorporated business, professional practice, or farm",0,0,high school graduate,48,False
43,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,40,False
49,White,Male,married,Not-in-family,United States,professional specialty,private sector employee,0,0,master's degree,40,False
43,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,bachelor's degree,40,False
37,White,Male,married,Husband,El-Salvador,execution and management,private sector employee,0,0,master's degree,55,True
20,White,Male,never married,Not-in-family,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,college for less than one year,72,False
20,White,Male,never married,Own-child,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,high school graduate,40,False
34,White,Male,married,Husband,United States,execution and management,local government,3103,0,bachelor's degree,50,True
36,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
39,White,Male,married,Not-in-family,,craft and repair sector,private sector employee,0,1564,bachelor's degree,50,True
25,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,bachelor's degree,40,False
22,White,Female,married,Unmarried,United States,sales sector,private sector employee,0,0,high school graduate,30,False
28,White,Male,married,Husband,United States,craft and repair sector,"owner of a incorporated business, professional practice, or farm",0,0,finished 11th class,50,True
21,White,Male,never married,Own-child,United States,,,0,0,high school graduate,20,False
50,White,Female,divorced,Not-in-family,United States,execution and management,private sector employee,0,0,college for less than one year,40,False
34,White,Female,never married,Not-in-family,United States,execution and management,private sector employee,0,0,master's degree,50,False
25,Asian-Pac-Islander,Male,never married,Unmarried,Philippines,sales sector,private sector employee,0,0,bachelor's degree,44,False
80,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,professional degree,35,True
27,White,Male,married,Husband,United States,craft and repair sector,"owner of a incorporated business, professional practice, or farm",0,1740,high school graduate,40,False
19,White,Male,never married,Other-relative,United States,machine operator and inspector,private sector employee,0,0,high school graduate,45,False
46,White,Female,separated,Own-child,Guatemala,machine operator and inspector,private sector employee,0,0,finished 4th class,40,False
44,White,Male,married,Husband,United States,execution and management,state government,0,0,bachelor's degree,40,True
32,White,Male,married,Husband,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,50,True
32,White,Male,never married,Not-in-family,United States,office and administrative support,federal government,0,0,high school graduate,40,False
35,White,Male,married,Husband,United States,technology and support sector,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,45,True
38,White,Male,married,Husband,United States,craft and repair sector,private sector employee,7298,0,high school graduate,50,True
38,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,bachelor's degree,42,False
38,White,Female,married,Wife,United States,professional specialty,private sector employee,3908,0,college for one or more years without a degree,50,False
33,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,finished 11th class,60,False
61,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
23,White,Female,never married,Not-in-family,United States,technology and support sector,private sector employee,4101,0,college for less than one year,40,False
34,White,Male,married,Husband,United States,sales sector,private sector employee,7688,0,professional degree,40,True
32,White,Male,never married,Own-child,United States,craft and repair sector,state government,0,0,college for less than one year,20,False
27,White,Male,never married,Other-relative,United States,technology and support sector,private sector employee,0,0,bachelor's degree,50,False
30,White,Male,divorced,Unmarried,United States,sales sector,private sector employee,1151,0,high school graduate,30,False
27,White,Male,married,Husband,,service sector,private sector employee,0,0,high school graduate,36,False
65,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,40,True
45,Black,Female,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,finished 11th class,40,False
53,White,Female,widowed,Unmarried,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,college for less than one year,40,False
23,White,Male,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,bachelor's degree,40,False
41,White,Female,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,doctoral degree,40,True
34,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,45,False
37,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,bachelor's degree,40,True
35,White,Female,separated,Unmarried,United States,machine operator and inspector,private sector employee,0,0,finished 12th class without diploma,40,False
53,White,Male,never married,Not-in-family,United States,sales sector,private sector employee,0,2559,high school graduate,48,True
21,White,Female,never married,Own-child,United States,office and administrative support,private sector employee,0,0,high school graduate,45,False
43,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,84,False
22,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,finished 8th class,40,False
