age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
44,Black,Male,Married-civ-spouse,Husband,United-States,Other-service,Self-emp-inc,0,0,HS-grad,48,False
43,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,HS-grad,40,False
49,White,Male,Married-spouse-absent,Not-in-family,United-States,Prof-specialty,Private,0,0,Masters,40,False
43,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Bachelors,40,False
37,White,Male,Married-civ-spouse,Husband,El-Salvador,Exec-managerial,Private,0,0,Masters,55,True
20,White,Male,Never-married,Not-in-family,United-States,Farming-fishing,Private,0,0,Some-college,72,False
20,White,Male,Never-married,Own-child,United-States,Farming-fishing,Private,0,0,HS-grad,40,False
34,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Local-gov,3103,0,Bachelors,50,True
36,White,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
39,White,Male,Married-spouse-absent,Not-in-family,,Craft-repair,Private,0,1564,Bachelors,50,True
25,White,Female,Never-married,Not-in-family,United-States,Sales,Private,0,0,Bachelors,40,False
22,White,Female,Married-spouse-absent,Unmarried,United-States,Sales,Private,0,0,HS-grad,30,False
28,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-inc,0,0,11th,50,True
21,White,Male,Never-married,Own-child,United-States,,,0,0,HS-grad,20,False
50,White,Female,Divorced,Not-in-family,United-States,Exec-managerial,Private,0,0,Some-college,40,False
34,White,Female,Never-married,Not-in-family,United-States,Exec-managerial,Private,0,0,Masters,50,False
25,Asian-Pac-Islander,Male,Never-married,Unmarried,Philippines,Sales,Private,0,0,Bachelors,44,False
80,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Prof-school,35,True
27,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-inc,0,1740,HS-grad,40,False
19,White,Male,Never-married,Other-relative,United-States,Machine-op-inspct,Private,0,0,HS-grad,45,False
46,White,Female,Separated,Own-child,Guatemala,Machine-op-inspct,Private,0,0,1st-4th,40,False
44,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,State-gov,0,0,Bachelors,40,True
32,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-not-inc,0,0,Bachelors,50,True
32,White,Male,Never-married,Not-in-family,United-States,Adm-clerical,Federal-gov,0,0,HS-grad,40,False
35,White,Male,Married-civ-spouse,Husband,United-States,Tech-support,Self-emp-inc,0,0,Bachelors,45,True
38,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,7298,0,HS-grad,50,True
38,White,Female,Never-married,Not-in-family,United-States,Sales,Private,0,0,Bachelors,42,False
38,White,Female,Married-civ-spouse,Wife,United-States,Prof-specialty,Private,3908,0,Assoc-voc,50,False
33,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,11th,60,False
61,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,40,False
23,White,Female,Never-married,Not-in-family,United-States,Tech-support,Private,4101,0,Some-college,40,False
34,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,7688,0,Prof-school,40,True
32,White,Male,Never-married,Own-child,United-States,Craft-repair,State-gov,0,0,Some-college,20,False
27,White,Male,Never-married,Other-relative,United-States,Tech-support,Private,0,0,Bachelors,50,False
