age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
18,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,12,False
28,White,Male,Married-civ-spouse,Husband,Cambodia,Sales,Private,0,0,Bachelors,45,False
32,White,Male,Divorced,Not-in-family,United-States,Sales,Private,0,0,Bachelors,45,False
56,White,Male,Married-civ-spouse,Husband,United-States,,,0,0,Assoc-acdm,20,False
30,White,Male,Married-civ-spouse,Husband,United-States,,,0,0,Masters,46,True
28,White,Male,Never-married,Not-in-family,Outlying-US(Guam-USVI-etc),,,0,1762,11th,40,False
37,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,Private,0,0,9th,16,False
39,White,Female,Never-married,Unmarried,United-States,Adm-clerical,Federal-gov,0,0,Assoc-acdm,40,False
66,White,Female,Widowed,Not-in-family,United-States,Exec-managerial,Self-emp-not-inc,0,0,11th,84,True
23,White,Female,Never-married,Not-in-family,United-States,Sales,Private,0,0,Some-college,30,False
50,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,Some-college,44,False
39,White,Female,Married-civ-spouse,Wife,United-States,Other-service,Self-emp-not-inc,0,0,Some-college,15,True
36,White,Female,Never-married,Own-child,United-States,,,0,0,Bachelors,40,False
39,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,Some-college,84,True
51,White,Female,Divorced,Unmarried,United-States,Other-service,Private,0,0,Some-college,56,False
27,White,Male,Never-married,Other-relative,United-States,Prof-specialty,Self-emp-not-inc,0,0,Assoc-voc,30,False
37,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Self-emp-not-inc,0,0,11th,40,False
52,White,Female,Separated,Not-in-family,United-States,Exec-managerial,Federal-gov,0,0,Some-college,40,False
52,White,Female,Married-civ-spouse,Wife,United-States,Other-service,Private,0,0,10th,35,False
29,White,Male,Never-married,Not-in-family,United-States,Craft-repair,Private,0,1974,HS-grad,35,False
19,White,Male,Never-married,Not-in-family,United-States,Other-service,Private,0,0,Some-college,35,False
40,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,40,True
18,Black,Female,Never-married,Other-relative,United-States,Sales,Private,0,0,10th,40,False
31,White,Male,Never-married,Not-in-family,United-States,Tech-support,Private,0,0,Assoc-voc,40,False
35,White,Male,Never-married,Not-in-family,United-States,Adm-clerical,Private,8614,0,HS-grad,40,True
21,White,Male,Never-married,Own-child,United-States,,,0,0,Some-college,40,False
26,White,Male,Never-married,Not-in-family,United-States,Sales,Self-emp-inc,0,0,Some-college,48,False
45,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,11th,42,False
25,White,Female,Never-married,Other-relative,Guatemala,Priv-house-serv,Private,0,0,7th-8th,40,False
34,White,Male,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,Some-college,40,False
48,Black,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,40,True
18,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,HS-grad,20,False
46,White,Male,Never-married,Not-in-family,United-States,Exec-managerial,State-gov,0,0,Bachelors,45,False
52,White,Female,Divorced,Unmarried,United-States,,,0,0,HS-grad,38,False
17,White,Female,Never-married,Own-child,United-States,,,0,0,12th,8,False
62,Black,Male,Divorced,Not-in-family,United-States,Tech-support,Federal-gov,4650,0,Some-college,40,False
20,White,Male,Never-married,Own-child,United-States,Sales,Private,0,0,Some-college,35,False
35,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,60,True
27,Black,Male,Never-married,Own-child,United-States,Prof-specialty,Private,0,0,Bachelors,40,False
29,White,Male,Never-married,Other-relative,Mexico,Other-service,Private,0,0,5th-6th,35,False
60,White,Male,Married-civ-spouse,Husband,United-States,Tech-support,Federal-gov,0,1977,HS-grad,40,True
62,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,State-gov,0,0,Bachelors,38,False
44,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,State-gov,0,1902,Doctorate,40,True
27,Black,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,Some-college,40,False
63,Black,Male,Widowed,Not-in-family,United-States,Handlers-cleaners,Federal-gov,0,0,HS-grad,40,False
57,White,Female,Divorced,Not-in-family,United-States,Exec-managerial,Federal-gov,0,0,Masters,60,True
39,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,Assoc-voc,60,False
37,White,Female,Divorced,Unmarried,United-States,Adm-clerical,Local-gov,0,0,Some-college,40,False
39,White,Female,Divorced,Unmarried,United-States,Craft-repair,Local-gov,0,0,HS-grad,40,False
51,White,Male,Married-civ-spouse,Husband,United-States,Sales,Self-emp-inc,0,0,Some-college,40,False
35,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Local-gov,0,0,Some-college,40,False
47,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-not-inc,0,0,HS-grad,40,True
54,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,State-gov,0,0,Masters,50,True
47,White,Female,Divorced,Not-in-family,United-States,Prof-specialty,Local-gov,0,0,Bachelors,35,True
37,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,45,False
40,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,60,False
20,White,Female,Never-married,Own-child,United-States,Exec-managerial,Private,0,0,Some-college,30,False
32,White,Male,Never-married,Not-in-family,United-States,Prof-specialty,Private,0,0,Bachelors,50,True
43,White,Male,Divorced,Not-in-family,United-States,Machine-op-inspct,Private,0,0,HS-grad,45,False
49,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,Local-gov,0,0,Some-college,44,True
46,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Local-gov,0,0,11th,30,False
35,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
32,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,60,False
38,White,Male,Divorced,Not-in-family,United-States,Sales,Private,0,0,HS-grad,80,False
32,Asian-Pac-Islander,Female,Never-married,Not-in-family,United-States,Protective-serv,Local-gov,0,0,Assoc-voc,50,False
34,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,7688,0,Assoc-voc,40,True
22,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,State-gov,0,0,Some-college,32,False
44,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,1977,Bachelors,40,True
32,White,Male,Married-civ-spouse,Husband,Italy,Farming-fishing,Self-emp-not-inc,0,0,HS-grad,40,False
44,White,Female,Married-civ-spouse,Wife,United-States,Other-service,Self-emp-not-inc,0,0,Assoc-acdm,99,False
24,White,Male,Never-married,Not-in-family,United-States,Machine-op-inspct,Private,0,0,HS-grad,48,False
22,White,Female,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,Some-college,25,False
23,White,Female,Never-married,Not-in-family,United-States,Exec-managerial,Private,0,0,Bachelors,38,False
29,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Some-college,40,False
32,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Self-emp-not-inc,0,0,HS-grad,40,False
19,White,Male,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,11th,60,False
26,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,3103,0,Assoc-voc,45,True
56,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Bachelors,40,True
43,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Bachelors,48,True
33,Black,Male,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Bachelors,40,False
26,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Assoc-voc,45,False
27,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,Private,0,0,Bachelors,40,False
21,White,Male,Never-married,Own-child,United-States,Farming-fishing,Private,0,0,HS-grad,24,False
71,White,Male,Widowed,Not-in-family,United-States,Exec-managerial,Local-gov,2050,0,Masters,20,False
37,White,Male,Never-married,Not-in-family,El-Salvador,Sales,Private,0,2339,HS-grad,40,False
37,White,Female,Divorced,Other-relative,United-States,Exec-managerial,Federal-gov,0,0,Bachelors,50,False
53,White,Male,Married-civ-spouse,Husband,England,Prof-specialty,Private,15024,0,Doctorate,50,True
43,White,Female,Divorced,Unmarried,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
27,Amer-Indian-Eskimo,Male,Never-married,Other-relative,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
34,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,45,True
28,White,Male,Never-married,Own-child,United-States,Prof-specialty,Private,0,0,HS-grad,40,False
25,Black,Male,Never-married,Own-child,United-States,Craft-repair,Local-gov,0,0,HS-grad,40,False
40,White,Female,Married-civ-spouse,Wife,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
64,White,Male,Widowed,Not-in-family,United-States,Sales,Private,2354,0,Some-college,35,False
32,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,0,Bachelors,40,True
47,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,Philippines,Machine-op-inspct,Private,3103,0,Some-college,40,True
26,Asian-Pac-Islander,Male,Never-married,Not-in-family,India,Prof-specialty,State-gov,2463,0,Prof-school,50,False
34,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Bachelors,45,False
28,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Bachelors,50,False
75,White,Female,Married-spouse-absent,Not-in-family,United-States,Prof-specialty,Self-emp-not-inc,0,0,Masters,50,False
40,White,Male,Divorced,Unmarried,United-States,Craft-repair,Private,0,0,HS-grad,40,False
49,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,Private,0,0,HS-grad,40,False
18,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,10th,28,False
44,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,7688,0,Bachelors,40,True
41,White,Male,Married-civ-spouse,Husband,United-States,Tech-support,Private,0,0,Bachelors,40,True
64,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Masters,20,True
26,White,Male,Never-married,Not-in-family,Peru,Protective-serv,Local-gov,0,0,Some-college,40,False
54,Black,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,HS-grad,20,False
49,White,Female,Separated,Unmarried,United-States,Prof-specialty,Local-gov,0,0,Masters,50,False
26,Asian-Pac-Islander,Male,Divorced,Not-in-family,Philippines,Farming-fishing,Private,0,0,HS-grad,40,False
28,Amer-Indian-Eskimo,Male,Divorced,Not-in-family,United-States,Sales,Private,14084,0,HS-grad,40,True
29,Amer-Indian-Eskimo,Male,Married-spouse-absent,Not-in-family,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
62,Black,Female,Divorced,Not-in-family,United-States,Priv-house-serv,Private,0,0,HS-grad,20,False
