age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
40,White,Male,Never-married,Not-in-family,United-States,Other-service,Private,0,0,7th-8th,20,False
46,White,Female,Separated,Unmarried,United-States,Exec-managerial,Private,0,0,Bachelors,40,False
32,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-inc,0,0,Some-college,40,False
62,White,Female,Married-civ-spouse,Wife,United-States,Prof-specialty,Local-gov,0,0,Bachelors,40,False
25,Black,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,3103,0,12th,40,False
36,White,Female,Divorced,Unmarried,United-States,Adm-clerical,Local-gov,0,0,Some-college,65,False
28,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
44,Black,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,5178,0,Masters,60,True
59,White,Female,Married-civ-spouse,Wife,United-States,,,0,0,HS-grad,40,True
47,White,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,State-gov,0,0,Some-college,30,False
59,White,Female,Divorced,Not-in-family,Outlying-US(Guam-USVI-etc),Exec-managerial,Private,0,0,Some-college,52,False
48,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,Some-college,40,True
27,Amer-Indian-Eskimo,Male,Married-civ-spouse,Own-child,United-States,,,0,0,Assoc-acdm,40,False
43,White,Female,Married-spouse-absent,Other-relative,El-Salvador,Priv-house-serv,Private,0,0,5th-6th,40,False
56,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
29,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,Private,14344,0,Bachelors,40,True
36,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,True
32,Black,Female,Divorced,Unmarried,Honduras,Sales,Private,0,1138,Some-college,40,False
56,Black,Male,Separated,Not-in-family,United-States,Other-service,Federal-gov,0,0,Some-college,40,False
39,Black,Female,Divorced,Unmarried,United-States,Other-service,Private,5455,0,HS-grad,40,False
46,Black,Female,Never-married,Unmarried,United-States,Exec-managerial,Private,0,0,Bachelors,40,False
37,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Local-gov,0,0,Some-college,30,False
51,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Federal-gov,0,0,Some-college,40,True
34,White,Male,Divorced,Own-child,United-States,,,0,0,11th,84,False
34,Black,Female,Never-married,Not-in-family,United-States,Other-service,Private,0,0,HS-grad,25,False
30,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Some-college,40,True
54,Black,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Bachelors,36,False
34,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,HS-grad,40,False
60,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-inc,0,0,Some-college,20,False
29,White,Female,Married-civ-spouse,Wife,United-States,Other-service,Private,0,1902,HS-grad,35,True
29,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,40,True
21,White,Male,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,HS-grad,30,False
38,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,42,True
49,White,Male,Never-married,Not-in-family,United-States,Other-service,Self-emp-not-inc,0,0,Some-college,20,False
25,Amer-Indian-Eskimo,Female,Never-married,Not-in-family,United-States,,,0,0,Some-college,20,False
40,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,1902,HS-grad,40,True
41,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Assoc-acdm,60,True
46,Black,Female,Widowed,Unmarried,United-States,Exec-managerial,Local-gov,0,0,Masters,35,False
26,White,Male,Never-married,Not-in-family,United-States,Farming-fishing,Private,0,0,HS-grad,40,False
37,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,Some-college,40,False
37,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,50,True
19,White,Male,Never-married,Own-child,United-States,Farming-fishing,Private,0,0,Some-college,66,False
49,White,Male,Never-married,Other-relative,United-States,Other-service,Private,0,0,7th-8th,35,False
32,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-not-inc,0,0,Bachelors,40,False
50,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,State-gov,0,0,Doctorate,40,True
21,White,Male,Never-married,Not-in-family,United-States,Handlers-cleaners,Private,0,0,Some-college,20,False
42,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,40,False
55,White,Female,Widowed,Own-child,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
36,White,Male,Never-married,Unmarried,United-States,Machine-op-inspct,Private,0,0,Some-college,45,False
36,Asian-Pac-Islander,Female,Married-civ-spouse,Wife,China,Adm-clerical,Local-gov,0,0,HS-grad,40,True
20,White,Female,Divorced,Not-in-family,United-States,,,0,0,11th,40,False
44,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Masters,40,False
26,White,Male,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Bachelors,45,False
32,White,Female,Never-married,Unmarried,United-States,Tech-support,Private,0,0,Assoc-voc,60,False
26,White,Male,Divorced,Unmarried,United-States,Craft-repair,Private,0,0,HS-grad,40,False
35,White,Female,Married-civ-spouse,Wife,United-States,Tech-support,Private,0,0,HS-grad,35,True
30,White,Male,Never-married,Not-in-family,United-States,Other-service,State-gov,0,0,HS-grad,40,False
38,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,48,False
21,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,30,False
25,White,Male,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
32,White,Female,Divorced,Other-relative,United-States,Adm-clerical,Private,4865,0,Some-college,40,False
71,White,Female,Widowed,Not-in-family,United-States,Adm-clerical,Self-emp-not-inc,0,0,HS-grad,35,False
30,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,45,False
