Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
34,White,Male,divorced,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,35,False
42,Black,Female,separated,Unmarried,United States,professional specialty,state government,0,0,college for less than one year,40,False
57,White,Male,married,Husband,Italy,cleaning and maintenance sector,private sector employee,0,0,finished 4th class,40,False
45,White,Male,married,Husband,United States,office and administrative support,private sector employee,2407,0,finished 12th class without diploma,50,False
33,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,40,False
33,White,Female,divorced,Unmarried,Germany,professional specialty,private sector employee,914,0,bachelor's degree,40,False
45,White,Female,divorced,Own-child,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
72,Black,Male,married,Husband,United States,protective services sector,private sector employee,0,0,college for less than one year,40,False
60,White,Male,married,Husband,United States,service sector,private sector employee,0,0,high school graduate,40,True
18,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,15,False
41,Black,Female,married,Wife,United States,office and administrative support,local government,0,0,college for less than one year,40,False
39,White,Male,separated,Not-in-family,United States,sales sector,private sector employee,0,0,bachelor's degree,50,False
20,White,Male,never married,Own-child,United States,"transportation, communication, and other public utilities sector",private sector employee,0,1602,college for less than one year,40,False
30,White,Female,separated,Unmarried,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
40,Black,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
24,White,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,associate's degree,48,False
27,Black,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,1590,bachelor's degree,40,False
20,White,Female,never married,Own-child,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
46,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,bachelor's degree,44,True
43,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for one or more years without a degree,40,False
38,White,Male,married,Husband,United States,execution and management,private sector employee,0,1848,bachelor's degree,54,True
27,White,Female,never married,Not-in-family,United States,execution and management,private sector employee,0,0,associate's degree,40,True
23,White,Male,married,Husband,United States,,,0,1573,high school graduate,40,False
23,White,Female,never married,Unmarried,United States,office and administrative support,private sector employee,0,0,college for less than one year,38,False
20,White,Male,separated,Own-child,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
23,Black,Male,never married,Own-child,Haiti,office and administrative support,private sector employee,0,0,college for less than one year,20,False
63,White,Male,married,Husband,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,30,True
40,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,True
55,Black,Male,never married,Other-relative,United States,cleaning and maintenance sector,private sector employee,0,0,finished 9th class,37,False
33,White,Female,divorced,Unmarried,United States,sales sector,private sector employee,0,0,high school graduate,40,False
17,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,finished 12th class without diploma,20,False
38,White,Female,divorced,Not-in-family,United States,execution and management,private sector employee,0,0,college for less than one year,40,False
27,White,Female,married,Own-child,Mexico,"agriculture, forestry, and fisheries sector",private sector employee,0,0,high school graduate,40,False
47,White,Male,married,Husband,United States,execution and management,local government,0,0,master's degree,37,True
57,White,Female,widowed,Unmarried,United States,service sector,local government,0,0,high school graduate,30,False
30,White,Female,married,Wife,United States,,,0,0,bachelor's degree,4,False
32,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,bachelor's degree,60,True
27,White,Male,separated,Not-in-family,United States,protective services sector,state government,0,0,high school graduate,45,False
44,White,Female,divorced,Unmarried,United States,sales sector,private sector employee,0,0,bachelor's degree,75,False
67,White,Male,married,Husband,United States,service sector,private sector employee,0,0,high school graduate,10,False
38,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,50,False
27,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,high school graduate,40,False
61,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,2051,high school graduate,20,False
56,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,48,True
47,White,Male,married,Husband,United States,craft and repair sector,federal government,0,0,high school graduate,40,False
44,White,Male,married,Husband,United States,professional specialty,private sector employee,99999,0,professional degree,60,True
35,White,Female,never married,Own-child,United States,professional specialty,federal government,0,0,bachelor's degree,40,False
58,White,Female,divorced,Unmarried,United States,office and administrative support,private sector employee,2174,0,high school graduate,40,False
27,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,college for less than one year,40,False
31,White,Female,divorced,Not-in-family,United States,office and administrative support,private sector employee,0,0,college for less than one year,50,False
32,White,Male,married,Husband,United States,professional specialty,state government,0,0,professional degree,75,True
65,Black,Male,never married,Not-in-family,United States,,,2346,0,high school graduate,40,False
24,White,Female,married,Wife,United States,craft and repair sector,private sector employee,0,0,high school graduate,36,False
28,White,Male,never married,Own-child,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
24,White,Female,never married,Own-child,United States,professional specialty,local government,0,0,bachelor's degree,50,False
49,White,Male,married,Husband,Portugal,craft and repair sector,private sector employee,0,0,finished 4th class,40,False
37,Black,Male,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
23,Amer-Indian-Eskimo,Female,never married,Not-in-family,United States,,,0,0,college for one or more years without a degree,30,False
36,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,associate's degree,50,False
23,White,Male,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,bachelor's degree,30,False
27,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
19,White,Male,never married,Own-child,United States,"agriculture, forestry, and fisheries sector",state government,0,0,college for less than one year,12,False
20,White,Male,never married,Own-child,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,40,False
80,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,30,False
