Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
42,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,60,False
38,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
53,Black,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",local government,0,0,high school graduate,40,True
37,Black,Male,never married,Not-in-family,,execution and management,private sector employee,0,1564,master's degree,50,True
29,Asian-Pac-Islander,Female,married,Wife,United States,office and administrative support,private sector employee,0,0,bachelor's degree,45,True
62,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,1902,bachelor's degree,55,True
21,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,college for less than one year,40,False
20,White,Male,never married,Not-in-family,United States,sales sector,private sector employee,0,0,college for less than one year,45,False
65,White,Male,married,Husband,United States,service sector,private sector employee,0,0,bachelor's degree,20,False
29,Black,Male,married,Husband,United States,service sector,private sector employee,0,0,high school graduate,50,False
39,White,Male,married,Husband,Mexico,service sector,private sector employee,2407,0,finished 11th class,70,False
56,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,50,True
25,White,Male,never married,Unmarried,United States,cleaning and maintenance sector,private sector employee,0,0,finished 12th class without diploma,43,False
31,White,Male,married,Husband,United States,service sector,private sector employee,0,0,high school graduate,40,False
42,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,60,True
60,White,Female,widowed,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
21,White,Female,never married,Own-child,United States,execution and management,local government,0,0,associate's degree,40,False
31,White,Male,married,Husband,United States,execution and management,private sector employee,7688,0,high school graduate,40,True
31,White,Female,never married,Not-in-family,Portugal,cleaning and maintenance sector,private sector employee,0,0,finished 8th class,30,False
25,White,Male,never married,Own-child,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
34,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,high school graduate,50,False
34,White,Male,separated,Not-in-family,United States,sales sector,private sector employee,0,0,college for less than one year,45,False
50,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector","owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,40,True
53,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a incorporated business, professional practice, or farm",0,0,college for less than one year,60,False
55,White,Male,divorced,Not-in-family,United States,"transportation, communication, and other public utilities sector",state government,0,0,college for less than one year,40,False
29,White,Male,married,Husband,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,40,False
31,White,Female,divorced,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
18,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,finished 11th class,20,False
51,White,Female,married,Wife,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,bachelor's degree,40,True
44,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,45,False
