age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
34,White,Male,Divorced,Own-child,United-States,Handlers-cleaners,Private,0,0,HS-grad,35,False
42,Black,Female,Separated,Unmarried,United-States,Prof-specialty,State-gov,0,0,Some-college,40,False
57,White,Male,Married-civ-spouse,Husband,Italy,Handlers-cleaners,Private,0,0,1st-4th,40,False
45,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,2407,0,12th,50,False
33,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,HS-grad,40,False
33,White,Female,Divorced,Unmarried,Germany,Prof-specialty,Private,914,0,Bachelors,40,False
45,White,Female,Divorced,Own-child,United-States,Craft-repair,Private,0,0,HS-grad,40,False
72,Black,Male,Married-civ-spouse,Husband,United-States,Protective-serv,Private,0,0,Some-college,40,False
60,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,HS-grad,40,True
18,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,15,False
41,Black,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,Local-gov,0,0,Some-college,40,False
39,White,Male,Separated,Not-in-family,United-States,Sales,Private,0,0,Bachelors,50,False
20,White,Male,Never-married,Own-child,United-States,Transport-moving,Private,0,1602,Some-college,40,False
30,White,Female,Separated,Unmarried,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
40,Black,Male,Married-civ-spouse,Husband,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
24,White,Male,Never-married,Not-in-family,United-States,Handlers-cleaners,Private,0,0,Assoc-acdm,48,False
27,Black,Female,Never-married,Not-in-family,United-States,Sales,Private,0,1590,Bachelors,40,False
20,White,Female,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
46,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Bachelors,44,True
43,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Assoc-voc,40,False
38,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,1848,Bachelors,54,True
27,White,Female,Never-married,Not-in-family,United-States,Exec-managerial,Private,0,0,Assoc-acdm,40,True
23,White,Male,Married-civ-spouse,Husband,United-States,,,0,1573,HS-grad,40,False
23,White,Female,Never-married,Unmarried,United-States,Adm-clerical,Private,0,0,Some-college,38,False
20,White,Male,Separated,Own-child,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
23,Black,Male,Never-married,Own-child,Haiti,Adm-clerical,Private,0,0,Some-college,20,False
63,White,Male,Married-civ-spouse,Husband,United-States,Sales,Self-emp-not-inc,0,0,Bachelors,30,True
40,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,Some-college,40,True
