age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
34,White,Female,Married-civ-spouse,Wife,United-States,Prof-specialty,Private,15024,0,Bachelors,36,True
20,White,Male,Never-married,Other-relative,United-States,Craft-repair,Private,0,0,HS-grad,40,False
20,White,Female,Never-married,Own-child,United-States,,,594,0,Assoc-acdm,20,False
20,White,Male,Never-married,Own-child,United-States,,,0,0,Some-college,35,False
54,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Bachelors,40,False
45,White,Female,Married-civ-spouse,Wife,United-States,Prof-specialty,Local-gov,0,0,Bachelors,55,False
52,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,40,True
23,Asian-Pac-Islander,Female,Never-married,Not-in-family,Vietnam,Prof-specialty,Private,0,0,Assoc-acdm,30,False
19,White,Female,Never-married,Own-child,United-States,,,0,0,HS-grad,40,False
61,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,9th,40,False
61,White,Male,Divorced,Not-in-family,United-States,Other-service,Private,0,0,Some-college,25,False
42,White,Male,Never-married,Not-in-family,United-States,Tech-support,Private,0,0,Some-college,33,False
62,Black,Female,Widowed,Own-child,United-States,Adm-clerical,Private,0,0,10th,40,False
54,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,State-gov,0,0,Some-college,40,True
38,White,Male,Never-married,Not-in-family,United-States,Transport-moving,Private,0,0,Some-college,40,False
55,White,Male,Married-civ-spouse,Husband,United-States,Tech-support,Federal-gov,0,1887,HS-grad,40,True
40,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-not-inc,0,0,HS-grad,40,False
56,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Some-college,40,True
23,Black,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,Some-college,22,False
33,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,1977,Bachelors,40,True
42,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,2407,0,Assoc-voc,40,False
34,White,Female,Divorced,Unmarried,United-States,Other-service,Private,0,0,Some-college,40,False
43,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Masters,35,True
53,Black,Female,Separated,Unmarried,United-States,Exec-managerial,Private,0,0,Some-college,40,False
46,White,Female,Married-civ-spouse,Wife,United-States,Prof-specialty,Local-gov,0,0,Bachelors,21,True
37,White,Male,Married-civ-spouse,Husband,Cuba,Transport-moving,Self-emp-not-inc,0,0,HS-grad,45,True
55,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,6418,0,HS-grad,50,True
34,White,Female,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,40,False
19,White,Female,Married-civ-spouse,Wife,United-States,,,0,0,Some-college,30,False
35,White,Female,Divorced,Unmarried,United-States,Exec-managerial,Private,0,0,HS-grad,55,False
51,White,Female,Divorced,Not-in-family,United-States,Exec-managerial,Local-gov,0,0,Masters,40,False
34,White,Female,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
