age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
53,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,State-gov,0,0,Some-college,50,False
23,White,Male,Married-civ-spouse,Husband,United-States,Sales,Self-emp-inc,0,1977,HS-grad,40,True
43,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,Some-college,92,True
36,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-not-inc,0,0,Prof-school,50,False
48,White,Female,Never-married,Unmarried,United-States,Craft-repair,Private,0,0,Some-college,38,True
55,White,Female,Widowed,Unmarried,United-States,Adm-clerical,Private,0,0,Bachelors,40,False
18,White,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,11th,30,False
55,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Self-emp-not-inc,0,0,HS-grad,40,False
79,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,HS-grad,7,False
46,Amer-Indian-Eskimo,Male,Divorced,Unmarried,Germany,Machine-op-inspct,Private,0,0,11th,43,False
36,White,Female,Divorced,Own-child,United-States,Exec-managerial,Private,1831,0,HS-grad,40,False
49,White,Female,Widowed,Unmarried,United-States,,,0,0,Some-college,28,False
44,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Masters,40,True
39,White,Male,Never-married,Not-in-family,United-States,Adm-clerical,Federal-gov,0,1741,Bachelors,40,False
61,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,10th,40,False
21,White,Male,Never-married,Other-relative,United-States,Craft-repair,Private,0,0,HS-grad,40,False
60,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,Some-college,40,True
30,White,Male,Never-married,Not-in-family,United-States,,,0,0,7th-8th,40,False
21,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Assoc-acdm,30,False
19,White,Male,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,40,False
20,White,Female,Married-civ-spouse,Other-relative,United-States,,,0,0,HS-grad,32,False
41,White,Male,Married-civ-spouse,Husband,,Exec-managerial,Self-emp-inc,0,0,Bachelors,72,False
22,White,Female,Never-married,Own-child,United-States,Prof-specialty,State-gov,0,0,Bachelors,12,False
57,Black,Male,Widowed,Not-in-family,,Craft-repair,Private,0,0,Assoc-voc,40,False
62,White,Female,Widowed,Unmarried,United-States,Farming-fishing,Self-emp-not-inc,0,0,Some-college,50,False
38,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Bachelors,50,False
47,White,Male,Never-married,Not-in-family,United-States,Handlers-cleaners,Private,0,0,HS-grad,45,False
44,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,Bachelors,50,False
37,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Assoc-voc,39,False
45,Black,Female,Divorced,Unmarried,United-States,Prof-specialty,Local-gov,0,0,Masters,40,False
34,White,Male,Never-married,Not-in-family,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
57,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,7298,0,Bachelors,40,True
33,Black,Female,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
30,White,Male,Never-married,Unmarried,United-States,Craft-repair,Private,0,0,Some-college,40,False
29,White,Male,Never-married,Own-child,United-States,Farming-fishing,Private,0,0,Bachelors,50,False
43,Black,Male,Widowed,Unmarried,United-States,Transport-moving,Private,0,0,HS-grad,40,False
28,White,Female,Never-married,Other-relative,Mexico,Other-service,Self-emp-not-inc,0,0,7th-8th,99,False
25,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,60,True
57,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,South,Craft-repair,Private,0,0,HS-grad,40,True
42,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Local-gov,0,0,HS-grad,40,False
28,White,Male,Separated,Not-in-family,United-States,Craft-repair,Private,0,1974,HS-grad,40,False
37,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Self-emp-not-inc,0,0,HS-grad,40,False
27,White,Male,Married-civ-spouse,Husband,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
67,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,Private,0,0,10th,16,False
35,White,Female,Divorced,Unmarried,Japan,Machine-op-inspct,Private,0,0,HS-grad,38,False
28,White,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,Private,0,0,HS-grad,15,False
18,White,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,11th,18,False
41,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,True
60,White,Male,Married-civ-spouse,Husband,United-States,,,0,0,Bachelors,12,False
21,White,Male,Never-married,Own-child,United-States,Adm-clerical,Federal-gov,0,0,HS-grad,36,False
74,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Without-pay,0,0,7th-8th,20,False
55,White,Female,Divorced,Unmarried,United-States,Adm-clerical,Local-gov,0,0,HS-grad,38,False
57,White,Female,Divorced,Not-in-family,United-States,Tech-support,Private,0,0,Assoc-acdm,40,False
69,White,Female,Divorced,Not-in-family,Germany,Adm-clerical,Private,2964,0,Assoc-acdm,6,False
17,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,11th,16,False
31,White,Male,Divorced,Not-in-family,United-States,Transport-moving,Private,0,0,HS-grad,40,False
35,White,Male,Divorced,Not-in-family,Puerto-Rico,Prof-specialty,Local-gov,0,0,Bachelors,40,False
