age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
42,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,Some-college,60,False
38,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
53,Black,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Local-gov,0,0,HS-grad,40,True
37,Black,Male,Never-married,Not-in-family,,Exec-managerial,Private,0,1564,Masters,50,True
29,Asian-Pac-Islander,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,Private,0,0,Bachelors,45,True
62,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,1902,Bachelors,55,True
21,White,Female,Never-married,Own-child,United-States,Sales,Private,0,0,Some-college,40,False
20,White,Male,Never-married,Not-in-family,United-States,Sales,Private,0,0,Some-college,45,False
65,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,Bachelors,20,False
29,Black,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,HS-grad,50,False
39,White,Male,Married-civ-spouse,Husband,Mexico,Other-service,Private,2407,0,11th,70,False
56,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,50,True
25,White,Male,Never-married,Unmarried,United-States,Handlers-cleaners,Private,0,0,12th,43,False
31,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,HS-grad,40,False
42,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Some-college,60,True
60,White,Female,Widowed,Not-in-family,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
21,White,Female,Never-married,Own-child,United-States,Exec-managerial,Local-gov,0,0,Assoc-acdm,40,False
31,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,7688,0,HS-grad,40,True
31,White,Female,Never-married,Not-in-family,Portugal,Handlers-cleaners,Private,0,0,7th-8th,30,False
25,White,Male,Never-married,Own-child,United-States,Craft-repair,Private,0,0,HS-grad,40,False
34,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,50,False
34,White,Male,Separated,Not-in-family,United-States,Sales,Private,0,0,Some-college,45,False
50,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Self-emp-not-inc,0,0,HS-grad,40,True
53,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-inc,0,0,Some-college,60,False
55,White,Male,Divorced,Not-in-family,United-States,Transport-moving,State-gov,0,0,Some-college,40,False
29,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-not-inc,0,0,HS-grad,40,False
31,White,Female,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
18,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,11th,20,False
51,White,Female,Married-civ-spouse,Wife,United-States,Exec-managerial,Self-emp-not-inc,0,0,Bachelors,40,True
44,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Bachelors,45,False
