age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
43,Other,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-not-inc,0,0,Prof-school,35,True
47,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,65,True
29,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,Assoc-voc,40,False
38,White,Male,Married-civ-spouse,Husband,United-States,Tech-support,Local-gov,0,0,Some-college,40,True
41,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,1902,HS-grad,40,True
21,White,Male,Never-married,Own-child,United-States,,,0,0,Some-college,30,False
77,White,Female,Widowed,Not-in-family,United-States,Adm-clerical,Local-gov,0,0,7th-8th,40,False
34,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Self-emp-inc,0,0,HS-grad,45,False
48,Black,Female,Divorced,Not-in-family,United-States,Prof-specialty,Private,0,0,Bachelors,40,False
36,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Masters,40,True
49,White,Male,Married-civ-spouse,Husband,United-States,,,0,0,7th-8th,99,False
49,Black,Female,Divorced,Unmarried,United-States,Handlers-cleaners,Private,0,0,Some-college,40,False
55,White,Male,Divorced,Not-in-family,United-States,Protective-serv,Private,0,0,HS-grad,20,False
48,White,Male,Divorced,Not-in-family,United-States,Craft-repair,Private,0,0,Some-college,40,False
29,White,Male,Never-married,Not-in-family,United-States,Sales,Private,0,0,Some-college,60,False
19,Black,Male,Never-married,Not-in-family,United-States,Tech-support,Private,0,0,HS-grad,40,False
25,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,HS-grad,30,False
38,Black,Male,Never-married,Not-in-family,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
19,White,Male,Never-married,Not-in-family,United-States,Other-service,Private,0,0,Some-college,35,False
25,Black,Female,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,Assoc-acdm,45,False
45,White,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,Private,0,1902,Some-college,20,True
35,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Self-emp-inc,0,0,HS-grad,60,False
26,White,Male,Never-married,Unmarried,United-States,Adm-clerical,Local-gov,0,0,Assoc-voc,40,False
31,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
34,White,Male,Married-civ-spouse,Husband,United-States,Handlers-cleaners,Private,0,0,Some-college,40,True
18,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,HS-grad,20,False
61,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,State-gov,0,0,Bachelors,40,True
33,Amer-Indian-Eskimo,Female,Never-married,Unmarried,United-States,Other-service,Private,0,0,Assoc-acdm,40,False
22,White,Male,Never-married,Own-child,United-States,Craft-repair,Private,0,0,9th,54,False
26,White,Male,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,Bachelors,30,False
24,White,Male,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Bachelors,40,False
30,Asian-Pac-Islander,Female,Married-AF-spouse,Wife,Philippines,Sales,Private,0,0,Bachelors,60,True
52,White,Male,Never-married,Not-in-family,United-States,Exec-managerial,Private,0,0,Some-college,40,False
58,Black,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,5th-6th,40,False
36,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
37,Black,Female,Separated,Unmarried,United-States,Exec-managerial,Private,0,0,Bachelors,40,False
41,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,0,Bachelors,45,True
38,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Bachelors,50,True
27,White,Male,Never-married,Other-relative,United-States,Transport-moving,Federal-gov,0,0,Bachelors,35,False
34,White,Male,Married-civ-spouse,Husband,United-States,Handlers-cleaners,Private,0,0,Some-college,40,True
55,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-not-inc,0,0,Bachelors,99,False
37,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,Some-college,40,False
17,White,Male,Never-married,Own-child,United-States,Sales,Private,0,0,12th,40,False
40,Black,Male,Married-civ-spouse,Husband,Haiti,Machine-op-inspct,Private,0,0,HS-grad,40,False
52,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,11th,40,True
